特徴量,Pearson相関係数,Spearman相関係数,Spearman p値,サンプル数
all_sa_saturation_std,0.12286134870864128,0.11964748376122353,6.110323464740412e-06,1421
all_sa_saturation_mean,0.1054830747343903,0.10065816420668877,0.00014426287979064668,1421
