trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,Is_Alphabet_Trial,Back_Image_Source,Back_Image_Path,Back_Image_Name_Used
S110_7_1,S110,7,1,0,unmatch,3,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\3_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_7_27_0_unmatch_3_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Mismatch,2026-01-11T14:23:04.771,1768108984.7714422,0.0,0,0,2026-01-11T14:23:05.915,1.143833875656128,0,3,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Dark\S110\7\M_7_27_0_unmatch_3_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,M_7_27_0_unmatch_3_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg
S110_7_2,S110,7,2,L,filler,5,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\5_night_rain_busy.jpg,brightness,45.47,,,,,M_7_5_L_filler_5_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-11T14:23:07.367,1768108987.3673294,2.5958871841430664,156,312,,,L,5,None,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png
S110_7_3,S110,7,3,J,filler,7,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\7_night_sun_empty.jpg,,,,,,,M_7_9_J_filler_7_night_sun_empty_ORIG.jpg,Ignore,2026-01-11T14:23:09.992,1768108989.9924285,5.220986366271973,313,627,,,J,7,None,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png
S110_7_4,S110,7,4,G,filler,8,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\8_night_sun_busy.jpg,,,,,,,M_7_12_G_filler_8_night_sun_busy_ORIG.jpg,Ignore,2026-01-11T14:23:12.582,1768108992.5821126,7.810670375823975,469,937,,,G,8,None,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png
S110_7_5,S110,7,5,4,match,4,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\4_night_rain_busy.jpg,brightness,45.47,,,,,M_7_11_4_match_4_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Match,2026-01-11T14:23:15.171,1768108995.171018,10.39957571029663,624,1248,2026-01-11T14:23:16.061,0.8908491134643555,4,4,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S110\7\M_7_11_4_match_4_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,M_7_11_4_match_4_night_rain_busy_BRIGHTONLY_brightness45.470.jpg
S110_7_6,S110,7,6,A,filler,3,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\3_night_rain_busy.jpg,,,,,,,M_7_24_A_filler_3_night_rain_busy_ORIG.jpg,Ignore,2026-01-11T14:23:17.769,1768108997.769549,12.998106718063354,780,1560,,,A,3,None,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png
S110_7_7,S110,7,7,2,match,2,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\2_night_rain_empty.jpg,,,,,,,M_7_40_2_match_2_night_rain_empty_ORIG.jpg,Match,2026-01-11T14:23:20.363,1768109000.3635333,15.592091083526611,936,1871,2026-01-11T14:23:21.304,0.9412088394165039,2,2,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S110\7\M_7_40_2_match_2_night_rain_empty_ORIG.jpg,M_7_40_2_match_2_night_rain_empty_ORIG.jpg
S110_7_8,S110,7,8,S,filler,0,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\0_night_sun_busy.jpg,brightness,43.12,,,,,M_7_28_S_filler_0_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-11T14:23:22.951,1768109002.9512534,18.179811239242554,1091,2182,,,S,0,None,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png
S110_7_9,S110,7,9,3,match,3,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\3_night_sun_empty.jpg,brightness,46.88,,,,,M_7_14_3_match_3_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Match,2026-01-11T14:23:25.540,1768109005.5401025,20.768660306930542,1246,2492,2026-01-11T14:23:26.456,0.9167380332946777,3,3,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S110\7\M_7_14_3_match_3_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,M_7_14_3_match_3_night_sun_empty_BRIGHTONLY_brightness46.880.jpg
S110_7_10,S110,7,10,S,filler,8,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\8_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_7_22_S_filler_8_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Ignore,2026-01-11T14:23:28.127,1768109008.1278894,23.356447219848633,1401,2803,,,S,8,None,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png
