trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,FrontIsDigit_inferred,Skip_Task,Skip_Reason,task_start_frame_emr,task_end_frame_emr,diopter_baseline,diopter_onset_frame,diopter_peak_frame,diopter_peak_value,diopter_delta,baseline_frame_start,baseline_frame_end,miosis_frame_start,miosis_frame_end,pupil_left_baseline,pupil_right_baseline,pupil_both_baseline,pupil_left_miosis_mean,pupil_right_miosis_mean,pupil_both_miosis_mean,pupil_left_miosis_min,pupil_right_miosis_min,pupil_both_miosis_min,pupil_left_change_rate_mean,pupil_right_change_rate_mean,pupil_both_change_rate_mean,pupil_left_change_rate_min,pupil_right_change_rate_min,pupil_both_change_rate_min
S102_2_1,S102,2,1,G,filler,5,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\5_night_rain_empty.jpg,,,,,,,M_2_10_G_filler_5_night_rain_empty_ORIG.jpg,Ignore,2026-01-08T15:25:58.262,1767853558.2629278,0.0,0,0,,,G,5,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S102_2_2,S102,2,2,F,filler,3,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\3_night_sun_busy.jpg,,,,,,,M_2_47_F_filler_3_night_sun_busy_ORIG.jpg,Ignore,2026-01-08T15:26:00.861,1767853560.8612454,2.598317623138428,156,312,,,F,3,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S102_2_3,S102,2,3,8,match,8,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\8_night_sun_empty.jpg,brightness,46.88,,,,,M_2_7_8_match_8_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Match,2026-01-08T15:26:03.455,1767853563.45508,5.192152261734009,312,623,2026-01-08T15:26:04.975,1.5200066566467283,8,8,t,1,Hit,正解(一致),True,False,,623.0,922.0,0.0,712.0,811.0,5.6800109056209385,5.6800109056209385,702.0,711.0,871.0,880.0,4.867400000000001,4.4873,4.67735,4.9818,4.8642,4.923000000000001,4.948,4.723,4.843,-0.023503307720754187,-0.08399260134156397,-0.05251905459287872,-0.016559148621440513,-0.05252601787266275,-0.035415352710402324
S102_2_4,S102,2,4,D,filler,7,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\7_night_rain_busy.jpg,brightness,45.47,,,,,M_2_39_D_filler_7_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-08T15:26:06.043,1767853566.0433335,7.780405759811401,467,934,,,D,7,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S102_2_5,S102,2,5,1,unmatch,4,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\4_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_2_13_1_unmatch_4_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Mismatch,2026-01-08T15:26:08.631,1767853568.631965,10.36903715133667,622,1244,2026-01-08T15:26:10.336,1.7040770053863523,1,4,b,1,Correct Rejection,正解(不一致),True,False,,1244.0,1543.0,0.0,1339.0,1403.0,9.892077435182163,9.892077435182163,1329.0,1338.0,1463.0,1472.0,5.5379000000000005,5.0762,5.307049999999999,5.1941999999999995,4.615200000000001,4.9047,5.091,4.526,4.8215,0.06206323696708156,0.09081596469800232,0.07581424708642266,0.08069845970494235,0.10838816437492617,0.09149150658086867
S102_2_6,S102,2,6,L,filler,7,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\7_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_2_42_L_filler_7_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Ignore,2026-01-08T15:26:11.235,1767853571.2355404,12.972612619400024,778,1557,,,L,7,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S102_2_7,S102,2,7,R,filler,0,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\0_night_sun_empty.jpg,brightness,46.88,,,,,M_2_2_R_filler_0_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-08T15:26:13.839,1767853573.8392768,15.576349020004272,935,1869,,,R,0,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S102_2_8,S102,2,8,3,match,3,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\3_night_rain_empty.jpg,brightness,35.62,,,,,M_2_46_3_match_3_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Match,2026-01-08T15:26:16.454,1767853576.45425,18.19132232666016,1091,2183,2026-01-08T15:26:18.300,1.8464062213897705,3,3,t,1,Hit,正解(一致),True,False,,2183.0,2482.0,0.0,2268.0,2350.0,9.99720078378054,9.99720078378054,2258.0,2267.0,2410.0,2419.0,5.167700000000001,4.743499999999999,4.9556000000000004,4.501099999999999,4.164,4.33255,4.441,4.048,4.2445,0.12899355612748448,0.12216717613576464,0.1257264508838486,0.14062348820558487,0.1466216928428374,0.14349422875131165
S102_2_9,S102,2,9,B,filler,8,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\8_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_2_45_B_filler_8_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Ignore,2026-01-08T15:26:19.038,1767853579.038408,20.775480270385746,1247,2493,,,B,8,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
S102_2_10,S102,2,10,A,filler,1,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\1_night_sun_empty.jpg,brightness,46.88,,,,,M_2_31_A_filler_1_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-08T15:26:21.630,1767853581.6305764,23.367648601531982,1402,2804,,,A,1,,1,Correct Rejection,正解(スルー成功),False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,
