day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-09-02,14:51:43.279242,t,8.91265344619751,1.3018341064453125,4_C_gamma0.55_brightness13.0_sharpness0.26.jpg,4,4,C,0,0.55,0.26,13.0,0
2023-09-02,14:52:05.790744,f,31.424155473709103,1.2995238304138184,13_S_sharpness0.52_contrast0.99_gamma0.58.jpg,4,13,S,0.99,0.58,0.52,0,0
2023-09-02,14:52:13.318359,t,38.95177054405213,1.3488352298736572,16_I_brightness27.0_contrast0.88_gamma1.1.jpg,4,16,I,0.88,1.1,0,27.0,0
2023-09-02,14:52:20.880715,f,46.51412701606751,1.3562686443328855,19_1_gamma0.72_brightness0.17_sharpness0.34.jpg,4,19,1,0,0.72,0.34,0.17,0
2023-09-02,14:52:25.736130,t,51.35398316383362,1.192784309387207,21_8_sharpness0.69_contrast0.97_equalization7.3.jpg,4,21,8,0.97,0,0.69,0,7.3
2023-09-02,14:52:30.877376,f,56.51078796386719,1.3297834396362305,23_S_contrast0.87_brightness5.7_sharpness0.38.jpg,4,23,S,0.87,0,0.38,5.7,0
2023-09-02,14:52:38.440354,f,64.07376599311829,1.4345784187316897,26_E_gamma0.51_sharpness0.51_contrast1.2.jpg,1,26,E,1.2,0.51,0.51,0,0
2023-09-02,14:52:41.113350,f,66.74676179885864,1.5650184154510498,27_2_sharpness0.72_gamma0.64_equalization25.0.jpg,4,27,2,0,0.64,0.72,0,25.0
2023-09-02,14:52:45.753277,t,71.38668823242188,1.222813367843628,29_Q_brightness18.0_sharpness0.27_gamma0.87.jpg,2,29,Q,0,0.87,0.27,18.0,0
2023-09-02,14:52:48.154395,f,73.78780674934387,1.129110336303711,30_J_brightness22.0_sharpness0.25_contrast1.1.jpg,4,30,J,1.1,0,0.25,22.0,0
2023-09-02,14:53:03.474643,f,89.1061418056488,1.4454233646392822,36_T_sharpness0.74_contrast0.87_equalization23.0.jpg,4,36,T,0.87,0,0.74,0,23.0
2023-09-02,14:53:10.856985,f,96.49039697647096,1.307034254074097,39_T_gamma1.1_sharpness0.47_equalization28.0.jpg,4,39,T,0,1.1,0.47,0,28.0
2023-09-02,14:53:20.764528,f,106.39793968200684,1.2250287532806396,43_S_brightness13.0_sharpness0.48_gamma1.1.jpg,4,43,S,0,1.1,0.48,13.0,0
2023-09-02,14:53:28.461971,f,114.07987236976624,1.3960285186767578,46_Q_sharpness0.95_contrast1.1_equalization16.0.jpg,4,46,Q,1.1,0,0.95,0,16.0
2023-09-02,14:53:33.212266,t,118.84567761421204,1.173871994018555,48_2_sharpness0.69_brightness1.8_gamma0.85.jpg,4,48,2,0,0.85,0.69,1.8,0
