day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-09-02,14:13:38.726879,t,21.531935691833496,1.361811637878418,9_P_contrast1.0_gamma1.1_equalization30.0.jpg,4,9,P,1.0,1.1,0,0,30.0
2023-09-02,14:13:51.308698,t,34.11375546455383,1.4664685726165771,14_8_sharpness0.062_brightness5.4_contrast1.0.jpg,0,14,8,1.0,0,0.062,5.4,0
2023-09-02,14:13:53.574879,t,36.3799364566803,1.1932272911071775,15_3_sharpness0.28_gamma0.59_equalization26.0.jpg,4,15,3,0,0.59,0.28,0,26.0
2023-09-02,14:13:58.563506,t,41.36856245994568,1.224278450012207,17_E_contrast0.81_gamma1.0_brightness11.0.jpg,4,17,E,0.81,1.0,0,11.0,0
2023-09-02,14:14:16.137000,t,58.94205713272095,1.332681655883789,24_C_contrast1.0_sharpness0.55_equalization19.0.jpg,4,24,C,1.0,0,0.55,0,19.0
2023-09-02,14:14:26.155042,t,68.96009945869446,1.2708728313446045,28_9_contrast0.94_sharpness0.83_brightness4.1.jpg,4,28,9,0.94,0,0.83,4.1,0
2023-09-02,14:14:46.111704,t,88.91676092147827,1.329566240310669,36_J_brightness6.3_contrast1.0_gamma1.0.jpg,4,36,J,1.0,1.0,0,6.3,0
2023-09-02,14:15:03.955527,f,106.76058387756348,1.6441655158996582,43_9_contrast1.1_sharpness0.58_equalization30.0.jpg,2,43,9,1.1,0,0.58,0,30.0
2023-09-02,14:15:06.415820,f,109.2208766937256,1.5518856048583984,44_C_sharpness0.61_contrast1.1_brightness15.0.jpg,4,44,C,1.1,0,0.61,15.0,0
2023-09-02,14:15:11.283392,f,114.08291339874268,1.4143967628479004,46_8_contrast1.2_brightness11.0_gamma0.9.jpg,4,46,8,1.2,0.9,0,11.0,0
