day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-09-02,14:02:49.865208,f,14.148265838623049,1.5512738227844238,6_E_gamma0.86_contrast1.1_brightness27.0.jpg,4,6,E,1.1,0.86,0,27.0,0
2023-09-02,14:03:07.472543,t,31.755600690841675,1.583406925201416,13_P_contrast0.99_gamma1.0_equalization20.0.jpg,4,13,P,0.99,1.0,0,0,20.0
2023-09-02,14:03:14.997417,f,39.28047490119934,1.6607835292816162,16_2_brightness25.0_sharpness0.44_contrast1.1.jpg,4,16,2,1.1,0,0.44,25.0,0
2023-09-02,14:03:24.796584,f,49.07964181900024,1.4094946384429932,20_0_sharpness0.34_gamma0.85_equalization31.0.jpg,0,20,0,0,0.85,0.34,0,31.0
2023-09-02,14:03:27.336695,t,51.619751930236816,1.457564353942871,21_2_gamma0.63_contrast1.1_equalization20.0.jpg,0,21,2,1.1,0.63,0,0,20.0
2023-09-02,14:03:29.814904,t,54.09796190261841,1.428678274154663,22_7_contrast1.2_sharpness0.13_equalization9.3.jpg,4,22,7,1.2,0,0.13,0,9.3
2023-09-02,14:03:34.706568,f,58.9896252155304,1.3030319213867188,24_T_contrast1.2_sharpness0.6_equalization19.0.jpg,4,24,T,1.2,0,0.6,0,19.0
2023-09-02,14:03:39.827853,f,64.11090993881226,1.484890699386597,26_S_sharpness0.96_gamma0.82_equalization29.0.jpg,4,26,S,0,0.82,0.96,0,29.0
2023-09-02,14:03:54.757965,f,79.0410225391388,1.3961796760559082,32_7_brightness8.6_gamma0.96_contrast1.2.jpg,4,32,7,1.2,0.96,0,8.6,0
2023-09-02,14:04:17.165273,f,101.44324207305908,1.3011512756347656,41_8_sharpness0.11_brightness29.0_gamma0.82.jpg,2,41,8,0,0.82,0.11,29.0,0
2023-09-02,14:04:19.716020,f,103.99907684326172,1.3461980819702148,42_B_gamma0.56_contrast0.92_equalization4.0.jpg,4,42,B,0.92,0.56,0,0,4.0
