trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S03_8_1,S03,8,1,6,unmatch,0,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\0_day_rain_busy.jpg,,,,,,,M_8_16_6_unmatch_0_day_rain_busy_ORIG.jpg,Mismatch,2026-01-08T18:02:43.003,1767862963.003918,0.0,0,0,2026-01-08T18:02:44.273,1.2693912982940674,6,0,b,1,Correct Rejection,正解(不一致)
S03_8_2,S03,8,2,S,filler,6,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\6_day_rain_busy.jpg,brightness,23.168,contrast,1.169,gamma,1.078,M_8_18_S_filler_6_day_rain_busy_MODEL_brightness23.168_contrast1.169_gamma1.078.jpg,Ignore,2026-01-08T18:02:46.850,1767862966.8507228,3.8468048572540283,231,462,,,S,6,None,1,Correct Rejection,正解(スルー成功)
S03_8_3,S03,8,3,9,unmatch,0,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\0_day_sun_busy.jpg,brightness,45.47,,,,,M_8_5_9_unmatch_0_day_sun_busy_BRIGHTONLY_brightness45.470.jpg,Mismatch,2026-01-08T18:02:50.700,1767862970.7008073,7.696889400482178,462,924,2026-01-08T18:02:51.997,1.2970304489135742,9,0,b,1,Correct Rejection,正解(不一致)
S03_8_4,S03,8,4,D,filler,2,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\2_day_sun_empty.jpg,brightness,18.052,contrast,1.163,gamma,1.019,M_8_29_D_filler_2_day_sun_empty_MODEL_brightness18.052_contrast1.163_gamma1.019.jpg,Ignore,2026-01-08T18:02:54.539,1767862974.5393932,11.535475254058838,692,1384,,,D,2,None,1,Correct Rejection,正解(スルー成功)
S03_8_5,S03,8,5,U,filler,0,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\0_day_sun_busy.jpg,brightness,25.454,contrast,1.16,gamma,1.064,M_8_25_U_filler_0_day_sun_busy_MODEL_brightness25.454_contrast1.160_gamma1.064.jpg,Ignore,2026-01-08T18:02:58.409,1767862978.40983,15.405912160873413,924,1849,,,U,0,None,1,Correct Rejection,正解(スルー成功)
S03_8_6,S03,8,6,B,filler,3,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\3_day_sun_empty.jpg,,,,,,,M_8_4_B_filler_3_day_sun_empty_ORIG.jpg,Ignore,2026-01-08T18:03:02.264,1767862982.2641618,19.260243892669678,1156,2311,,,B,3,None,1,Correct Rejection,正解(スルー成功)
S03_8_7,S03,8,7,4,match,4,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\4_day_rain_busy.jpg,,,,,,,M_8_28_4_match_4_day_rain_busy_ORIG.jpg,Match,2026-01-08T18:03:06.111,1767862986.1111333,23.107215404510498,1386,2773,2026-01-08T18:03:07.163,1.0520851612091064,4,4,t,1,Hit,正解(一致)
S03_8_8,S03,8,8,L,filler,6,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\6_day_sun_busy.jpg,brightness,25.454,contrast,1.16,gamma,1.064,M_8_13_L_filler_6_day_sun_busy_MODEL_brightness25.454_contrast1.160_gamma1.064.jpg,Ignore,2026-01-08T18:03:09.968,1767862989.9681199,26.96420192718506,1618,3236,,,L,6,None,1,Correct Rejection,正解(スルー成功)
S03_8_9,S03,8,9,G,filler,2,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\2_day_rain_busy.jpg,,,,,,,M_8_1_G_filler_2_day_rain_busy_ORIG.jpg,Ignore,2026-01-08T18:03:13.812,1767862993.81247,30.808552026748657,1849,3697,,,G,2,None,1,Correct Rejection,正解(スルー成功)
S03_8_10,S03,8,10,0,match,0,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\0_day_rain_busy.jpg,brightness,23.168,contrast,1.169,gamma,1.078,M_8_23_0_match_0_day_rain_busy_MODEL_brightness23.168_contrast1.169_gamma1.078.jpg,Match,2026-01-08T18:03:17.658,1767862997.6589353,34.655017375946045,2079,4159,2026-01-08T18:03:19.037,1.3788866996765137,0,0,b,0,Miss,ミス(見逃し)
