trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S03_1_1,S03,1,1,U,filler,0,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\0_day_sun_busy.jpg,,,,,,,M_1_25_U_filler_0_day_sun_busy_ORIG.jpg,Ignore,2026-01-06T16:37:24.170,0.0,0,0,,,U,0,None,1,Correct Rejection,正解(スルー成功)
S03_1_2,S03,1,2,J,filler,3,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\3_day_rain_busy.jpg,,,,,,,M_1_13_J_filler_3_day_rain_busy_ORIG.jpg,Ignore,2026-01-06T16:37:26.669,2.4993362426757812,150,300,,,J,3,None,1,Correct Rejection,正解(スルー成功)
S03_1_3,S03,1,3,1,unmatch,2,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\2_day_sun_busy.jpg,,,,,,,M_1_2_1_unmatch_2_day_sun_busy_BRIGHTONLY.jpg,Mismatch,2026-01-06T16:37:29.186,5.016537666320801,301,602,,,1,2,None,0,Omission,無反応(不正解)
S03_1_4,S03,1,4,E,filler,4,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\4_day_rain_empty.jpg,,,,,,,M_1_38_E_filler_4_day_rain_empty_ORIG.jpg,Ignore,2026-01-06T16:37:31.683,7.512943983078003,451,902,2026-01-06 16:37:33.297023,1.6139202117919922,E,4,b,0,False Alarm,お手つき(スルー失敗)
S03_1_5,S03,1,5,R,filler,8,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\8_day_rain_busy.jpg,,,,,,,M_1_35_R_filler_8_day_rain_busy_BRIGHTONLY.jpg,Ignore,2026-01-06T16:37:34.171,10.000937938690186,600,1200,,,R,8,None,1,Correct Rejection,正解(スルー成功)
S03_1_6,S03,1,6,2,unmatch,9,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\9_day_rain_empty.jpg,,,,,,,M_1_18_2_unmatch_9_day_rain_empty_MODEL.jpg,Mismatch,2026-01-06T16:37:36.656,12.486336469650269,749,1498,,,2,9,None,0,Omission,無反応(不正解)
S03_1_7,S03,1,7,F,filler,5,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\5_day_sun_empty.jpg,,,,,,,M_1_27_F_filler_5_day_sun_empty_BRIGHTONLY.jpg,Ignore,2026-01-06T16:37:39.187,15.01735806465149,901,1802,2026-01-06 16:37:40.493591,1.3060734272003174,F,5,b,0,False Alarm,お手つき(スルー失敗)
S03_1_8,S03,1,8,3,match,3,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\3_day_rain_empty.jpg,,,,,,,M_1_40_3_match_3_day_rain_empty_MODEL.jpg,Match,2026-01-06T16:37:41.696,17.525954961776733,1052,2103,,,3,3,None,0,Omission,無反応(不正解)
S03_1_9,S03,1,9,G,filler,6,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\6_day_sun_busy.jpg,,,,,,,M_1_36_G_filler_6_day_sun_busy_BRIGHTONLY.jpg,Ignore,2026-01-06T16:37:44.188,20.017959117889404,1201,2402,2026-01-06 16:37:45.366424,1.1783056259155273,G,6,t,0,False Alarm,お手つき(スルー失敗)
S03_1_10,S03,1,10,D,filler,9,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\9_day_sun_empty.jpg,,,,,,,M_1_29_D_filler_9_day_sun_empty_MODEL.jpg,Ignore,2026-01-06T16:37:46.703,22.53361463546753,1352,2704,,,D,9,None,1,Correct Rejection,正解(スルー成功)
