trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,Is_Alphabet_Trial,Back_Image_Source,Back_Image_Path,Back_Image_Name_Used,FrontIsDigit_inferred,Skip_Task,Skip_Reason,task_start_frame_emr,task_end_frame_emr,diopter_baseline,diopter_onset_frame,diopter_peak_frame,diopter_peak_value,diopter_delta,diopter_descent_frame,baseline_frame_start,baseline_frame_end,miosis_frame_start,miosis_frame_end,pupil_left_baseline,pupil_right_baseline,pupil_both_baseline,pupil_left_miosis_mean,pupil_right_miosis_mean,pupil_both_miosis_mean,pupil_left_miosis_min,pupil_right_miosis_min,pupil_both_miosis_min,pupil_left_miosis_min_frame,pupil_right_miosis_min_frame,pupil_both_miosis_min_frame,pupil_left_change_rate_mean,pupil_right_change_rate_mean,pupil_both_change_rate_mean,pupil_left_change_rate_min,pupil_right_change_rate_min,pupil_both_change_rate_min,BL_stim120_frame_start,BL_stim120_frame_end,BL_stim120_pupil_both,BL_stim120_change_rate_mean,BL_stim120_change_rate_min,BL_onset120_frame_start,BL_onset120_frame_end,BL_onset120_pupil_both,BL_onset120_change_rate_mean,BL_onset120_change_rate_min,BL_stim_to_onset_frame_start,BL_stim_to_onset_frame_end,BL_stim_to_onset_pupil_both,BL_stim_to_onset_change_rate_mean,BL_stim_to_onset_change_rate_min
S111_0_1,S111,0,1,7,unmatch,6,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\6_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_0_37_7_unmatch_6_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Mismatch,2026-01-11T17:27:27.526,1768120047.5266547,0.0,0,0,2026-01-11T17:27:28.897,1.3710181713104248,7,6,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Dark\S111\0\M_0_37_7_unmatch_6_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,M_0_37_7_unmatch_6_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,True,True,baseline_window_before_emr_start,0.0,299.0,0.0,67.0,91.0,8.939152551381737,8.939152551381737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_2,S111,0,2,S,filler,5,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\5_night_sun_busy.jpg,brightness,43.12,,,,,M_0_36_S_filler_5_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-11T17:27:30.107,1768120050.1076474,2.5809926986694336,155,310,,,S,5,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_3,S111,0,3,B,filler,4,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\4_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_0_1_B_filler_4_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Ignore,2026-01-11T17:27:32.696,1768120052.6966443,5.169989585876465,310,620,,,B,4,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_4,S111,0,4,J,filler,3,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\3_night_sun_empty.jpg,brightness,46.88,,,,,M_0_5_J_filler_3_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-11T17:27:35.299,1768120055.2999563,7.773301601409912,466,933,,,J,3,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_5,S111,0,5,I,filler,6,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\6_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_0_3_I_filler_6_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Ignore,2026-01-11T17:27:37.904,1768120057.904247,10.377592325210571,623,1245,,,I,6,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_6,S111,0,6,6,match,6,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\6_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_0_22_6_match_6_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Match,2026-01-11T17:27:40.493,1768120060.4930532,12.96639847755432,778,1556,2026-01-11T17:27:41.884,1.3918707370758057,6,6,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S111\0\M_0_22_6_match_6_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,M_0_22_6_match_6_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,True,False,,1556.0,1855.0,0.0,1606.0,1743.0,9.34040366096144,9.34040366096144,1756.0,1436.0,1555.0,1606.0,1756.0,7.224246666666667,6.677955833333333,6.95110125,5.260878145695363,4.894815231788079,5.077846688741722,4.764799999999999,4.3924,4.586,1756.0,1747.0,1756.0,0.2717748454009004,0.26701892705618435,0.26949032878182827,0.34044334034367607,0.3422538109528776,0.3402484246650845,1556.0,1675.0,5.9905284722222225,0.1523541349836762,0.2344581915827543,1486.0,1605.0,6.86145138888889,0.25994568773531684,0.33162828969008623,1556.0,1605.0,6.704830333333333,0.24265843633700857,0.3160155034497268
S111_0_7,S111,0,7,U,filler,6,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\6_night_rain_busy.jpg,brightness,45.47,,,,,M_0_27_U_filler_6_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-11T17:27:43.080,1768120063.080938,15.554283380508425,933,1867,,,U,6,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_8,S111,0,8,Q,filler,9,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\9_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_0_11_Q_filler_9_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-11T17:27:45.669,1768120065.6697605,18.14310574531555,1089,2177,,,Q,9,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_9,S111,0,9,4,match,4,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\4_night_rain_empty.jpg,brightness,35.62,,,,,M_0_9_4_match_4_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Match,2026-01-11T17:27:48.259,1768120068.2595265,20.732871770858765,1244,2488,2026-01-11T17:27:49.617,1.3579070568084717,4,4,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S111\0\M_0_9_4_match_4_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,M_0_9_4_match_4_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,True,False,,2488.0,2787.0,0.0,2530.0,2720.0,9.459531418928412,9.459531418928412,2680.0,2368.0,2487.0,2530.0,2680.0,7.104445833333332,6.613013333333333,6.858729583333333,5.395987196467992,4.905227152317881,5.1506071743929365,4.878,4.3152,4.5966000000000005,2680.0,2680.0,2680.0,0.2404773964000721,0.25824629332096494,0.24904355656346658,0.3133876850587102,0.3474684258915754,0.3298175785834001,2488.0,2607.0,5.999745486111112,0.1415290554714124,0.23386750143973126,2410.0,2529.0,6.8845310416666665,0.25185794889726676,0.3323292505792499,2488.0,2529.0,6.900027976190475,0.25353821866145515,0.33382878796126325
S111_0_10,S111,0,10,D,filler,4,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\4_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_0_35_D_filler_4_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Ignore,2026-01-11T17:27:50.856,1768120070.856883,23.330228328704838,1400,2800,,,D,4,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_11,S111,0,11,L,filler,8,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\8_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_0_17_L_filler_8_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-11T17:27:53.443,1768120073.443507,25.916852235794067,1555,3110,,,L,8,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_12,S111,0,12,G,filler,5,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\5_night_rain_empty.jpg,,,,,,,M_0_18_G_filler_5_night_rain_empty_ORIG.jpg,Ignore,2026-01-11T17:27:56.047,1768120076.0476089,28.52095413208008,1711,3423,,,G,5,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_13,S111,0,13,6,match,6,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\6_night_sun_empty.jpg,brightness,46.88,,,,,M_0_30_6_match_6_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Match,2026-01-11T17:27:58.632,1768120078.632733,31.106078386306763,1866,3733,2026-01-11T17:27:59.969,1.33650803565979,6,6,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S111\0\M_0_30_6_match_6_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,M_0_30_6_match_6_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,True,False,,3733.0,4032.0,0.0,3776.0,3952.0,9.76734738764431,9.76734738764431,3926.0,3613.0,3732.0,3776.0,3926.0,7.204665277777777,6.798609444444444,7.001637361111111,5.273090286975718,4.863930684326711,5.068510485651214,4.6842,4.2808,4.509516666666666,3917.0,3898.0,3926.0,0.2681005870959544,0.28456977502931524,0.2760964008500325,0.34983794258311407,0.3703418272543805,0.35593398599680726,3733.0,3852.0,5.9997549999999995,0.1552137569532065,0.24838319786946855,3656.0,3775.0,6.838856111111111,0.25886575133283046,0.3406036633319364,3733.0,3775.0,6.849565891472869,0.2600245671100001,0.3416346761068999
S111_0_14,S111,0,14,T,filler,2,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\2_night_sun_empty.jpg,,,,,,,M_0_41_T_filler_2_night_sun_empty_ORIG.jpg,Ignore,2026-01-11T17:28:01.224,1768120081.2246678,33.69801306724548,2022,4044,,,T,2,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_15,S111,0,15,U,filler,1,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\1_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_0_8_U_filler_1_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-11T17:28:03.820,1768120083.8203268,36.29367208480835,2178,4355,,,U,1,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_16,S111,0,16,E,filler,6,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\6_night_rain_empty.jpg,brightness,35.62,,,,,M_0_25_E_filler_6_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-11T17:28:06.417,1768120086.4174426,38.890787839889526,2333,4667,,,E,6,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_17,S111,0,17,0,unmatch,5,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\5_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_0_42_0_unmatch_5_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Mismatch,2026-01-11T17:28:09.005,1768120089.00535,41.47869539260864,2489,4977,2026-01-11T17:28:10.439,1.4341800212860107,0,5,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Dark\S111\0\M_0_42_0_unmatch_5_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,M_0_42_0_unmatch_5_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,True,False,,4977.0,5276.0,0.0,5024.0,5141.0,8.953221139464162,8.953221139464162,5174.0,4857.0,4976.0,5024.0,5174.0,6.654030833333334,6.165586666666667,6.40980875,5.107951214128035,4.62138344370861,4.864667328918323,4.6452,4.209,4.4401,5118.0,5121.0,5121.0,0.23235233769284933,0.2504551969574223,0.24105889603674638,0.3018968327092964,0.3173399016908908,0.3072960250179071,4977.0,5096.0,5.700239166666666,0.14658539989594183,0.22106777098680205,4904.0,5023.0,6.565055694444443,0.25900593150566004,0.3236767200989091,4977.0,5023.0,6.559094326241135,0.2583324637585826,0.32306202973230935
S111_0_18,S111,0,18,E,filler,4,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\4_night_sun_empty.jpg,,,,,,,M_0_28_E_filler_4_night_sun_empty_ORIG.jpg,Ignore,2026-01-11T17:28:11.609,1768120091.6095688,44.08291411399841,2645,5290,,,E,4,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_19,S111,0,19,2,unmatch,5,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\5_night_sun_busy.jpg,,,,,,,M_0_19_2_unmatch_5_night_sun_busy_ORIG.jpg,Mismatch,2026-01-11T17:28:14.215,1768120094.215063,46.68840861320496,2801,5603,2026-01-11T17:28:15.608,1.3936817646026611,2,5,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Dark\S111\0\M_0_19_2_unmatch_5_night_sun_busy_ORIG.jpg,M_0_19_2_unmatch_5_night_sun_busy_ORIG.jpg,True,False,,5603.0,5902.0,0.0,5666.0,5686.0,8.602671541670512,8.602671541670512,5816.0,5483.0,5602.0,5666.0,5816.0,6.529720277777779,6.037956666666667,6.2838384722222225,6.046845033112584,5.50878344370861,5.777814238410596,5.582,4.9614,5.2719000000000005,5747.0,5742.0,5742.0,0.07395037216349623,0.08764110976142438,0.08052788690360388,0.14513949104421836,0.17829817703229625,0.1610382693150862,5603.0,5722.0,6.400299444444444,0.09725876288087965,0.1763041642409265,5546.0,5665.0,6.3547480555555556,0.09078783487577959,0.1703998405741498,5603.0,5665.0,6.489297619047618,0.10963950529078068,0.18760082993793792
S111_0_20,S111,0,20,A,filler,4,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\4_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_0_43_A_filler_4_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-11T17:28:16.811,1768120096.8115275,49.28487277030945,2957,5914,,,A,4,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_21,S111,0,21,3,unmatch,9,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\9_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_0_15_3_unmatch_9_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Mismatch,2026-01-11T17:28:19.398,1768120099.398869,51.87221431732178,3112,6225,2026-01-11T17:28:20.665,1.267120361328125,3,9,b,1,Correct Rejection,正解(不一致),0,normal_image_name,D:\experiment_images_verify\Dark\S111\0\M_0_15_3_unmatch_9_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,M_0_15_3_unmatch_9_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,True,False,,6225.0,6524.0,0.0,6277.0,6429.0,9.640829541116279,9.640829541116279,6427.0,6105.0,6224.0,6277.0,6427.0,6.864078055555556,6.309651666666666,6.586864861111112,5.043541721854305,4.597989624724063,4.820765673289183,4.3286,3.8687999999999994,4.1147,6427.0,6420.0,6424.0,0.26522663626002474,0.2712767886989964,0.26812439985659764,0.3693836280756488,0.386844123196447,0.3753173798519516,6225.0,6344.0,5.886426666666667,0.1810369947207616,0.300985091124893,6157.0,6276.0,6.645991944444444,0.27463564301804705,0.38087496427984935,6225.0,6276.0,6.557159615384617,0.264808856874774,0.3724874425283228
S111_0_22,S111,0,22,Q,filler,9,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\9_night_rain_empty.jpg,,,,,,,M_0_39_Q_filler_9_night_rain_empty_ORIG.jpg,Ignore,2026-01-11T17:28:21.987,1768120101.9877565,54.46110153198242,3268,6535,,,Q,9,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_23,S111,0,23,F,filler,0,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\0_night_sun_empty.jpg,brightness,46.88,,,,,M_0_21_F_filler_0_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-11T17:28:24.590,1768120104.5904264,57.06377172470093,3424,6848,,,F,0,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_24,S111,0,24,0,match,0,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\0_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_0_45_0_match_0_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Match,2026-01-11T17:28:27.196,1768120107.196143,59.66948819160461,3580,7160,2026-01-11T17:28:28.295,1.0990145206451416,0,0,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S111\0\M_0_45_0_match_0_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,M_0_45_0_match_0_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,True,False,,7160.0,7459.0,0.0,7196.0,7276.0,9.323690805701004,9.323690805701004,7346.0,7040.0,7159.0,7196.0,7346.0,6.4900475,6.081983333333333,6.286015416666667,5.1717158940397345,4.663173509933775,4.9174447019867555,4.7506,4.226999999999999,4.5131,7305.0,7292.0,7292.0,0.20313127229966585,0.23328078122534995,0.21771672895540464,0.2680176840000015,0.30499645126726754,0.2820412135748157,7160.0,7279.0,5.578088750000001,0.11843555698414539,0.19092359367713557,7076.0,7195.0,6.430979583333333,0.23535059655127624,0.2982251083962002,7160.0,7195.0,6.516102777777778,0.24533960410247269,0.3073927539339509
S111_0_25,S111,0,25,J,filler,9,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\9_night_sun_busy.jpg,,,,,,,M_0_38_J_filler_9_night_sun_busy_ORIG.jpg,Ignore,2026-01-11T17:28:29.798,1768120109.798726,62.27207136154175,3736,7473,,,J,9,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_26,S111,0,26,9,match,9,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\9_night_rain_busy.jpg,,,,,,,M_0_6_9_match_9_night_rain_busy_ORIG.jpg,Match,2026-01-11T17:28:32.387,1768120112.387099,64.86044430732727,3892,7783,2026-01-11T17:28:33.681,1.2943737506866455,9,9,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S111\0\M_0_6_9_match_9_night_rain_busy_ORIG.jpg,M_0_6_9_match_9_night_rain_busy_ORIG.jpg,True,False,,7783.0,8082.0,0.0,7828.0,7903.0,7.373459548374458,7.373459548374458,7978.0,7663.0,7782.0,7828.0,7978.0,6.366169166666666,5.9197299999999995,6.142949583333333,5.871590728476821,5.330672847682119,5.60113178807947,5.2938,4.7272,5.0507,7909.0,7930.0,7908.0,0.07768854789147975,0.09950743569687816,0.08820156960491582,0.16844811040862745,0.201450066134773,0.1778053960098837,7783.0,7902.0,6.242133749999999,0.10268955898622474,0.19086962851444816,7708.0,7827.0,6.443795,0.13077126319514043,0.21619170069811341,7783.0,7827.0,6.642195555555555,0.15673488664532562,0.2396038391589394
S111_0_27,S111,0,27,L,filler,4,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\4_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_0_34_L_filler_4_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Ignore,2026-01-11T17:28:34.986,1768120114.986101,67.45944619178772,4048,8095,,,L,4,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_28,S111,0,28,5,match,5,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\5_night_rain_busy.jpg,brightness,45.47,,,,,M_0_24_5_match_5_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Match,2026-01-11T17:28:37.587,1768120117.58744,70.0607852935791,4204,8407,2026-01-11T17:28:39.000,1.4130573272705078,5,5,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S111\0\M_0_24_5_match_5_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,M_0_24_5_match_5_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,True,False,,8407.0,8706.0,0.0,8451.0,8643.0,8.288977546852289,8.288977546852289,8601.0,8287.0,8406.0,8451.0,8601.0,5.484133333333333,5.160584166666666,5.32235875,4.574218322295805,4.165803752759381,4.370011037527594,4.1564,3.6775999999999995,3.917,8574.0,8574.0,8574.0,0.1659177404580842,0.19276507887087427,0.17893339348318185,0.24210449539276951,0.28736749925436417,0.26404810649037896,8407.0,8526.0,5.101540972222222,0.14339391542237767,0.2321927783530548,8331.0,8450.0,5.391163333333333,0.18941223492376827,0.2734406735961131,8407.0,8450.0,5.753030681818182,0.24039844749333056,0.3191414722714333
S111_0_29,S111,0,29,G,filler,6,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\6_night_sun_empty.jpg,brightness,46.88,,,,,M_0_47_G_filler_6_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-11T17:28:40.182,1768120120.1824973,72.65584254264832,4359,8719,,,G,6,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_30,S111,0,30,P,filler,1,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\1_night_rain_empty.jpg,,,,,,,M_0_32_P_filler_1_night_rain_empty_ORIG.jpg,Ignore,2026-01-11T17:28:42.825,1768120122.8253922,75.29873752593994,4518,9036,,,P,1,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_31,S111,0,31,F,filler,2,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\2_night_rain_empty.jpg,brightness,35.62,,,,,M_0_31_F_filler_2_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-11T17:28:45.433,1768120125.4336865,77.9070315361023,4674,9349,,,F,2,,1,Correct Rejection,正解(スルー成功),1,alphabet_fixed,./fillerpic/0_night_nocar.png,0_night_nocar.png,False,True,front_not_digit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S111_0_32,S111,0,32,4,match,4,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\4_night_sun_busy.jpg,brightness,43.12,,,,,M_0_40_4_match_4_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Match,2026-01-11T17:28:48.021,1768120128.0217345,80.49507975578308,4830,9659,2026-01-11T17:28:49.257,1.2358496189117432,4,4,t,1,Hit,正解(一致),0,normal_image_name,D:\experiment_images_verify\Dark\S111\0\M_0_40_4_match_4_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,M_0_40_4_match_4_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,True,False,,9659.0,9958.0,0.0,9700.0,9834.0,9.982448362841739,9.982448362841739,9850.0,9539.0,9658.0,9700.0,9850.0,6.601368333333332,6.161331666666666,6.381349999999999,4.702743046357615,4.3061761589403975,4.504459602649008,4.1465,3.7641,3.96555,9841.0,9850.0,9850.0,0.2876108696114847,0.30109651745625376,0.29412121218096354,0.3718726496350125,0.38907687434453425,0.3785719322713845,9659.0,9778.0,5.4196358333333325,0.16886304888892287,0.26829954595657785,9580.0,9699.0,6.43313875,0.29980375401525305,0.38357461977638835,9659.0,9699.0,6.4434109756097575,0.300920022065993,0.38455733849496865
