day,time,button,timeFromStart,timeFromDisplay,image,status
2023-08-26,16:43:45.975267,f,6.756937742233276,1.6685497760772705,2_E_contrast1.0_sharpness0.68_equalization7.2.jpg,1.0
2023-08-26,16:43:55.596122,t,16.377793073654175,1.2748172283172607,6_8_sharpness0.31_contrast1.1_equalization11.0.jpg,0.0
2023-08-26,16:43:58.790678,f,19.572348833084103,1.9522647857666016,7_2_contrast1.1_sharpness0.43.jpg,2.0
2023-08-26,16:44:00.957956,f,21.73962712287903,1.6324660778045654,8_T_gamma0.72_brightness22.0.jpg,1.0
2023-08-26,16:44:15.768144,f,36.54981470108032,1.434478998184204,14_E_sharpness0.31_contrast1.2.jpg,2.0
2023-08-26,16:44:23.156380,f,43.938050270080566,1.3447279930114746,17_B_sharpness0.93_brightness17.0_contrast0.81.jpg,1.0
2023-08-26,16:44:25.663311,t,46.44498229026794,1.3170843124389648,18_0_brightness22.0_sharpness0.037_contrast0.89.jpg,0.0
2023-08-26,16:45:00.672589,f,81.45425963401794,1.3554158210754397,32_B_contrast0.98_gamma0.79_brightness23.0.jpg,2.0
2023-08-26,16:45:15.716770,f,96.49844026565552,1.3900949954986572,38_B_sharpness0.72_equalization32.0.jpg,2.0
2023-08-26,16:45:38.075769,f,118.8574402332306,1.2504169940948486,47_T_sharpness0.059_contrast1.0_equalization6.0.jpg,1.0
2023-08-26,16:46:38.652667,f,1.8092899322509768,1.7050387859344482,1_S_contrast1.1_sharpness0.42.jpg,2.0
2023-08-26,16:46:45.661193,t,8.817816257476807,1.2070984840393066,3_1_contrast1.1_equalization20.0.jpg,0.0
2023-08-26,16:46:55.541466,f,18.69808888435364,1.0909512042999268,7_S_gamma0.82_contrast1.2_equalization5.1.jpg,1.0
2023-08-26,16:47:23.220688,t,46.3616840839386,1.254995822906494,18_1_gamma0.51_brightness2.2.jpg,0.0
2023-08-26,16:48:23.350896,t,106.5075192451477,1.4169540405273438,42_8_gamma1.1_sharpness0.5_contrast0.99.jpg,0.0
2023-08-26,16:48:30.827769,t,113.97468137741087,1.38171648979187,45_9_brightness18.0_gamma0.79_sharpness0.54.jpg,0.0
2023-08-26,17:38:54.028749,f,2.1483700275421143,2.0477755069732666,1_Q_brightness19.0_contrast1.1_sharpness0.43.jpg,2.0
2023-08-26,17:39:05.804448,f,13.9085214138031,1.297435283660889,5_T_contrast1.2_sharpness0.74_equalization23.0.jpg,2.0
2023-08-26,17:39:18.491406,t,26.59532928466797,1.4772999286651611,10_7_contrast0.97_equalization4.7.jpg,0.0
2023-08-26,17:39:28.302638,t,36.42225885391235,1.3188328742980957,14_3_brightness8.4_sharpness0.78.jpg,0.0
2023-08-26,17:39:40.963233,f,49.08285331726074,1.4799244403839111,19_T_brightness15.0_gamma0.8.jpg,1.0
2023-08-26,17:39:48.216997,f,56.3366174697876,1.2295827865600586,22_T_gamma0.64_equalization12.0.jpg,1.0
2023-08-26,17:40:00.753591,f,68.87221074104309,1.2731192111968994,27_2_gamma0.76_sharpness0.38.jpg,2.0
2023-08-26,17:40:10.726033,t,78.84565305709839,1.2383146286010742,31_0_gamma0.81_contrast0.95_equalization22.0.jpg,0.0
2023-08-26,17:40:25.681897,t,93.79966354370116,1.1785099506378174,37_0_contrast1.1_sharpness0.3_brightness12.0.jpg,0.0
2023-08-26,17:40:38.362787,f,106.48240756988524,1.374767541885376,42_I_brightness27.0_gamma1.0.jpg,2.0
2023-08-26,17:41:43.455244,t,8.938057661056519,1.338630199432373,3_7_sharpness0.8_brightness28.0_contrast0.9.jpg,0.0
2023-08-26,17:41:45.843446,f,11.32625961303711,1.2221803665161133,4_P_sharpness0.13_gamma0.56.jpg,1.0
2023-08-26,17:41:53.129827,t,18.612640857696533,1.0066297054290771,7_9_sharpness0.7_contrast1.1_equalization12.0.jpg,0.0
2023-08-26,17:42:05.775955,f,31.25876832008361,1.1538286209106443,12_3_sharpness0.79_gamma1.0.jpg,2.0
2023-08-26,17:42:08.328732,f,33.8115451335907,1.148288011550903,13_P_gamma0.74_contrast0.91.jpg,1.0
2023-08-26,17:42:15.781734,f,41.2645480632782,1.1602704524993896,16_P_contrast0.84_sharpness0.7_brightness29.0.jpg,1.0
2023-08-26,17:42:20.911296,f,46.39410996437073,1.2974834442138672,18_S_gamma0.68_sharpness0.15.jpg,2.0
2023-08-26,17:42:23.787831,f,49.270644187927246,1.665112018585205,19_B_gamma0.72_brightness23.0_contrast1.1.jpg,1.0
2023-08-26,17:42:33.293710,f,58.77652335166931,1.1610679626464844,23_B_sharpness0.96_contrast0.93_equalization21.0.jpg,2.0
2023-08-26,17:42:35.769771,t,61.23712849617005,1.1310889720916748,24_0_gamma0.72_sharpness0.77.jpg,0.0
2023-08-26,17:42:46.189467,f,71.65660262107849,1.5162370204925537,28_P_brightness10.0_contrast1.2_sharpness0.35.jpg,1.0
2023-08-26,17:42:55.888213,f,81.36648201942444,1.2501375675201416,32_S_gamma0.79_brightness24.0_contrast0.94.jpg,1.0
2023-08-26,17:43:13.491422,f,98.9742352962494,1.3628687858581543,39_0_gamma0.9_sharpness0.92_equalization15.0.jpg,2.0
2023-08-26,17:44:51.967882,f,6.381898641586304,1.2674403190612793,2_Q_contrast1.0_gamma0.61_sharpness0.34.jpg,2.0
2023-08-26,17:44:57.024361,f,11.43837833404541,1.3258466720581057,4_I_contrast1.1_sharpness0.9.jpg,1.0
2023-08-26,17:45:11.836032,f,26.25004816055298,1.1424639225006104,10_B_contrast0.92_equalization4.1.jpg,1.0
2023-08-26,17:45:17.064119,t,31.478135585784912,1.3688364028930664,12_7_brightness20.0_contrast1.1_sharpness1.0.jpg,0.0
2023-08-26,17:45:27.012207,t,41.42622375488281,1.3147423267364502,16_7_gamma0.83_contrast1.0_brightness5.7.jpg,0.0
2023-08-26,17:45:46.831658,f,61.24567413330078,1.1337945461273191,24_T_contrast1.1_equalization9.8.jpg,1.0
2023-08-26,17:45:51.857982,f,66.2719988822937,1.178262710571289,26_I_brightness18.0_sharpness0.03.jpg,1.0
2023-08-26,17:46:01.804558,f,76.21857452392578,1.1133370399475098,30_T_contrast1.0_equalization19.0.jpg,1.0
2023-08-26,17:46:21.887061,f,96.30107712745668,1.209205150604248,38_C_contrast1.0_equalization17.0.jpg,1.0
2023-08-26,17:46:26.963188,t,101.37720465660097,1.270616054534912,40_0_gamma0.61_brightness25.0.jpg,0.0
2023-08-26,17:46:34.236133,t,108.65014934539796,1.034381866455078,43_7_sharpness0.46_gamma1.0_equalization9.9.jpg,0.0
2023-08-26,17:46:44.257138,t,118.67115497589111,1.0648040771484375,47_8_gamma0.85_sharpness0.6_equalization27.0.jpg,0.0
2023-08-26,17:47:51.533431,t,26.36477565765381,1.250356674194336,10_1_contrast0.9_equalization15.0.jpg,0.0
2023-08-26,17:47:56.482295,t,31.313639402389526,1.2111728191375732,12_9_gamma0.61_sharpness0.96.jpg,0.0
2023-08-26,17:48:06.482910,t,41.31244468688965,1.190361499786377,16_1_sharpness0.13_contrast1.1.jpg,0.0
