day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-08-26,17:10:12.034958,t,13.861295223236084,1.2573716640472412,6_C_contrast1.1_gamma0.99_equalization27.0.jpg,4,6,C,1.1,0.99,0,0,27.0
2023-08-26,17:10:22.037276,f,23.863613605499268,1.253955364227295,10_2_sharpness0.42_equalization6.6.jpg,4,10,2,0,0,0.42,0,6.6
2023-08-26,17:10:27.113969,f,28.924866437911987,1.3252959251403809,12_B_sharpness0.032_brightness28.0.jpg,4,12,B,0,0,0.032,28.0,0
2023-08-26,17:10:54.538203,t,56.36255931854248,1.268911838531494,23_3_gamma1.0_brightness12.0_contrast1.2.jpg,4,23,3,1.2,1.0,0,12.0,0
2023-08-26,17:11:09.413161,t,71.23949837684631,1.1487348079681396,29_0_gamma0.91_contrast0.91_sharpness0.35.jpg,2,29,0,0.91,0.91,0.35,0,0
2023-08-26,17:11:11.927152,f,73.75348973274231,1.1704015731811523,30_Q_contrast0.86_gamma0.5_equalization6.5.jpg,4,30,Q,0.86,0.5,0,0,6.5
2023-08-26,17:11:22.027082,f,83.85342001914978,1.2441282272338867,34_9_contrast0.84_sharpness0.24.jpg,0,34,9,0.84,0,0.24,0,0
2023-08-26,17:11:24.393575,t,86.21740961074829,1.1022844314575195,35_I_gamma1.1_brightness8.5.jpg,4,35,I,0,1.1,0,8.5,0
2023-08-26,17:11:39.465716,f,101.29205346107484,1.198925256729126,41_0_gamma1.1_equalization13.0.jpg,4,41,0,0,1.1,0,0,13.0
2023-08-26,17:11:52.170353,f,113.99669075012208,1.4003825187683103,46_B_brightness27.0_contrast1.1_sharpness0.0039.jpg,4,46,B,1.1,0,0.0039,27.0,0
2023-08-26,17:11:57.017025,f,118.84336280822754,1.24104905128479,48_J_brightness10.0_contrast1.1.jpg,4,48,J,1.1,0,0,10.0,0
