,フレーム数,両眼.注視Z座標[mm]
0,2006,6.233583560837115
1,2306,5.490703896049229
2,3214,4.8464619461356335
3,3822,4.424436680337364
4,8316,4.822190160244297
5,14215,5.537039886849915
