condition,metric,zcol,image_key,F,p,df1,df2,eta_p2,n_subjects_complete
dark,diopter,z_diopter,sun_empty,0.5706266866063188,0.5762610489048979,2.0,16.0,0.06657934214986416,9
dark,diopter,z_diopter,sun_busy,0.7094637616130278,0.5067439403108623,2.0,16.0,0.08145894868292468,9
dark,diopter,z_diopter,rain_empty,2.228956997666436,0.13998099401999528,2.0,16.0,0.21790657622032575,9
dark,diopter,z_diopter,rain_busy,1.128790345472375,0.34786764050135244,2.0,16.0,0.12365168907972822,9
dark,diopter,z_diopter,ALL,2.3106870213347297,0.13134666881970083,2.0,16.0,0.22410601898336052,9
