day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-08-31,22:09:38.172259,f,1.445305585861206,1.3507893085479736,1_S_sharpness0.72_contrast1.1.jpg,1,1,S,1.1,0,0.72,0,0
2023-08-31,22:09:48.159822,f,11.43390154838562,1.3203670978546145,5_E_contrast1.1_sharpness0.77.jpg,4,5,E,1.1,0,0.77,0,0
2023-08-31,22:10:20.695193,f,43.96927309036255,1.3533604145050049,18_1_gamma0.54_brightness5.3_sharpness0.94.jpg,4,18,1,0,0.54,0.94,5.3,0
2023-08-31,22:10:28.058281,f,51.31677842140198,1.2067723274230957,21_B_contrast0.95_gamma0.8_sharpness0.68.jpg,4,21,B,0.95,0.8,0.68,0,0
2023-08-31,22:10:43.014566,f,66.28864526748657,1.1899356842041016,27_T_contrast0.91_sharpness0.87_brightness25.0.jpg,4,27,T,0.91,0,0.87,25.0,0
2023-08-31,22:10:48.047952,t,71.32203149795532,1.2220966815948486,29_S_sharpness0.49_brightness29.0_gamma0.63.jpg,1,29,S,0,0.63,0.49,29.0,0
2023-08-31,22:10:50.388061,f,73.66214108467102,1.0412194728851318,30_P_brightness8.1_contrast1.2.jpg,4,30,P,1.2,0,0,8.1,0
2023-08-31,22:10:55.509908,f,78.78398823738098,1.1580896377563477,32_E_contrast1.0_brightness0.87_sharpness0.85.jpg,4,32,E,1.0,0,0.85,0.87,0
2023-08-31,22:11:03.052199,t,86.32627892494202,1.2225642204284668,35_S_gamma0.94_contrast1.0_sharpness0.73.jpg,4,35,S,1.0,0.94,0.73,0,0
2023-08-31,22:11:08.098940,f,91.37301993370056,1.2677690982818604,37_E_contrast0.85_sharpness0.39_equalization30.0.jpg,4,37,E,0.85,0,0.39,0,30.0
2023-08-31,22:11:20.964183,t,104.23826265335084,1.6386518478393557,42_9_gamma1.0_brightness23.0_contrast0.84.jpg,4,42,9,0.84,1.0,0,23.0,0
2023-08-31,22:11:32.870904,t,116.14498400688171,1.0363092422485352,47_8_gamma0.65_sharpness0.5_contrast0.99.jpg,4,47,8,0.99,0.65,0.5,0,0
