day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-08-31,21:29:42.638339,f,8.764728784561157,1.1606919765472412,4_1_gamma1.0_contrast1.0.jpg,4,4,1,1.0,1.0,0,0,0
2023-08-31,21:30:05.202301,f,31.32869052886963,1.2241408824920654,13_3_gamma1.1_sharpness0.48.jpg,4,13,3,0,1.1,0.48,0,0
2023-08-31,21:30:12.818357,t,38.94474697113037,1.250678300857544,16_9_contrast0.93_sharpness0.22_brightness8.5.jpg,2,16,9,0.93,0,0.22,8.5,0
2023-08-31,21:30:15.234334,f,41.3607234954834,1.1570446491241455,17_1_contrast1.1_gamma0.85_equalization26.0.jpg,4,17,1,1.1,0.85,0,0,26.0
2023-08-31,21:30:30.082990,f,56.20937967300415,1.0345821380615234,23_7_gamma0.86_brightness29.0.jpg,2,23,7,0,0.86,0,29.0,0
2023-08-31,21:30:32.813820,f,58.94020962715149,1.3140952587127686,24_B_contrast0.8_gamma0.66_brightness4.3.jpg,4,24,B,0.8,0.66,0,4.3,0
2023-08-31,21:30:52.751355,t,78.87774419784546,1.191798210144043,32_I_gamma0.65_equalization17.0.jpg,4,32,I,0,0.65,0,0,17.0
2023-08-31,21:30:57.643655,f,83.77004504203796,1.082329511642456,34_P_brightness15.0_sharpness0.24_contrast1.2.jpg,4,34,P,1.2,0,0.24,15.0,0
2023-08-31,21:31:02.753659,f,88.88004899024963,1.207974910736084,36_1_contrast1.1_sharpness0.32_equalization6.2.jpg,4,36,1,1.1,0,0.32,0,6.2
2023-08-31,21:31:20.158552,f,106.28494215011597,1.1169319152832031,43_B_gamma1.0_contrast0.85.jpg,4,43,B,0.85,1.0,0,0,0
