,df_1,df_2,df_3,df_4,df_5,df_6
52,,1.7096738815307615,1.466937780380249,1.2573716640472412,2.085194826126098,1.378756761550903
53,,1.6911306381225586,1.2101733684539795,1.1022844314575195,1.162344217300415,2.1488687992095947
54,,1.5359296798706057,1.2879846096038818,1.198925256729126,1.5038294792175293,1.576380729675293
55,,1.582273244857788,1.3154613971710205,1.24104905128479,1.4898595809936523,1.963979721069336
56,,1.6599297523498535,1.1606760025024414,1.6936070919036863,1.2214548587799072,1.587665557861328
57,,1.095677137374878,1.2713088989257812,1.299140453338623,1.2537734508514404,1.3118627071380615
58,,1.1309597492218018,1.0212421417236328,1.1867268085479736,1.7713651657104492,1.5458557605743408
59,,1.2692539691925049,1.220651626586914,1.0652730464935305,1.4118237495422363,1.52008318901062
60,,1.1135051250457764,1.1932103633880615,1.085369348526001,1.4127984046936035,1.4168589115142822
61,,1.1937496662139893,1.2356069087982178,1.1237235069274902,1.488273859024048,1.5299367904663086
62,,1.190340518951416,1.1313776969909668,1.3958137035369873,1.4279885292053225,
63,,1.107365369796753,1.2065637111663818,0.9865942001342772,2.089560031890869,
64,,1.4119048118591309,1.336601972579956,0.9054076671600342,1.6328673362731934,
65,,1.3160977363586426,1.0123236179351809,1.2406377792358398,1.5160510540008545,
66,,1.270071506500244,2.11545991897583,1.2077741622924805,1.5216856002807615,
67,,1.5043938159942627,1.242903232574463,1.4886281490325928,1.5453722476959229,
68,,1.112717866897583,1.112346887588501,1.2947607040405271,1.218867540359497,
69,,1.0830450057983398,1.0793371200561523,1.049337387084961,1.4844119548797607,
70,,1.126953125,1.2671597003936768,1.2626588344573977,1.6199300289154053,
71,,1.2626028060913086,0.8585429191589355,1.1581802368164062,1.4681222438812256,
72,,1.163182020187378,1.2728271484375,1.2877473831176758,1.5883219242095947,
73,,1.4552645683288574,1.096996545791626,1.224947452545166,1.5281703472137451,
74,,1.1896865367889404,1.4011330604553225,1.2216875553131104,1.862701177597046,
75,,1.1136696338653564,1.1397221088409424,1.081878900527954,1.4396281242370603,
76,,0.976987361907959,1.238664627075195,1.7225306034088137,1.551829814910889,
77,,1.0829908847808838,1.1915833950042725,1.3973205089569092,1.5008111000061035,
78,,1.1918537616729736,1.287663221359253,1.2507469654083252,1.3102173805236816,
79,,1.284977912902832,1.2538232803344729,1.2133581638336182,1.305717706680298,
80,,0.9868941307067872,1.270019292831421,1.1877753734588623,1.3248186111450195,
81,,1.379634141921997,1.048466682434082,1.350356101989746,1.546381950378418,
82,,1.0362563133239746,1.347541093826294,1.0581386089324951,1.7256250381469729,
83,,1.50736665725708,1.1606919765472412,1.3859200477600098,1.643261432647705,
84,,1.959254503250122,1.2241408824920654,1.2247402667999268,1.378371238708496,
85,,1.8358726501464844,1.2103891372680664,1.2864909172058103,1.806900978088379,
86,,1.333587408065796,1.1909124851226809,1.1411819458007812,0.5126149654388428,
87,,1.180034637451172,1.0800676345825195,1.1128740310668943,1.4285650253295898,
88,,1.3268859386444092,1.7415103912353516,1.1413357257843018,1.5374414920806885,
89,,1.7094886302947998,1.2368319034576416,1.3234503269195557,1.7207043170928955,
90,,1.3908576965332031,1.1868276596069336,1.3072617053985596,1.4623453617095947,
91,,1.364131212234497,1.1279773712158203,1.0982677936553955,1.4377644062042236,
92,,1.2570714950561523,1.3152568340301514,1.250678300857544,2.3405957221984863,
93,,1.3749511241912842,1.22357177734375,1.1570446491241455,1.771369695663452,
94,,1.2036902904510498,1.3313050270080566,1.0345821380615234,1.2278673648834229,
95,,1.754957675933838,1.3668689727783203,1.3140952587127686,1.4600043296813965,
96,,1.4159040451049805,1.2260842323303225,1.191798210144043,1.4501612186431885,
97,,1.3601272106170654,1.4585819244384766,1.082329511642456,1.6441631317138672,
98,,1.057508945465088,1.4157142639160156,1.207974910736084,1.3557970523834229,
99,,1.4001519680023191,1.661827564239502,1.1169319152832031,1.548309326171875,
100,,1.5614190101623535,1.3325836658477783,1.205063819885254,1.4722943305969238,
101,,1.7252264022827148,1.270592212677002,1.0336503982543943,1.39471173286438,
102,,1.2372047901153564,1.866240739822388,1.0783376693725586,1.4667198657989502,
103,,1.352001428604126,1.4588329792022705,1.097656011581421,1.071732997894287,
104,,1.5373125076293943,1.3919167518615725,1.1464412212371826,1.1437177658081057,
105,,1.239835500717163,1.2556602954864502,1.0859153270721436,1.613154649734497,
106,,1.9895660877227783,1.412377119064331,1.1936805248260498,1.3239338397979736,
107,,1.1604492664337158,1.260704755783081,1.07812237739563,1.4169108867645264,
108,,1.4056379795074463,1.5353598594665527,1.035527229309082,1.48370623588562,
109,,1.4689738750457764,1.3190767765045166,1.1539151668548584,1.3200504779815674,
110,,1.2106966972351074,2.005141019821167,1.4134514331817627,1.1344199180603027,
111,,1.4429099559783936,1.2547626495361328,1.36155366897583,1.3852784633636477,
112,,1.360423564910889,1.4613862037658691,1.4107439517974854,1.879676818847656,
113,,1.095451831817627,1.3031258583068848,1.3316352367401123,1.460402011871338,
114,,1.216331958770752,1.1024384498596191,1.250200271606445,1.551323652267456,
115,,1.4699673652648926,1.4588239192962646,1.3787360191345217,1.322195529937744,
116,,1.7281386852264404,1.4763264656066897,1.9296133518219,1.3486089706420898,
117,,2.0501675605773926,1.2848646640777588,1.3786613941192627,2.115154981613159,
118,,1.2255244255065918,1.5052762031555176,1.2380211353302002,1.3439090251922607,
119,,1.2634124755859375,1.313188552856445,1.411963701248169,1.1988840103149414,
120,,1.209843397140503,1.5846095085144043,1.5523414611816406,1.3937757015228271,
121,,1.18633770942688,1.3872294425964355,1.45833420753479,1.5684161186218262,
122,,1.371920824050903,1.7768967151641846,1.474513292312622,1.6334998607635498,
123,,1.3705053329467771,1.3025565147399902,1.4256672859191897,1.4100360870361328,
124,,1.4056475162506104,1.3332207202911377,0.8757507801055908,1.462680101394653,
125,,1.594010829925537,1.2072088718414309,1.4103600978851318,1.37624192237854,
126,,1.2712173461914062,1.2697901725769043,1.361081838607788,1.461842060089111,
127,,1.7227089405059814,1.2190163135528564,1.3953278064727783,1.4949746131896973,
128,,2.2122819423675537,1.5987422466278076,1.9630460739135744,1.5437390804290771,
129,,1.7570745944976809,2.038208246231079,1.3941991329193115,1.4482545852661133,
130,,1.770251989364624,1.959475994110108,1.4443650245666504,1.440559148788452,
131,,1.593285322189331,1.444441556930542,1.7874069213867188,1.340123176574707,
132,,1.678406000137329,1.46510910987854,1.1901628971099854,1.372730731964111,
133,,1.4780662059783936,1.5682353973388672,1.417271375656128,1.47471284866333,
134,,1.6420977115631104,1.536241054534912,1.7740931510925293,1.5589168071746826,
135,,1.7362141609191897,1.4892053604125977,1.6286988258361816,1.54980206489563,
136,,2.297504425048828,1.2985663414001465,1.927528619766236,1.4091072082519531,
137,,1.6518328189849854,1.678685188293457,2.165306568145752,1.514897346496582,
138,,1.9395766258239744,2.044456958770752,1.890043258666992,1.1391851902008057,
139,,1.2716469764709473,1.562941312789917,1.7853736877441406,1.443293571472168,
140,,1.175429344177246,1.5517191886901855,1.850524425506592,1.8816497325897217,
141,,1.30064058303833,1.471888303756714,1.575881004333496,1.366673231124878,
142,,1.5519063472747805,1.6941039562225342,1.692657709121704,1.5104174613952637,
143,,1.614696025848389,1.6162776947021484,1.6454944610595703,1.8601610660552976,
144,,1.4895639419555664,1.4573907852172852,1.675276279449463,1.835388660430908,
145,,1.5389397144317627,1.381831407546997,1.9608328342437744,1.3152921199798584,
146,,2.178984403610229,1.4715709686279297,1.2669382095336914,1.1720187664031982,
147,,1.325833082199097,1.5204458236694336,2.116339921951294,1.1094179153442385,
148,,1.2244672775268557,1.5993318557739258,2.024184226989746,1.0844154357910156,
149,,1.2420704364776611,1.770906925201416,1.6794486045837402,,
150,,1.1510202884674072,2.052443504333496,1.6221022605895996,,
151,,1.1477303504943848,1.788618087768555,1.6744499206542969,,
152,,1.3460235595703125,1.4455945491790771,1.344435691833496,,
153,,1.2734696865081787,1.6597251892089844,1.2051889896392822,,
154,,1.205808162689209,1.943495750427246,1.755404710769653,,
155,,1.130352020263672,1.8649749755859373,1.7849581241607666,,
156,,1.0629985332489014,1.9788753986358645,1.347439527511597,,
157,,1.3637351989746094,1.4310612678527832,1.5833556652069092,,
158,,1.3436801433563232,1.4722721576690674,1.442267894744873,,
159,,1.316922664642334,1.8916194438934328,1.966548204421997,,
160,,1.2907490730285645,1.6766119003295898,1.502683162689209,,
161,,1.3346655368804932,1.802577018737793,1.6942856311798096,,
162,,1.3964662551879885,1.6031413078308103,1.834527969360352,,
163,,1.1331734657287598,1.474226474761963,1.774306058883667,,
164,,1.3929338455200195,1.5822935104370115,1.6781082153320312,,
165,,1.126603126525879,1.5792107582092283,1.333251953125,,
166,,1.2815799713134766,1.929854393005371,1.7530851364135742,,
167,,1.23205828666687,1.6932759284973145,1.486753225326538,,
168,,1.4191279411315918,1.4416089057922363,1.8514769077301023,,
169,,1.547407627105713,1.5207185745239258,1.969278335571289,,
170,,1.2652153968811035,1.5409579277038574,1.472024917602539,,
171,,1.405029535293579,1.393085241317749,1.8352408409118648,,
172,,,1.4605650901794434,1.5686969757080078,,
173,,,1.4086689949035645,1.1749017238616943,,
174,,,1.488710880279541,1.221952199935913,,
175,,,1.4790444374084473,1.0271389484405518,,
176,,,1.806959867477417,1.1887638568878174,,
177,,,1.203887939453125,1.1280877590179443,,
178,,,1.88250994682312,1.7097663879394531,,
179,,,1.1446537971496582,1.50482177734375,,
180,,,1.2299647331237793,1.0974137783050537,,
181,,,1.3483214378356934,1.0981523990631104,,
182,,,1.1901874542236328,1.432485818862915,,
183,,,1.1990578174591064,1.8512523174285889,,
184,,,1.3204872608184814,1.1453135013580322,,
185,,,1.0807263851165771,1.288363695144653,,
186,,,1.463267803192139,1.6318047046661377,,
187,,,1.1412651538848877,1.190882444381714,,
188,,,1.1127912998199463,1.5190298557281494,,
189,,,1.0031421184539795,1.5834355354309082,,
190,,,1.1578736305236816,1.7133891582489014,,
191,,,1.0651068687438965,1.5532100200653076,,
192,,,1.1773817539215088,1.286015510559082,,
193,,,1.1609551906585691,1.475128412246704,,
194,,,1.739417552947998,1.137722730636597,,
195,,,1.1123719215393066,1.6154229640960691,,
196,,,1.4757988452911377,1.6593401432037354,,
197,,,1.677967548370361,1.2009379863739014,,
198,,,1.128330945968628,1.089817762374878,,
199,,,1.1383793354034424,1.4927527904510498,,
200,,,1.1756505966186523,1.241107702255249,,
201,,,1.0498995780944824,1.315968036651611,,
202,,,1.5224487781524658,1.332502841949463,,
203,,,0.9876065254211426,1.3152694702148438,,
204,,,1.154991626739502,1.1773650646209717,,
205,,,1.895930290222168,1.66412353515625,,
206,,,1.2421469688415527,1.048426866531372,,
207,,,1.3711774349212646,1.5053212642669678,,
208,,,1.4251532554626465,1.3680648803710938,,
209,,,1.2082626819610596,1.1908855438232422,,
210,,,1.1906590461730957,1.2405099868774414,,
211,,,1.1296119689941406,1.206033706665039,,
212,,,1.2081832885742188,1.1946308612823486,,
213,,,1.226065158843994,1.123133420944214,,
214,,,1.080651044845581,1.6148886680603027,,
215,,,1.4276793003082275,1.3337790966033936,,
216,,,1.159050703048706,1.0046544075012207,,
217,,,1.5032005310058594,1.0985281467437744,,
218,,,1.3648054599761963,1.2229502201080322,,
219,,,1.1237971782684326,0.9856531620025636,,
220,,,1.395259141921997,1.3180427551269531,,
221,,,1.333425998687744,1.3666930198669434,,
222,,,1.145152568817139,1.207735538482666,,
223,,,1.3764605522155762,1.3004846572875977,,
224,,,1.0333199501037598,1.3021245002746582,,
225,,,1.228180170059204,1.7104837894439695,,
226,,,1.1302142143249512,1.2998802661895752,,
227,,,1.0986878871917725,1.350426197052002,,
228,,,1.0831472873687744,1.1373569965362549,,
229,,,1.0683574676513672,1.3946759700775146,,
230,,,1.3006880283355713,1.325603723526001,,
231,,,1.253410577774048,1.1324007511138916,,
232,,,1.1449477672576904,1.204190969467163,,
233,,,1.7078847885131836,1.7286367416381836,,
234,,,1.0349555015563965,1.4336678981781006,,
235,,,1.255434513092041,1.382159948348999,,
236,,,1.285956621170044,1.1964375972747805,,
237,,,1.3533530235290527,1.388688087463379,,
238,,,1.2696945667266846,1.4933514595031738,,
239,,,1.5223767757415771,1.4597127437591553,,
240,,,1.1291711330413818,1.3164055347442627,,
241,,,1.0189507007598877,1.3656799793243408,,
242,,,1.3907747268676758,1.326110601425171,,
243,,,1.445594072341919,1.801696538925171,,
244,,,1.4902706146240234,1.45951509475708,,
245,,,1.269294500350952,1.3792600631713867,,
246,,,1.1427571773529053,1.2470135688781738,,
247,,,1.332441329956055,1.201279878616333,,
248,,,1.4106264114379885,1.2334792613983154,,
249,,,1.177412509918213,1.1806747913360596,,
250,,,1.335118055343628,1.3227808475494385,,
251,,,1.381755828857422,1.3967208862304688,,
252,,,1.3004682064056396,1.7177207469940186,,
253,,,0.9830880165100098,1.684727907180786,,
254,,,1.646127700805664,1.496013879776001,,
255,,,1.1588382720947266,1.4518377780914309,,
256,,,1.4856057167053225,1.3563964366912842,,
257,,,1.3648107051849363,1.4586992263793943,,
258,,,1.3495848178863523,1.4140570163726809,,
259,,,1.3299100399017334,1.5014472007751465,,
260,,,1.2062089443206787,2.2239718437194824,,
261,,,1.2762646675109863,1.986587285995484,,
262,,,1.1139249801635742,1.487037181854248,,
263,,,1.2100305557250977,1.583622694015503,,
264,,,1.444584608078003,1.6445059776306152,,
265,,,1.0522925853729248,2.003090143203736,,
266,,,1.0357892513275146,1.816321849822998,,
267,,,1.129260778427124,2.4003171920776367,,
268,,,1.5460968017578125,2.009360313415528,,
269,,,1.0843164920806885,1.6778273582458496,,
270,,,1.2390198707580566,1.3609964847564695,,
271,,,1.3334994316101074,1.5950160026550293,,
272,,,1.127826690673828,1.9855496883392327,,
273,,,1.1925442218780518,2.1633992195129395,,
274,,,1.1315438747406006,1.5853564739227295,,
275,,,1.251704216003418,1.4708373546600342,,
276,,,1.0962204933166504,1.5148026943206787,,
277,,,1.255814552307129,1.5175530910491943,,
278,,,1.0585174560546875,1.5605289936065674,,
279,,,1.4716904163360596,1.490729808807373,,
280,,,1.4293324947357178,1.4160254001617432,,
281,,,1.1914982795715332,1.9638664722442627,,
282,,,1.3036372661590576,1.2288382053375244,,
283,,,1.4730031490325928,1.230973243713379,,
284,,,1.4794645309448242,1.45320725440979,,
285,,,0.9569153785705566,1.6710398197174072,,
286,,,1.1306064128875732,1.50132417678833,,
287,,,1.2709271907806396,1.370898962020874,,
288,,,1.3140666484832764,2.081007480621338,,
289,,,1.2532682418823242,1.4864935874938965,,
290,,,1.2368698120117188,1.2687227725982666,,
291,,,1.2225158214569092,1.820489883422852,,
292,,,1.050985336303711,1.494337797164917,,
293,,,1.254223346710205,1.893102645874024,,
294,,,1.4730939865112305,1.911593198776245,,
295,,,1.4907822608947754,1.8386940956115725,,
296,,,1.433157205581665,1.604511260986328,,
297,,,1.31583833694458,1.8400115966796875,,
298,,,1.4200685024261477,1.613039493560791,,
299,,,1.2163827419281006,1.4197707176208496,,
300,,,1.5752017498016355,1.7639477252960205,,
301,,,1.053757667541504,1.4138822555541992,,
302,,,1.4775042533874512,1.720005989074707,,
303,,,1.2409400939941406,1.6259801387786863,,
304,,,1.399505376815796,2.0511257648468018,,
305,,,1.1898999214172363,1.71848464012146,,
306,,,1.5379116535186768,1.6778805255889893,,
307,,,1.305175542831421,1.41304612159729,,
308,,,1.292553186416626,1.7836148738861084,,
309,,,1.416079044342041,1.7541050910949707,,
310,,,1.227149486541748,1.3644611835479736,,
311,,,1.4694163799285889,1.2534019947052002,,
312,,,1.2656300067901611,1.345714092254639,,
313,,,1.863753080368042,1.2896747589111328,,
314,,,1.302462100982666,1.2852630615234375,,
315,,,2.114063739776612,1.5026323795318604,,
316,,,1.4571726322174072,1.3507120609283447,,
317,,,1.158463716506958,1.5832538604736328,,
318,,,1.2284214496612549,1.4738435745239258,,
319,,,1.402099609375,1.53753399848938,,
320,,,1.3393263816833496,1.2978003025054932,,
321,,,0.954272985458374,1.5498449802398682,,
322,,,1.1613829135894775,1.441319465637207,,
323,,,1.2543952465057373,1.2065150737762451,,
324,,,1.22074556350708,1.30070161819458,,
325,,,1.388247013092041,1.2707386016845703,,
326,,,1.3273138999938965,1.5839567184448242,,
327,,,1.2650234699249268,1.508112907409668,,
328,,,1.6623141765594482,1.6795880794525146,,
329,,,1.4588751792907717,1.2704989910125732,,
330,,,1.8283662796020508,1.241569757461548,,
331,,,1.5625555515289309,1.2069015502929688,,
332,,,1.5726850032806396,1.2562613487243652,,
333,,,1.708662509918213,1.2713837623596191,,
334,,,2.058743715286255,1.771090030670166,,
335,,,2.127347707748413,1.4426968097686768,,
336,,,1.4340786933898926,1.4313290119171145,,
337,,,1.3288447856903076,1.2892532348632812,,
338,,,1.6113004684448242,1.3054497241973877,,
339,,,1.589940071105957,1.362213373184204,,
340,,,1.4548957347869873,1.3211145401000977,,
341,,,1.5786421298980713,1.3223726749420166,,
342,,,1.7582154273986816,1.3139116764068604,,
343,,,1.5102717876434326,1.3718698024749756,,
344,,,1.3981006145477295,1.222269058227539,,
345,,,1.4963583946228027,1.3967783451080322,,
346,,,1.6431689262390137,1.3520638942718506,,
347,,,1.7007739543914795,1.3331081867218018,,
348,,,1.3665738105773926,1.1439812183380127,,
349,,,1.4114234447479248,1.2353730201721191,,
350,,,1.7770142555236816,1.2076482772827148,,
351,,,1.490583896636963,1.286752700805664,,
352,,,1.4350271224975586,1.1937859058380127,,
353,,,1.2005345821380615,1.4561388492584229,,
354,,,1.8138892650604248,1.2714719772338867,,
355,,,1.5795950889587402,1.2531864643096924,,
356,,,1.1978681087493896,1.3223645687103271,,
357,,,1.3574931621551514,1.224137306213379,,
358,,,1.5336496829986572,1.4372026920318604,,
359,,,1.543365240097046,1.5628061294555664,,
360,,,1.3495376110076904,1.4661459922790527,,
361,,,1.3255271911621094,1.646864414215088,,
362,,,1.2859458923339844,1.608961820602417,,
363,,,1.222808837890625,1.4850871562957764,,
364,,,1.310460090637207,1.5871806144714355,,
365,,,1.861905574798584,1.3623507022857666,,
366,,,1.2834739685058594,1.582850217819214,,
367,,,1.2573363780975342,1.4558846950531006,,
368,,,2.202566385269165,1.3756330013275146,,
369,,,2.339632272720337,1.448500633239746,,
370,,,2.010926961898804,1.079376220703125,,
371,,,1.532679319381714,1.3640861511230469,,
372,,,1.8037371635437007,1.2267534732818604,,
373,,,1.975289821624756,1.214277267456055,,
374,,,2.066863775253296,1.204437255859375,,
375,,,1.6626157760620115,1.181997776031494,,
376,,,1.7386474609375,1.1272423267364502,,
377,,,1.5807936191558838,1.235278844833374,,
378,,,2.1771864891052246,1.2097816467285156,,
379,,,1.784617900848389,1.7440309524536133,,
380,,,1.6481420993804932,1.2775237560272217,,
381,,,1.4330558776855469,1.253075122833252,,
382,,,1.642136573791504,1.3200173377990725,,
383,,,1.5501198768615725,1.205883264541626,,
384,,,1.6970431804656982,1.302042007446289,,
385,,,1.4672420024871826,1.3068647384643557,,
386,,,1.3357048034667969,1.4182510375976562,,
387,,,1.699986457824707,1.2517096996307373,,
388,,,1.674422025680542,1.1824181079864502,,
389,,,1.5603299140930176,1.1499476432800293,,
390,,,1.631659984588623,1.0227694511413574,,
391,,,1.4714958667755127,1.297607183456421,,
392,,,1.3653340339660645,1.1540467739105225,,
393,,,1.3019282817840576,1.3705599308013916,,
394,,,1.2868340015411377,1.0021467208862305,,
395,,,1.3807954788208008,1.216710329055786,,
396,,,1.3019771575927734,1.2092812061309814,,
397,,,2.337923049926758,1.2614996433258057,,
398,,,1.490715503692627,1.4496378898620603,,
399,,,1.3829023838043213,1.5558080673217771,,
400,,,1.319443702697754,1.1660382747650146,,
401,,,1.4732518196105957,1.426051139831543,,
402,,,1.4394898414611816,1.288177728652954,,
403,,,1.2567222118377686,1.4811112880706787,,
404,,,1.6152806282043457,1.3680500984191897,,
405,,,1.3825945854187012,1.3034989833831787,,
406,,,1.33613920211792,1.3332555294036863,,
407,,,1.2868103981018066,1.198185920715332,,
408,,,1.3011162281036377,1.2394347190856934,,
409,,,1.374621868133545,1.1504530906677246,,
410,,,1.0977609157562256,1.3624153137207031,,
411,,,1.3021044731140137,1.294236183166504,,
412,,,1.2765471935272217,1.442406415939331,,
413,,,1.2657973766326904,1.2079110145568848,,
414,,,1.1293752193450928,1.312495470046997,,
415,,,1.28389310836792,1.0815448760986328,,
416,,,1.3360118865966797,1.1306424140930176,,
417,,,1.3296966552734375,1.2268478870391846,,
418,,,1.3787603378295898,1.5024845600128174,,
419,,,1.3032748699188232,1.1856777667999268,,
420,,,1.1287684440612793,1.2614073753356934,,
421,,,1.1450319290161133,1.4759178161621094,,
422,,,1.1934425830841064,1.4364187717437744,,
423,,,1.5675373077392578,1.339860916137695,,
424,,,1.4145164489746094,1.539168119430542,,
425,,,1.5350096225738523,1.2241783142089844,,
426,,,1.2635166645050049,1.2094240188598633,,
427,,,1.4249317646026611,1.215001106262207,,
428,,,1.3934905529022217,1.3287324905395508,,
429,,,1.4256367683410645,1.2788643836975098,,
430,,,1.4250857830047607,1.3896920680999756,,
431,,,1.301189661026001,1.2750754356384275,,
432,,,1.4364678859710691,1.5868163108825684,,
433,,,1.3955793380737305,1.375335693359375,,
434,,,1.4602913856506348,1.287224292755127,,
435,,,1.3959319591522217,1.4954686164855957,,
436,,,1.2496142387390137,1.505546808242798,,
437,,,1.2715542316436768,1.3573131561279297,,
438,,,1.504967212677002,1.8134357929229736,,
439,,,1.3660430908203125,1.1781315803527832,,
440,,,1.2554616928100586,1.397890329360962,,
441,,,1.2239441871643066,1.203864336013794,,
442,,,1.2851028442382812,1.2048158645629885,,
443,,,1.3340775966644287,1.5977492332458496,,
444,,,1.323591709136963,1.3473567962646484,,
445,,,1.6318883895874023,1.1645867824554443,,
446,,,1.1914117336273191,1.1667699813842771,,
447,,,1.4264838695526123,1.445910930633545,,
448,,,1.0947890281677246,1.150575876235962,,
449,,,1.4886879920959473,1.1096959114074707,,
450,,,1.351649045944214,2.055250644683838,,
451,,,1.2617387771606443,1.273630142211914,,
452,,,1.252495288848877,1.4494552612304688,,
453,,,1.12306809425354,1.4240641593933103,,
454,,,1.2381739616394043,1.4728641510009766,,
455,,,1.4623124599456787,1.2830586433410645,,
456,,,1.2595775127410889,1.428398370742798,,
457,,,1.1595158576965332,1.2532320022583008,,
458,,,1.1799912452697754,1.3579747676849363,,
459,,,1.2998032569885254,1.223632574081421,,
460,,,1.303278923034668,1.477790594100952,,
