frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
900.0,1081.0,2.1161177756107405,2,pictures\transformed\roomDark_figureBright\P.JPG,contrast,0.9517190860697756,gamma,0.730390139419312,equalization,31.55521761730805,2,3_P_contrast0.952_gamma0.73_equalization31.555.jpg,3,P,0.952,0.73,0.0,0.0,31.555
1200.0,1368.0,1.5663495360374462,3,pictures\transformed\roomDark_figureBright\I.JPG,contrast,1.113585106880379,sharpness,0.0640287417325723,equalization,8.21684961402135,1,4_I_contrast1.114_sharpness0.064_equalization8.217.jpg,4,I,1.114,0.0,0.064,0.0,8.217
1800.0,1933.0,1.454163223865665,5,pictures\transformed\roomDark_figureBright\3.JPG,brightness,9.244599859462928,contrast,1.099998944908368,gamma,0.9758676890054144,0,6_3_brightness9.245_contrast1.1_gamma0.976.jpg,6,3,1.1,0.976,0.0,9.245,0.0
5100.0,5271.0,1.7881265942747933,16,pictures\transformed\roomDark_figureBright\S.JPG,brightness,21.98649622243609,gamma,0.8505468195326991,sharpness,0.0926673320411798,1,17_S_brightness21.986_gamma0.851_sharpness0.093.jpg,17,S,0.0,0.851,0.093,21.986,0.0
5700.0,5859.0,2.0083063722269263,18,pictures\transformed\roomDark_figureBright\9.JPG,gamma,0.938454940080344,sharpness,0.4865023411358288,equalization,20.1933926351159,0,19_9_gamma0.938_sharpness0.487_equalization20.193.jpg,19,9,0.0,0.938,0.487,0.0,20.193
6000.0,6743.0,1.9635742112804853,19,pictures\transformed\roomDark_figureBright\0.JPG,contrast,1.160298619613987,gamma,0.824791138774356,sharpness,0.8114191036034561,2,20_0_contrast1.16_gamma0.825_sharpness0.811.jpg,20,0,1.16,0.825,0.811,0.0,0.0
6600.0,7350.0,2.097357399489656,21,pictures\transformed\roomDark_figureBright\8.JPG,gamma,0.9197633381295768,sharpness,0.8350311424844974,equalization,27.30093979333694,0,22_8_gamma0.92_sharpness0.835_equalization27.301.jpg,22,8,0.0,0.92,0.835,0.0,27.301
7200.0,8248.0,1.810176192244264,23,pictures\transformed\roomDark_figureBright\B.JPG,contrast,1.078764359106435,sharpness,0.806689120460144,equalization,4.029973647038814,2,24_B_contrast1.079_sharpness0.807_equalization4.03.jpg,24,B,1.079,0.0,0.807,0.0,4.03
8100.0,11256.0,1.8613722683659544,26,pictures\transformed\roomDark_figureBright\C.JPG,contrast,1.183183488820248,sharpness,0.6002059133580742,equalization,25.78414855219409,1,27_C_contrast1.183_sharpness0.6_equalization25.784.jpg,27,C,1.183,0.0,0.6,0.0,25.784
11100.0,13350.0,1.6761357657835605,36,pictures\transformed\roomDark_figureBright\B.JPG,brightness,25.04815002319635,gamma,0.6785188269831166,sharpness,0.5081572106451575,2,37_B_brightness25.048_gamma0.679_sharpness0.508.jpg,37,B,0.0,0.679,0.508,25.048,0.0
,,,43,pictures\transformed\roomDark_figureBright\0.JPG,gamma,0.8170065828056863,sharpness,0.5028829805965704,equalization,17.317103399312,0,44_0_gamma0.817_sharpness0.503_equalization17.317.jpg,44,0,0.0,0.817,0.503,0.0,17.317
