,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization,day,time,button,timeFromStart,timeFromDisplay,num,timeFromDisplay_std
0,3000.0,3267,3.169269056917365,9.0,pictures\transformed\roomDark_figureBright\S.JPG,brightness,23.99664791356519,gamma,1.095389610208169,sharpness,0.4185425704693322,1.0,10_S_brightness23.997_gamma1.095_sharpness0.419.jpg,10.0,S,0.0,1.095,0.419,23.997,0.0,2023-11-01,16:39:28.219108,f,26.739543676376343,1.4695756435394287,110,0.4290505980609007
1,3600.0,3845,3.632249258268891,11.0,pictures\transformed\roomDark_figureBright\B.JPG,contrast,0.8259123059967061,gamma,0.5170041600647183,sharpness,0.6790936729424888,2.0,12_B_contrast0.826_gamma0.517_sharpness0.679.jpg,12.0,B,0.826,0.517,0.679,0.0,0.0,2023-11-01,16:39:33.040998,f,31.575448751449585,1.3375208377838137,110,-0.3513276585932601
2,7200.0,7440,2.6525595045101222,23.0,pictures\transformed\roomDark_figureBright\S.JPG,brightness,16.63241207992569,gamma,1.017025321273729,sharpness,0.3409316341840563,2.0,24_S_brightness16.632_gamma1.017_sharpness0.341.jpg,24.0,S,0.0,1.017,0.341,16.632,0.0,2023-11-01,16:40:03.023271,f,61.54225373268128,1.313915729522705,110,-0.49082211415307536
3,7500.0,7718,3.5035351451620387,24.0,pictures\transformed\roomDark_figureBright\S.JPG,contrast,0.9458432636591544,gamma,0.6378129472057472,equalization,29.31508158512345,1.0,25_S_contrast0.946_gamma0.638_equalization29.315.jpg,25.0,S,0.946,0.638,0.0,0.0,29.315,2023-11-01,16:40:05.428434,f,63.962883949279785,1.1869351863861084,110,-1.2412140011800443
4,9600.0,9846,2.878167998030701,31.0,pictures\transformed\roomDark_figureBright\0.JPG,brightness,20.62172959907387,contrast,1.142520270634825,gamma,1.087966140447181,2.0,32_0_brightness20.622_contrast1.143_gamma1.088.jpg,32.0,0,1.143,1.088,0.0,20.622,0.0,2023-11-01,16:40:23.093465,f,81.62791562080383,1.3600642681121826,110,-0.21810719184845906
5,10800.0,10944,2.3996354714326915,35.0,pictures\transformed\roomDark_figureBright\I.JPG,contrast,0.8325726023481397,gamma,0.8945866998919263,sharpness,0.5646263836566279,2.0,36_I_contrast0.833_gamma0.895_sharpness0.565.jpg,36.0,I,0.833,0.895,0.565,0.0,0.0,2023-11-01,16:40:33.016630,f,91.5355508327484,1.272681713104248,110,-0.7344946534700802
6,12300.0,12550,2.329804516785654,40.0,pictures\transformed\roomDark_figureBright\3.JPG,contrast,1.039710201775966,sharpness,0.5490628926038894,equalization,20.65677950003711,0.0,41_3_contrast1.04_sharpness0.549_equalization20.657.jpg,41.0,3,1.04,0.0,0.549,0.0,20.657,2023-11-01,16:40:45.653953,t,104.1884036064148,1.3963758945465088,110,-0.0035235303834032336
7,2100.0,2360,3.172917331420288,6.0,pictures\transformed\roomDark_figureBright\8.JPG,contrast,1.133368379568073,gamma,0.7111644912129218,equalization,24.27870143827779,0.0,7_8_contrast1.133_gamma0.711_equalization24.279.jpg,7.0,8,1.133,0.711,0.0,0.0,24.279,2023-11-01,16:41:52.643872,t,19.18896007537841,1.4326379299163818,110,0.21076707254279736
8,2400.0,2634,1.899769419357144,7.0,pictures\transformed\roomDark_figureBright\9.JPG,contrast,1.030301695551364,gamma,1.050539334021314,equalization,9.852215291580473,0.0,8_9_contrast1.03_gamma1.051_equalization9.852.jpg,8.0,9,1.03,1.051,0.0,0.0,9.852,2023-11-01,16:41:55.105377,t,21.6696355342865,1.365043878555298,110,-0.1886801695285988
9,4200.0,4438,2.848465682140194,13.0,pictures\transformed\roomDark_figureBright\T.JPG,contrast,0.8496176496479086,gamma,0.7128229616111496,equalization,14.56476863601412,1.0,14_T_contrast0.85_gamma0.713_equalization14.565.jpg,14.0,T,0.85,0.713,0.0,0.0,14.565,2023-11-01,16:42:10.090619,f,36.65487718582153,1.314359188079834,110,-0.48820149452677364
