frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
300.0,217,2.352500904165122,0.0,pictures\transformed\roomBright_figureDark\Q.JPG,gamma,0.6856643552745086,contrast,1.007628043622168,sharpness,0.391777112999348,2.0,1_Q_gamma0.69_contrast1.0_sharpness0.39.jpg,1.0,Q,1.0,0.69,0.39,0.0,0.0
2700.0,2891,2.217282592468285,8.0,pictures\transformed\roomBright_figureDark\8.JPG,gamma,0.587488367500597,sharpness,0.1810211354691512,equalization,15.33291732253765,0.0,9_8_gamma0.59_sharpness0.18_equalization15.0.jpg,9.0,8,0.0,0.59,0.18,0.0,15.0
4200.0,4403,2.464079886961713,13.0,pictures\transformed\roomBright_figureDark\P.JPG,gamma,1.045855824905108,contrast,0.8497797775745329,None,None,1.0,14_P_gamma1.0_contrast0.85.jpg,14.0,P,0.85,1.0,0.0,0.0,0.0
6300.0,6499,1.9588202884837496,20.0,pictures\transformed\roomBright_figureDark\T.JPG,brightness,20.74664500907094,gamma,0.9234870619869208,None,None,1.0,21_T_brightness21.0_gamma0.92.jpg,21.0,T,0.0,0.92,0.0,21.0,0.0
7500.0,7681,1.480056209326153,24.0,pictures\transformed\roomBright_figureDark\3.JPG,brightness,25.31790708860574,sharpness,0.8582666563237314,gamma,0.7796448453954276,2.0,25_3_brightness25.0_sharpness0.86_gamma0.78.jpg,25.0,3,0.0,0.78,0.86,25.0,0.0
8700.0,8876,2.0491770660138218,28.0,pictures\transformed\roomBright_figureDark\B.JPG,gamma,0.5290318942134041,equalization,20.23118697760133,None,None,2.0,29_B_gamma0.53_equalization20.0.jpg,29.0,B,0.0,0.53,0.0,0.0,20.0
9300.0,9465,1.9976478619418203,30.0,pictures\transformed\roomBright_figureDark\B.JPG,brightness,1.856944652844736,contrast,1.050543446850732,None,None,1.0,31_B_brightness1.9_contrast1.1.jpg,31.0,B,1.1,0.0,0.0,1.9,0.0
9900.0,10079,2.098534980240426,32.0,pictures\transformed\roomBright_figureDark\8.JPG,gamma,0.8318143590821114,brightness,5.863487305913289,None,None,0.0,33_8_gamma0.83_brightness5.9.jpg,33.0,8,0.0,0.83,0.0,5.9,0.0
11700.0,11851,1.8338780811165785,38.0,pictures\transformed\roomBright_figureDark\9.JPG,contrast,1.029515659066297,gamma,0.6048867192209719,equalization,21.47655043669952,0.0,39_9_contrast1.0_gamma0.6_equalization21.0.jpg,39.0,9,1.0,0.6,0.0,0.0,21.0
12300.0,12474,1.996083014011835,40.0,pictures\transformed\roomBright_figureDark\9.JPG,brightness,6.556313053023494,gamma,0.92192645606986,None,None,0.0,41_9_brightness6.6_gamma0.92.jpg,41.0,9,0.0,0.92,0.0,6.6,0.0
