,フレーム数,両眼.注視Z座標[mm]
0,206,2.323115179252983
1,2890,1.7100607739041067
2,4417,1.6185950931932775
3,6221,1.9341875868827798
4,6518,1.8787538863380158
5,7689,1.9556476941202205
6,8901,1.764041103067373
7,9517,1.5310483370277372
8,10085,1.958932495154297
9,11890,1.8726361968989456
10,12511,1.6906388887513237
11,14031,2.0620685213260073
