trial_id,folder_name,file_name,trial,front,status,back,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,Is_Alphabet_Trial,Back_Image_Source,Back_Image_Path,Back_Image_Name_Used
S20_0_11,S20,0,11,9,match,9,F:\pictures\original_data\roomBright_figureDark\T.JPG,brightness,14.47860614594052,contrast,0.9070685447512842,sharpness,0.3263253455743922,S20_0_11_9_match_9_T_brightness14.479_contrast0.907_sharpness0.326.jpg,Match,2026-02-12T02:14:41.462,1770830081.46205,28.99940037727356,1740,3480,,,9,9,None,0,Omission,無反応(不正解),0,normal_image_name,F:\experiment_images\Bright\S20\0\S20_0_11_9_match_9_T_brightness14.479_contrast0.907_sharpness0.326.jpg,S20_0_11_9_match_9_T_brightness14.479_contrast0.907_sharpness0.326.jpg
S20_0_12,S20,0,12,Q,filler,6,F:\pictures\original_data\roomBright_figureDark\9.JPG,contrast,0.8665891984432145,gamma,0.7178141034848559,sharpness,0.9338232521543683,S20_0_12_Q_filler_6_9_contrast0.867_gamma0.718_sharpness0.934.jpg,Ignore,2026-02-12T02:14:44.534,1770830084.5340438,32.071394205093384,1924,3849,,,Q,6,None,1,Correct Rejection,正解(スルー成功),1,normal_image_name,F:\experiment_images\Bright\S20\0\S20_0_12_Q_filler_6_9_contrast0.867_gamma0.718_sharpness0.934.jpg,S20_0_12_Q_filler_6_9_contrast0.867_gamma0.718_sharpness0.934.jpg
S20_0_13,S20,0,13,G,filler,9,F:\pictures\original_data\roomBright_figureDark\1.JPG,contrast,0.8966049402852223,gamma,1.083616197716316,sharpness,0.7306389286280762,S20_0_13_G_filler_9_1_contrast0.897_gamma1.084_sharpness0.731.jpg,Ignore,2026-02-12T02:14:47.158,1770830087.1580257,34.69537615776062,2082,4163,2026-02-12T02:14:48.227,1.0699057579040527,G,9,f,0,False Alarm,お手つき(スルー失敗),1,normal_image_name,F:\experiment_images\Bright\S20\0\S20_0_13_G_filler_9_1_contrast0.897_gamma1.084_sharpness0.731.jpg,S20_0_13_G_filler_9_1_contrast0.897_gamma1.084_sharpness0.731.jpg
S20_0_14,S20,0,14,2,unmatch,8,F:\pictures\original_data\roomBright_figureDark\I.JPG,gamma,0.9896237384819564,sharpness,0.7285777126907276,equalization,7.418584585339635,S20_0_14_2_unmatch_8_I_gamma0.990_sharpness0.729_equalization7.419.jpg,Mismatch,2026-02-12T02:14:49.794,1770830089.794213,37.3315634727478,2240,4480,2026-02-12T02:14:50.699,0.9054388999938965,2,8,t,0,False Alarm,お手つき(誤反応),0,normal_image_name,F:\experiment_images\Bright\S20\0\S20_0_14_2_unmatch_8_I_gamma0.990_sharpness0.729_equalization7.419.jpg,S20_0_14_2_unmatch_8_I_gamma0.990_sharpness0.729_equalization7.419.jpg
S20_0_15,S20,0,15,U,filler,7,F:\pictures\original_data\roomBright_figureDark\T.JPG,brightness,16.82885490439413,contrast,1.039057370763489,gamma,0.8539850336746333,S20_0_15_U_filler_7_T_brightness16.829_contrast1.039_gamma0.854.jpg,Ignore,2026-02-12T02:14:52.433,1770830092.4334972,39.970847606658936,2398,4797,,,U,7,None,1,Correct Rejection,正解(スルー成功),1,normal_image_name,F:\experiment_images\Bright\S20\0\S20_0_15_U_filler_7_T_brightness16.829_contrast1.039_gamma0.854.jpg,S20_0_15_U_filler_7_T_brightness16.829_contrast1.039_gamma0.854.jpg
S20_0_16,S20,0,16,6,unmatch,5,F:\pictures\original_data\roomBright_figureDark\E.JPG,contrast,1.062963705398655,sharpness,0.3257015635721298,equalization,8.578460649506127,S20_0_16_6_unmatch_5_E_contrast1.063_sharpness0.326_equalization8.578.jpg,Mismatch,2026-02-12T02:14:55.071,1770830095.071349,42.608699321746826,2557,5113,,,6,5,None,0,Omission,無反応(不正解),0,normal_image_name,F:\experiment_images\Bright\S20\0\S20_0_16_6_unmatch_5_E_contrast1.063_sharpness0.326_equalization8.578.jpg,S20_0_16_6_unmatch_5_E_contrast1.063_sharpness0.326_equalization8.578.jpg
S20_0_17,S20,0,17,S,filler,1,F:\pictures\original_data\roomBright_figureDark\Q.JPG,brightness,6.840588890149569,gamma,0.5530850384397314,sharpness,0.06968257051245991,S20_0_17_S_filler_1_Q_brightness6.841_gamma0.553_sharpness0.070.jpg,Ignore,2026-02-12T02:14:57.707,1770830097.707909,45.245259523391724,2715,5429,,,S,1,None,1,Correct Rejection,正解(スルー成功),1,normal_image_name,F:\experiment_images\Bright\S20\0\S20_0_17_S_filler_1_Q_brightness6.841_gamma0.553_sharpness0.070.jpg,S20_0_17_S_filler_1_Q_brightness6.841_gamma0.553_sharpness0.070.jpg
S20_0_18,S20,0,18,C,filler,6,F:\pictures\original_data\roomBright_figureDark\P.JPG,brightness,15.37935209970687,contrast,1.077790011529796,gamma,1.043106029182402,S20_0_18_C_filler_6_P_brightness15.379_contrast1.078_gamma1.043.jpg,Ignore,2026-02-12T02:15:00.347,1770830100.3476849,47.885035276412964,2873,5746,,,C,6,None,1,Correct Rejection,正解(スルー成功),1,normal_image_name,F:\experiment_images\Bright\S20\0\S20_0_18_C_filler_6_P_brightness15.379_contrast1.078_gamma1.043.jpg,S20_0_18_C_filler_6_P_brightness15.379_contrast1.078_gamma1.043.jpg
S20_0_19,S20,0,19,2,unmatch,1,F:\pictures\original_data\roomBright_figureDark\3.JPG,brightness,3.682002439670977,contrast,1.141986617428318,gamma,0.8579827078720768,S20_0_19_2_unmatch_1_3_brightness3.682_contrast1.142_gamma0.858.jpg,Mismatch,2026-02-12T02:15:02.989,1770830102.98982,50.52717041969299,3032,6063,,,2,1,None,0,Omission,無反応(不正解),0,normal_image_name,F:\experiment_images\Bright\S20\0\S20_0_19_2_unmatch_1_3_brightness3.682_contrast1.142_gamma0.858.jpg,S20_0_19_2_unmatch_1_3_brightness3.682_contrast1.142_gamma0.858.jpg
S20_0_20,S20,0,20,C,filler,4,F:\pictures\original_data\roomBright_figureDark\0.JPG,contrast,1.075476144041986,gamma,0.9795354987013687,equalization,21.60478845014551,S20_0_20_C_filler_4_0_contrast1.075_gamma0.980_equalization21.605.jpg,Ignore,2026-02-12T02:15:05.632,1770830105.6326995,53.17004990577698,3190,6380,,,C,4,None,1,Correct Rejection,正解(スルー成功),1,normal_image_name,F:\experiment_images\Bright\S20\0\S20_0_20_C_filler_4_0_contrast1.075_gamma0.980_equalization21.605.jpg,S20_0_20_C_filler_4_0_contrast1.075_gamma0.980_equalization21.605.jpg
S20_0_21,S20,0,21,S,filler,1,F:\pictures\original_data\roomBright_figureDark\T.JPG,contrast,0.8256915033953288,sharpness,0.6012440602519022,equalization,19.19289534394493,S20_0_21_S_filler_1_T_contrast0.826_sharpness0.601_equalization19.193.jpg,Ignore,2026-02-12T02:15:08.264,1770830108.264227,55.80157732963562,3348,6696,,,S,1,None,1,Correct Rejection,正解(スルー成功),1,normal_image_name,F:\experiment_images\Bright\S20\0\S20_0_21_S_filler_1_T_contrast0.826_sharpness0.601_equalization19.193.jpg,S20_0_21_S_filler_1_T_contrast0.826_sharpness0.601_equalization19.193.jpg
S20_0_22,S20,0,22,Q,filler,6,F:\pictures\original_data\roomBright_figureDark\2.JPG,contrast,1.056755171055772,gamma,0.502816325284093,sharpness,0.5176103663895417,S20_0_22_Q_filler_6_2_contrast1.057_gamma0.503_sharpness0.518.jpg,Ignore,2026-02-12T02:15:10.912,1770830110.9126184,58.44996881484985,3507,7014,,,Q,6,None,1,Correct Rejection,正解(スルー成功),1,normal_image_name,F:\experiment_images\Bright\S20\0\S20_0_22_Q_filler_6_2_contrast1.057_gamma0.503_sharpness0.518.jpg,S20_0_22_Q_filler_6_2_contrast1.057_gamma0.503_sharpness0.518.jpg
S20_0_23,S20,0,23,P,filler,7,F:\pictures\original_data\roomBright_figureDark\P.JPG,contrast,1.09016650603344,sharpness,0.2475301840402326,equalization,29.71816285464743,S20_0_23_P_filler_7_P_contrast1.090_sharpness0.248_equalization29.718.jpg,Ignore,2026-02-12T02:15:13.553,1770830113.553593,61.090943336486816,3665,7331,,,P,7,None,1,Correct Rejection,正解(スルー成功),1,normal_image_name,F:\experiment_images\Bright\S20\0\S20_0_23_P_filler_7_P_contrast1.090_sharpness0.248_equalization29.718.jpg,S20_0_23_P_filler_7_P_contrast1.090_sharpness0.248_equalization29.718.jpg
