frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
600,729,1.9961388497158423,1,pictures\transformed\roomBright_figureDark\7.JPG,gamma,0.8849859617460046,sharpness,0.5105836716880764,contrast,0.987872505090052,0,2_7_gamma0.88_sharpness0.51_contrast0.99.jpg,2,7,0.99,0.88,0.51,0.0,0.0
1800,1925,1.970191184753592,5,pictures\transformed\roomBright_figureDark\8.JPG,contrast,1.074189132963664,sharpness,0.883678763162915,gamma,0.5250103976879079,0,6_8_contrast1.1_sharpness0.88_gamma0.53.jpg,6,8,1.1,0.53,0.88,0.0,0.0
3300,3431,1.82118104490726,10,pictures\transformed\roomBright_figureDark\P.JPG,gamma,1.072101664811323,sharpness,0.9116601659412286,brightness,1.988472725196752,1,11_P_gamma1.1_sharpness0.91_brightness2.0.jpg,11,P,0.0,1.1,0.91,2.0,0.0
6000,6149,2.152214059272212,19,pictures\transformed\roomBright_figureDark\2.JPG,sharpness,0.0902169228063823,brightness,28.17649253522722,gamma,0.5640093729309079,2,20_2_sharpness0.09_brightness28.0_gamma0.56.jpg,20,2,0.0,0.56,0.09,28.0,0.0
6900,7024,2.05900498598535,22,pictures\transformed\roomBright_figureDark\P.JPG,contrast,1.158420500597556,gamma,0.6376358105251223,sharpness,0.7639603709056796,1,23_P_contrast1.2_gamma0.64_sharpness0.76.jpg,23,P,1.2,0.64,0.76,0.0,0.0
11700,11891,1.8627849071520493,38,pictures\transformed\roomBright_figureDark\7.JPG,brightness,12.78276958663751,sharpness,0.5387303653874659,gamma,0.6113299346096861,2,39_7_brightness13.0_sharpness0.54_gamma0.61.jpg,39,7,0.0,0.61,0.54,13.0,0.0
12000,12150,1.788663432668358,39,pictures\transformed\roomBright_figureDark\C.JPG,contrast,1.098915782703955,brightness,20.21899939025022,sharpness,0.5818121815993114,1,40_C_contrast1.1_brightness20.0_sharpness0.58.jpg,40,C,1.1,0.0,0.58,20.0,0.0
12300,12424,1.8822629203411452,40,pictures\transformed\roomBright_figureDark\7.JPG,gamma,0.9743777273656412,contrast,1.096894833394671,equalization,25.20065312493097,0,41_7_gamma0.97_contrast1.1_equalization25.0.jpg,41,7,1.1,0.97,0.0,0.0,25.0
13800,13921,1.832698436032052,45,pictures\transformed\roomBright_figureDark\8.JPG,contrast,1.044024380138457,gamma,0.6374149843068735,equalization,29.744916509113,0,46_8_contrast1.0_gamma0.64_equalization30.0.jpg,46,8,1.0,0.64,0.0,0.0,30.0
14100,14214,1.944352384023524,46,pictures\transformed\roomBright_figureDark\0.JPG,gamma,0.9144390307951916,sharpness,0.1162979290481645,brightness,24.25132811022724,2,47_0_gamma0.91_sharpness0.12_brightness24.0.jpg,47,0,0.0,0.91,0.12,24.0,0.0
