trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S01_8_1,S01,8,1,3,unmatch,8,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\8_day_sun_busy.jpg,,,,,,,M_8_21_3_unmatch_8_day_sun_busy_ORIG.jpg,Mismatch,2026-01-08T11:42:22.300,1767840142.300012,0.0,0,0,2026-01-08T11:42:23.721,1.4212651252746582,3,8,b,1,Correct Rejection,正解(不一致)
S01_8_2,S01,8,2,P,filler,0,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\0_day_sun_empty.jpg,brightness,40.55,,,,,M_8_24_P_filler_0_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,Ignore,2026-01-08T11:42:27.388,1767840147.388404,5.0883917808532715,305,611,,,P,0,None,1,Correct Rejection,正解(スルー成功)
S01_8_3,S01,8,3,8,match,8,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\8_day_sun_empty.jpg,brightness,18.052,contrast,1.163,gamma,1.019,M_8_46_8_match_8_day_sun_empty_MODEL_brightness18.052_contrast1.163_gamma1.019.jpg,Match,2026-01-08T11:42:32.484,1767840152.4849465,10.184934377670288,611,1222,2026-01-08T11:42:33.748,1.263472080230713,8,8,t,1,Hit,正解(一致)
S01_8_4,S01,8,4,A,filler,0,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\0_day_rain_empty.jpg,,,,,,,M_8_14_A_filler_0_day_rain_empty_ORIG.jpg,Ignore,2026-01-08T11:42:37.573,1767840157.5735667,15.273554563522339,916,1833,,,A,0,None,1,Correct Rejection,正解(スルー成功)
S01_8_5,S01,8,5,1,unmatch,4,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\4_day_rain_empty.jpg,brightness,35.62,,,,,M_8_48_1_unmatch_4_day_rain_empty_BRIGHTONLY_brightness35.620.jpg,Mismatch,2026-01-08T11:42:42.672,1767840162.6721299,20.37211775779724,1222,2445,2026-01-08T11:42:44.013,1.3416945934295654,1,4,b,1,Correct Rejection,正解(不一致)
S01_8_6,S01,8,6,U,filler,0,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\0_day_sun_busy.jpg,brightness,25.454,contrast,1.16,gamma,1.064,M_8_25_U_filler_0_day_sun_busy_MODEL_brightness25.454_contrast1.160_gamma1.064.jpg,Ignore,2026-01-08T11:42:47.769,1767840167.7691483,25.469136238098145,1528,3056,,,U,0,None,1,Correct Rejection,正解(スルー成功)
S01_8_7,S01,8,7,A,filler,0,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\0_day_sun_busy.jpg,brightness,45.47,,,,,M_8_37_A_filler_0_day_sun_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-08T11:42:52.857,1767840172.8572745,30.557262420654297,1833,3667,,,A,0,None,1,Correct Rejection,正解(スルー成功)
S01_8_8,S01,8,8,6,match,6,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\6_day_rain_empty.jpg,brightness,35.62,,,,,M_8_26_6_match_6_day_rain_empty_BRIGHTONLY_brightness35.620.jpg,Match,2026-01-08T11:42:57.955,1767840177.9550376,35.655025482177734,2139,4279,2026-01-08T11:42:59.347,1.3919644355773926,6,6,t,1,Hit,正解(一致)
S01_8_9,S01,8,9,R,filler,3,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\3_day_sun_busy.jpg,,,,,,,M_8_27_R_filler_3_day_sun_busy_ORIG.jpg,Ignore,2026-01-08T11:43:03.043,1767840183.043105,40.74309277534485,2445,4889,,,R,3,None,1,Correct Rejection,正解(スルー成功)
S01_8_10,S01,8,10,A,filler,2,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\2_day_sun_empty.jpg,,,,,,,M_8_34_A_filler_2_day_sun_empty_ORIG.jpg,Ignore,2026-01-08T11:43:08.141,1767840188.14122,45.84120798110962,2750,5501,,,A,2,None,1,Correct Rejection,正解(スルー成功)
S01_8_11,S01,8,11,I,filler,3,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\3_day_sun_busy.jpg,brightness,45.47,,,,,M_8_44_I_filler_3_day_sun_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-08T11:43:13.237,1767840193.2379105,50.93789839744568,3056,6113,,,I,3,None,1,Correct Rejection,正解(スルー成功)
S01_8_12,S01,8,12,C,filler,6,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\6_day_rain_busy.jpg,brightness,23.168,contrast,1.169,gamma,1.078,M_8_32_C_filler_6_day_rain_busy_MODEL_brightness23.168_contrast1.169_gamma1.078.jpg,Ignore,2026-01-08T11:43:18.324,1767840198.3246732,56.02466106414795,3361,6723,,,C,6,None,1,Correct Rejection,正解(スルー成功)
S01_8_13,S01,8,13,2,unmatch,4,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\4_day_sun_empty.jpg,brightness,18.052,contrast,1.163,gamma,1.019,M_8_12_2_unmatch_4_day_sun_empty_MODEL_brightness18.052_contrast1.163_gamma1.019.jpg,Mismatch,2026-01-08T11:43:23.456,1767840203.456617,61.15660500526428,3669,7339,2026-01-08T11:43:24.781,1.3250999450683594,2,4,b,1,Correct Rejection,正解(不一致)
S01_8_14,S01,8,14,B,filler,3,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\3_day_sun_empty.jpg,,,,,,,M_8_4_B_filler_3_day_sun_empty_ORIG.jpg,Ignore,2026-01-08T11:43:28.562,1767840208.562501,66.2624888420105,3976,7951,,,B,3,None,1,Correct Rejection,正解(スルー成功)
S01_8_15,S01,8,15,F,filler,8,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\8_day_rain_empty.jpg,,,,,,,M_8_47_F_filler_8_day_rain_empty_ORIG.jpg,Ignore,2026-01-08T11:43:33.659,1767840213.659339,71.35932683944702,4282,8563,,,F,8,None,1,Correct Rejection,正解(スルー成功)
S01_8_16,S01,8,16,L,filler,6,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\6_day_sun_busy.jpg,brightness,25.454,contrast,1.16,gamma,1.064,M_8_13_L_filler_6_day_sun_busy_MODEL_brightness25.454_contrast1.160_gamma1.064.jpg,Ignore,2026-01-08T11:43:38.788,1767840218.78824,76.48822784423828,4589,9179,,,L,6,None,1,Correct Rejection,正解(スルー成功)
S01_8_17,S01,8,17,4,match,4,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\4_day_rain_busy.jpg,,,,,,,M_8_28_4_match_4_day_rain_busy_ORIG.jpg,Match,2026-01-08T11:43:43.875,1767840223.875734,81.57572197914124,4895,9789,2026-01-08T11:43:45.430,1.5544548034667969,4,4,t,1,Hit,正解(一致)
S01_8_18,S01,8,18,F,filler,1,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\1_day_rain_empty.jpg,brightness,22.602,contrast,1.158,gamma,1.045,M_8_15_F_filler_1_day_rain_empty_MODEL_brightness22.602_contrast1.158_gamma1.045.jpg,Ignore,2026-01-08T11:43:48.972,1767840228.9728549,86.67284274101257,5200,10401,,,F,1,None,1,Correct Rejection,正解(スルー成功)
S01_8_19,S01,8,19,0,match,0,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\0_day_rain_busy.jpg,brightness,23.168,contrast,1.169,gamma,1.078,M_8_23_0_match_0_day_rain_busy_MODEL_brightness23.168_contrast1.169_gamma1.078.jpg,Match,2026-01-08T11:43:54.070,1767840234.0707016,91.77068948745728,5506,11012,2026-01-08T11:43:55.780,1.7098455429077148,0,0,t,1,Hit,正解(一致)
S01_8_20,S01,8,20,J,filler,8,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\8_day_sun_empty.jpg,brightness,40.55,,,,,M_8_17_J_filler_8_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,Ignore,2026-01-08T11:43:59.158,1767840239.158863,96.85885095596313,5812,11623,,,J,8,None,1,Correct Rejection,正解(スルー成功)
S01_8_21,S01,8,21,Q,filler,2,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\2_day_rain_empty.jpg,brightness,35.62,,,,,M_8_19_Q_filler_2_day_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-08T11:44:04.257,1767840244.257543,101.9575309753418,6117,12235,,,Q,2,None,1,Correct Rejection,正解(スルー成功)
