,フレーム数,両眼.注視Z座標[mm]
0,135,5.430044023461484
1,773,5.473032467611779
2,6274,4.252941432086638
3,9658,5.242594308677714
4,10120,4.927730093758136
5,10386,4.2354417003273825
6,10775,3.628654755368153
7,11318,5.596161041841817
8,12207,5.6396559422275905
9,12501,5.23514602493875
10,13402,5.443762122605071
