frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
300.0,199,5.133399899943917,0.0,pictures\transformed\roomBright_figureDark\E.JPG,sharpness,0.2841490071758711,contrast,0.8412288375929591,equalization,16.20008005851166,2.0,1_E_sharpness0.28_contrast0.84_equalization16.0.jpg,1.0,E,0.84,0.0,0.28,0.0,16.0
600.0,763,5.365083822073718,1.0,pictures\transformed\roomBright_figureDark\9.JPG,contrast,0.9702302492005715,gamma,0.9551158646573348,None,None,0.0,2_9_contrast0.97_gamma0.96.jpg,2.0,9,0.97,0.96,0.0,0.0,0.0
3000.0,1984,4.882694893123408,9.0,pictures\transformed\roomBright_figureDark\E.JPG,gamma,0.6986625631200891,brightness,10.47071982302556,None,None,1.0,10_E_gamma0.7_brightness10.0.jpg,10.0,E,0.0,0.7,0.0,10.0,0.0
4800.0,3181,5.904984672509391,15.0,pictures\transformed\roomBright_figureDark\Q.JPG,gamma,1.016708276161687,contrast,0.9851730076253392,None,None,2.0,16_Q_gamma1.0_contrast0.99.jpg,16.0,Q,0.99,1.0,0.0,0.0,0.0
5100.0,4988,5.495933041090592,16.0,pictures\transformed\roomBright_figureDark\7.JPG,sharpness,0.8693060153651502,equalization,22.83232105207913,None,None,0.0,17_7_sharpness0.87_equalization23.0.jpg,17.0,7,0.0,0.0,0.87,0.0,23.0
5400.0,5289,5.276133224070561,17.0,pictures\transformed\roomBright_figureDark\2.JPG,gamma,0.8686948500423781,sharpness,0.7918080267803688,equalization,29.22225435202029,0.0,18_2_gamma0.87_sharpness0.79_equalization29.0.jpg,18.0,2,0.0,0.87,0.79,0.0,29.0
8400.0,5568,5.66221455412186,27.0,pictures\transformed\roomBright_figureDark\8.JPG,brightness,16.35086866298099,gamma,1.045345762094326,None,None,0.0,28_8_brightness16.0_gamma1.0.jpg,28.0,8,0.0,1.0,0.0,16.0,0.0
9600.0,8577,5.493927409628069,31.0,pictures\transformed\roomBright_figureDark\S.JPG,gamma,0.7090275361066628,contrast,0.8684256268128913,equalization,8.18168333339926,2.0,32_S_gamma0.71_contrast0.87_equalization8.2.jpg,32.0,S,0.87,0.71,0.0,0.0,8.2
13500.0,9782,5.777299764019518,44.0,pictures\transformed\roomBright_figureDark\B.JPG,gamma,0.766268052146984,contrast,1.080904781097878,brightness,0.09441384214586845,2.0,45_B_gamma0.77_contrast1.1_brightness0.094.jpg,45.0,B,1.1,0.77,0.0,0.094,0.0
,13633,5.7136941983230605,,,,,,,,,,,,,,,,,
