特徴量,Pearson相関係数,Spearman相関係数,Spearman p値,サンプル数
center_sa_saturation_mean,0.14747014308863288,0.14156095513243974,8.386296939907284e-08,1421
parafovea_sa_saturation_std,0.13816456520527817,0.13861749650646507,1.5535857906858404e-07,1421
center_sa_saturation_std,0.12734698989649273,0.12836136991804523,1.206503024055215e-06,1421
parafovea_sa_saturation_mean,0.12019509349472665,0.12410013961902504,2.703756209253779e-06,1421
periphery_sa_saturation_std,0.11757560085858795,0.11468376448673419,1.4666550122271272e-05,1421
periphery_sa_saturation_mean,0.09932368505510603,0.09259403233803992,0.0004742794740225849,1421
