condition,metric,zcol,image_key,F,p,df1,df2,eta_sq,n_total,n_original,n_brightonly,n_model
dark,RT,z_RT,sun_empty,0.04639085611072343,0.9546746202785152,2.0,350.0,0.00026502035194120023,353,115,142,96
dark,RT,z_RT,sun_busy,0.18860325818467166,0.8281990961793322,2.0,350.0,0.001076572646148204,353,115,80,158
dark,RT,z_RT,rain_empty,0.034828404429987116,0.9657744707838798,2.0,350.0,0.00019897985302395768,353,87,117,149
dark,RT,z_RT,rain_busy,1.1511830836856205,0.31748475816294186,2.0,342.0,0.006687047181813505,345,119,103,123
dark,RT,z_RT,ALL,0.20050610619771148,0.8183399712430166,2.0,1401.0,0.00028615093674175626,1404,436,442,526
