condition,metric,zcol,image_key,F,p,df1,df2,eta_sq,n_total,n_original,n_brightonly,n_model
dark,diopter,z_diopter,sun_empty,0.36038883850810777,0.6977425537733779,2.0,268.0,0.0026822551022926125,271,84,109,78
dark,diopter,z_diopter,sun_busy,1.1358049321732067,0.3226763356863618,2.0,273.0,0.008252248989519335,276,88,61,127
dark,diopter,z_diopter,rain_empty,1.652567999341355,0.19348181057854472,2.0,271.0,0.012049121817021256,274,66,91,117
dark,diopter,z_diopter,rain_busy,1.5601368871343204,0.21192168929009053,2.0,281.0,0.010982228521811415,284,102,84,98
dark,diopter,z_diopter,ALL,2.973439230037452,0.051537530861280385,2.0,1102.0,0.005367476163063356,1105,340,345,420
