trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,emr_frame_rel,emr_left_pupil_mm_raw,emr_right_pupil_mm_raw,emr_both_pupil_mm_raw,emr_both_Z_mm_raw,emr_diopter_raw,emr_left_pupil_mm,emr_right_pupil_mm,emr_both_pupil_mm,emr_both_Z_mm,emr_diopter_clipped0,emr_diopter_peak,emr_diopter_peak_frame_rel
S02_4_1,S02,4,1,9,unmatch,2,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\2_day_rain_busy.jpg,brightness,36.09,,,,,M_4_40_9_unmatch_2_day_rain_busy_BRIGHTONLY_brightness36.090.jpg,Mismatch,2026-01-08T14:33:46.189,1767850426.18908,0.0,0,0,2026-01-08T14:33:48.044,1.855796813964844,9,2,b,1,Correct Rejection,正解(不一致),0,6.739,6.249,6.494,10391.011,0.09623702640676639,6.6935,6.114333333333334,6.403916666666667,,0.0,9.156671603842465,163.0
S02_4_2,S02,4,2,R,filler,7,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\7_day_sun_empty.jpg,brightness,40.55,,,,,M_4_33_R_filler_7_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,Ignore,2026-01-08T14:33:50.022,1767850430.0229807,3.833900690078736,230,460,,,R,7,None,1,Correct Rejection,正解(スルー成功),460,5.923,5.328,5.625500000000001,10491.091,0.0953189711155875,5.9159999999999995,5.3312,5.6236,,0.0,,
S02_4_3,S02,4,3,G,filler,5,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\5_day_rain_empty.jpg,,,,,,,M_4_23_G_filler_5_day_rain_empty_ORIG.jpg,Ignore,2026-01-08T14:33:53.877,1767850433.877426,7.688346147537231,461,923,,,G,5,None,1,Correct Rejection,正解(スルー成功),923,5.989,5.449,5.718999999999999,13180.099,0.07587196423941883,5.9887999999999995,5.447,5.7179,,0.0,,
S02_4_4,S02,4,4,7,unmatch,4,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\4_day_rain_empty.jpg,brightness,22.602,contrast,1.158,gamma,1.045,M_4_17_7_unmatch_4_day_rain_empty_MODEL_brightness22.602_contrast1.158_gamma1.045.jpg,Mismatch,2026-01-08T14:33:57.724,1767850437.7249205,11.535840272903442,692,1384,2026-01-08T14:33:59.495,1.7700941562652588,7,4,b,1,Correct Rejection,正解(不一致),1384,6.303,5.789,6.045999999999999,10239.102,0.09766481474644943,6.2692,5.823,6.0461,,0.0,1.6931805798278396,1547.0
S02_4_5,S02,4,5,F,filler,4,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\4_day_sun_busy.jpg,,,,,,,M_4_18_F_filler_4_day_sun_busy_ORIG.jpg,Ignore,2026-01-08T14:34:01.579,1767850441.579259,15.3901789188385,923,1847,,,F,4,None,1,Correct Rejection,正解(スルー成功),1847,5.874,5.457,5.6655,10453.306,0.09566351544669217,5.8671999999999995,5.462,5.6646,,0.0,,
S02_4_6,S02,4,6,2,unmatch,1,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\1_day_sun_empty.jpg,,,,,,,M_4_38_2_unmatch_1_day_sun_empty_ORIG.jpg,Mismatch,2026-01-08T14:34:05.417,1767850445.4177036,19.228623628616333,1154,2307,2026-01-08T14:34:07.418,2.000720739364624,2,1,b,1,Correct Rejection,正解(不一致),2307,5.573,5.057,5.315,11064.17,0.09038183614315398,5.6498,5.0804,5.3651,,0.0,1.7874283428671034,2503.0
S02_4_7,S02,4,7,T,filler,3,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\3_day_sun_busy.jpg,brightness,45.47,,,,,M_4_3_T_filler_3_day_sun_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-08T14:34:09.257,1767850449.2570565,23.067976474761963,1384,2768,,,T,3,None,1,Correct Rejection,正解(スルー成功),2768,5.148,4.504,4.826,9537.238,0.10485215950362149,5.170399999999999,4.4726,4.8214999999999995,,0.0,,
S02_4_8,S02,4,8,I,filler,8,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\8_day_rain_busy.jpg,,,,,,,M_4_31_I_filler_8_day_rain_busy_ORIG.jpg,Ignore,2026-01-08T14:34:13.104,1767850453.1042013,26.91512131690979,1615,3230,,,I,8,None,1,Correct Rejection,正解(スルー成功),3230,4.962,4.472,4.7170000000000005,9399.53,0.10638829813831116,4.941000000000001,4.4266000000000005,4.683800000000001,,0.0,,
S02_4_9,S02,4,9,8,match,8,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\8_day_sun_busy.jpg,brightness,25.454,contrast,1.16,gamma,1.064,M_4_47_8_match_8_day_sun_busy_MODEL_brightness25.454_contrast1.160_gamma1.064.jpg,Match,2026-01-08T14:34:16.966,1767850456.966281,30.77720093727112,1847,3693,2026-01-08T14:34:19.032,2.0664641857147217,8,8,t,1,Hit,正解(一致),3693,5.306,4.635,4.9704999999999995,9856.355,0.10145738460110254,5.3042,4.6777999999999995,4.991,,0.0,2.232498064279898,3898.0
S02_4_10,S02,4,10,T,filler,0,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\0_day_rain_busy.jpg,,,,,,,M_4_28_T_filler_0_day_rain_busy_ORIG.jpg,Ignore,2026-01-08T14:34:20.828,1767850460.8280225,34.63894248008728,2078,4157,,,T,0,None,1,Correct Rejection,正解(スルー成功),4157,4.389,3.983,4.186,8707.416,0.11484463358589966,4.3932,3.9604,4.1768,,0.0,,
