trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,emr_frame_rel,emr_left_pupil_mm_raw,emr_right_pupil_mm_raw,emr_both_pupil_mm_raw,emr_both_Z_mm_raw,emr_diopter_raw,emr_left_pupil_mm,emr_right_pupil_mm,emr_both_pupil_mm,emr_both_Z_mm,emr_diopter_clipped0,emr_diopter_peak,emr_diopter_peak_frame_rel
S02_3_1,S02,3,1,Q,filler,4,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\4_day_sun_empty.jpg,,,,,,,M_3_10_Q_filler_4_day_sun_empty_ORIG.jpg,Ignore,2026-01-06T16:24:54.712,0.0,0,0,,,Q,4,None,1,Correct Rejection,正解(スルー成功),0,,3.206,,,,5.966,5.539,5.7524999999999995,,0.0,,
S02_3_2,S02,3,2,0,unmatch,4,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\4_day_rain_empty.jpg,,,,,,,M_3_35_0_unmatch_4_day_rain_empty_BRIGHTONLY.jpg,Mismatch,2026-01-06T16:24:57.218,2.5053906440734863,150,301,,,0,4,None,0,Omission,無反応(不正解),150,5.325,5.048,5.1865000000000006,19863.701,0.050343085611286635,5.3427999999999995,5.167199999999999,5.254999999999999,,0.0,,
S02_3_3,S02,3,3,D,filler,6,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\6_day_sun_empty.jpg,,,,,,,M_3_46_D_filler_6_day_sun_empty_BRIGHTONLY.jpg,Ignore,2026-01-06T16:24:59.716,5.0039379596710205,300,600,2026-01-06 16:25:01.013645,1.2970633506774902,D,6,b,0,False Alarm,お手つき(スルー失敗),300,5.144,5.053,5.0985,19817.189,0.05046124351945173,5.1285,5.044199999999999,5.0863499999999995,,0.0,,
S02_3_4,S02,3,4,F,filler,1,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\1_day_rain_empty.jpg,,,,,,,M_3_42_F_filler_1_day_rain_empty_ORIG.jpg,Ignore,2026-01-06T16:25:02.216,7.504054307937622,450,900,,,F,1,None,1,Correct Rejection,正解(スルー成功),450,4.537,4.307,4.422000000000001,7889.619,0.12674883286505978,4.4708,4.1614,4.3161000000000005,,0.0,,
S02_3_5,S02,3,5,7,match,7,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\7_day_sun_busy.jpg,,,,,,,M_3_41_7_match_7_day_sun_busy_BRIGHTONLY.jpg,Match,2026-01-06T16:25:04.732,10.019731283187866,601,1202,,,7,7,None,0,Omission,無反応(不正解),601,4.953,5.288,5.1205,19833.076,0.05042082226680319,4.9214,5.1308,5.0261,,0.0,,
S02_3_6,S02,3,6,F,filler,7,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\7_day_rain_empty.jpg,,,,,,,M_3_27_F_filler_7_day_rain_empty_BRIGHTONLY.jpg,Ignore,2026-01-06T16:25:07.226,12.513816118240356,751,1502,2026-01-06 16:25:08.224260,0.9977996349334716,F,7,t,0,False Alarm,お手つき(スルー失敗),751,5.249,5.37,5.3095,19832.365,0.050422629877979755,5.2354,5.243,5.2392,,0.0,,
S02_3_7,S02,3,7,A,filler,2,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\2_day_rain_busy.jpg,,,,,,,M_3_48_A_filler_2_day_rain_busy_MODEL.jpg,Ignore,2026-01-06T16:25:09.733,15.021272897720335,901,1803,,,A,2,None,1,Correct Rejection,正解(スルー成功),901,4.807,4.569,4.688000000000001,19831.99,0.05042358331160917,4.8194,4.534699999999999,4.6770499999999995,,0.0,,
S02_3_8,S02,3,8,1,unmatch,2,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\2_day_sun_busy.jpg,,,,,,,M_3_33_1_unmatch_2_day_sun_busy_ORIG.jpg,Mismatch,2026-01-06T16:25:12.248,17.5355064868927,1052,2104,,,1,2,None,0,Omission,無反応(不正解),1052,5.184,5.419,5.3015,19811.763,0.05047506372855359,5.1788,5.1404,5.159599999999999,,0.0,,
S02_3_9,S02,3,9,D,filler,5,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\5_day_sun_busy.jpg,,,,,,,M_3_20_D_filler_5_day_sun_busy_BRIGHTONLY.jpg,Ignore,2026-01-06T16:25:14.730,20.018044233322144,1201,2402,2026-01-06 16:25:15.767251,1.0365629196166992,D,5,b,0,False Alarm,お手つき(スルー失敗),1201,4.649,4.807,4.728,19840.056,0.050403083539683556,4.675800000000001,4.586,4.6309000000000005,,0.0,,
S02_3_10,S02,3,10,I,filler,8,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\8_day_rain_busy.jpg,,,,,,,M_3_32_I_filler_8_day_rain_busy_MODEL.jpg,Ignore,2026-01-06T16:25:17.229,22.516451120376587,1351,2702,,,I,8,None,1,Correct Rejection,正解(スルー成功),1351,4.484,4.41,4.447,13514.192,0.07399628479453305,4.5536,4.2458,4.3997,,0.0,,
