Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,frame,times,figure,contrast,gamma,sharpness,brightness,equalization
0,pictures\transformed\roomDark_figureBright\P.JPG,contrast,1.118978744946068,sharpness,0.4302237608193493,equalization,28.24455982965706,1,1_P_contrast1.119_sharpness0.43_equalization28.245.jpg,300,1,P,1.119,0,0.43,0,28.245
5,pictures\transformed\roomDark_figureBright\3.JPG,brightness,24.13801713673284,contrast,0.9916556083049951,gamma,0.957415320744382,0,6_3_brightness24.138_contrast0.992_gamma0.957.jpg,1800,6,3,0.992,0.957,0,24.138,0
8,pictures\transformed\roomDark_figureBright\8.JPG,brightness,22.75693386265304,gamma,0.5358322529550968,sharpness,0.5372215327368233,0,9_8_brightness22.757_gamma0.536_sharpness0.537.jpg,2700,9,8,0,0.536,0.537,22.757,0
17,pictures\transformed\roomDark_figureBright\0.JPG,contrast,1.023088020297291,gamma,1.091701672550964,sharpness,0.5515505256467753,0,18_0_contrast1.023_gamma1.092_sharpness0.552.jpg,5400,18,0,1.023,1.092,0.552,0,0
23,pictures\transformed\roomDark_figureBright\B.JPG,gamma,0.8850620826136673,sharpness,0.3547683854295114,equalization,17.93061300128464,1,24_B_gamma0.885_sharpness0.355_equalization17.931.jpg,7200,24,B,0,0.885,0.355,0,17.931
26,pictures\transformed\roomDark_figureBright\0.JPG,brightness,20.33844550313122,contrast,1.095905679849361,sharpness,0.7623794840296227,0,27_0_brightness20.338_contrast1.096_sharpness0.762.jpg,8100,27,0,1.096,0,0.762,20.338,0
27,pictures\transformed\roomDark_figureBright\2.JPG,brightness,22.9598330763153,contrast,1.049972811215378,sharpness,0.7051445770117966,0,28_2_brightness22.96_contrast1.05_sharpness0.705.jpg,8400,28,2,1.05,0,0.705,22.96,0
30,pictures\transformed\roomDark_figureBright\S.JPG,contrast,1.010797207323302,sharpness,0.06559426469231434,equalization,15.87089878443805,2,31_S_contrast1.011_sharpness0.066_equalization15.871.jpg,9300,31,S,1.011,0,0.066,0,15.871
32,pictures\transformed\roomDark_figureBright\3.JPG,brightness,9.732950139140987,contrast,1.104299578171738,sharpness,0.8452066356680995,0,33_3_brightness9.733_contrast1.104_sharpness0.845.jpg,9900,33,3,1.104,0,0.845,9.733,0
47,pictures\transformed\roomDark_figureBright\0.JPG,brightness,10.84466835614045,contrast,0.916061370901159,sharpness,0.08295658201548722,2,48_0_brightness10.845_contrast0.916_sharpness0.083.jpg,14400,48,0,0.916,0,0.083,10.845,0
