,フレーム数,両眼.注視Z座標[mm]
0,3737,3.4943531253494355
2,6102,3.737940469560082
3,6420,3.351094132234174
4,6722,3.6611797785718467
5,9715,3.9779146180406384
6,10021,3.4635633139373785
8,13322,3.9242001499044457
9,13687,3.6059165879374877
