,フレーム数,両眼.注視Z座標[mm]
0,5569,2.8845541319180015
1,7382,2.784459595922675
2,10364,2.9242782098465896
3,11264,2.831191163014339
4,12166,3.030210215391149
5,12772,2.6948809226154338
6,13046,2.924550957186594
7,13993,2.9298657468202762
8,14258,2.8422987328961504
