,フレーム数,両眼.注視Z座標[mm]
0,824,1.9331859773175262
1,1421,2.0823853531357113
2,3572,2.42046286007164
3,4154,2.302455478436812
4,6244,2.619113648801382
5,6541,2.4129336268302146
6,6831,2.3163039002356585
7,7153,2.1747847834509773
8,7444,2.2696020532525454
9,8983,2.4495229409646866
10,9569,2.490423455473097
11,12225,2.1861213094350416
12,13133,2.2175843825071833
