,フレーム数,両眼.注視Z座標[mm]
0,1099,5.312924468384864
1,4987,3.4004851189118566
2,8275,3.4816601594645102
3,8551,3.1309654758718133
4,8847,3.5550206137807177
5,9131,3.577972840892543
6,10991,3.956558412726302
7,12460,4.258676696620673
8,13660,4.391260367848474
