,image_name
339,24_S_contrast0.85_sharpness0.878_equalization28.722.jpg
571,23_2_contrast0.843_sharpness0.769_equalization30.484.jpg
779,1_3_contrast0.907_sharpness0.691_equalization27.846.jpg
919,34_9_contrast0.865_sharpness0.785_equalization22.053.jpg
945,42_P_contrast0.805_sharpness0.925_equalization30.182.jpg
