trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S01_6_1,S01,6,1,P,filler,7,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\7_night_rain_busy.jpg,,,,,,,M_6_2_P_filler_7_night_rain_busy_ORIG.jpg,Ignore,2026-01-05T18:53:56.492,0.0,0,0,,,P,7,None,1,Correct Rejection,正解(スルー成功)
S01_6_2,S01,6,2,3,unmatch,0,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\0_night_sun_empty.jpg,,,,,,,M_6_13_3_unmatch_0_night_sun_empty_ORIG.jpg,Mismatch,2026-01-05T18:53:58.983,2.4907453060150146,149,299,,,3,0,None,0,Omission,無反応(不正解)
S01_6_3,S01,6,3,C,filler,4,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\4_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_6_4_C_filler_4_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Ignore,2026-01-05T18:54:01.497,5.0055248737335205,300,601,2026-01-05 18:54:02.409245,0.9113764762878418,C,4,b,0,False Alarm,お手つき(スルー失敗)
S01_6_4,S01,6,4,Q,filler,7,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\7_night_rain_empty.jpg,brightness,35.62,,,,,M_6_23_Q_filler_7_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-05T18:54:03.991,7.498984336853027,450,900,,,Q,7,None,1,Correct Rejection,正解(スルー成功)
S01_6_5,S01,6,5,0,unmatch,5,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\5_night_sun_empty.jpg,gamma,0.82,sharpness,0.261,equalization,21.021,M_6_15_0_unmatch_5_night_sun_empty_MODEL_gamma0.820_sharpness0.261_equalization21.021.jpg,Mismatch,2026-01-05T18:54:06.503,10.011641025543213,601,1201,,,0,5,None,0,Omission,無反応(不正解)
S01_6_6,S01,6,6,A,filler,7,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\7_night_sun_busy.jpg,,,,,,,M_6_35_A_filler_7_night_sun_busy_ORIG.jpg,Ignore,2026-01-05T18:54:08.996,12.50432014465332,750,1501,2026-01-05 18:54:09.965845,0.9691815376281738,A,7,b,0,False Alarm,お手つき(スルー失敗)
S01_6_7,S01,6,7,L,filler,0,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\0_night_sun_empty.jpg,brightness,46.88,,,,,M_6_43_L_filler_0_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-05T18:54:11.495,15.002958536148071,900,1800,,,L,0,None,1,Correct Rejection,正解(スルー成功)
S01_6_8,S01,6,8,4,match,4,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\4_night_rain_busy.jpg,,,,,,,M_6_38_4_match_4_night_rain_busy_ORIG.jpg,Match,2026-01-05T18:54:13.986,17.494143962860107,1050,2099,,,4,4,None,0,Omission,無反応(不正解)
S01_6_9,S01,6,9,J,filler,3,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\3_night_sun_empty.jpg,brightness,46.88,,,,,M_6_39_J_filler_3_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-05T18:54:16.495,20.00363540649414,1200,2400,2026-01-05 18:54:17.332278,0.8362991809844971,J,3,t,0,False Alarm,お手つき(スルー失敗)
S01_6_10,S01,6,10,C,filler,2,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\2_night_rain_busy.jpg,brightness,45.47,,,,,M_6_40_C_filler_2_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-05T18:54:18.995,22.50324058532715,1350,2700,,,C,2,None,1,Correct Rejection,正解(スルー成功)
S01_6_11,S01,6,11,2,match,2,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\2_night_sun_empty.jpg,,,,,,,M_6_32_2_match_2_night_sun_empty_ORIG.jpg,Match,2026-01-05T18:54:21.520,25.02855110168457,1502,3003,,,2,2,None,0,Omission,無反応(不正解)
S01_6_12,S01,6,12,G,filler,7,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\7_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_6_41_G_filler_7_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Ignore,2026-01-05T18:54:23.998,27.505789518356323,1650,3301,2026-01-05 18:54:24.804361,0.8062283992767334,G,7,t,0,False Alarm,お手つき(スルー失敗)
S01_6_13,S01,6,13,I,filler,2,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\2_night_rain_empty.jpg,brightness,35.62,,,,,M_6_46_I_filler_2_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-05T18:54:26.492,29.999924182891846,1800,3600,,,I,2,None,1,Correct Rejection,正解(スルー成功)
S01_6_14,S01,6,14,A,filler,5,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\5_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_6_33_A_filler_5_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-05T18:54:28.993,32.50085163116455,1950,3900,,,A,5,None,1,Correct Rejection,正解(スルー成功)
S01_6_15,S01,6,15,0,unmatch,6,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\6_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_6_30_0_unmatch_6_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Mismatch,2026-01-05T18:54:31.484,34.99208307266235,2100,4199,,,0,6,None,0,Omission,無反応(不正解)
S01_6_16,S01,6,16,E,filler,5,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\5_night_sun_busy.jpg,brightness,43.12,,,,,M_6_36_E_filler_5_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Ignore,2026-01-05T18:54:33.994,37.502052545547485,2250,4500,2026-01-05 18:54:34.930526,0.9361305236816406,E,5,b,0,False Alarm,お手つき(スルー失敗)
S01_6_17,S01,6,17,3,unmatch,7,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\7_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_6_45_3_unmatch_7_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Mismatch,2026-01-05T18:54:36.491,39.99939775466919,2400,4800,,,3,7,None,0,Omission,無反応(不正解)
S01_6_18,S01,6,18,A,filler,3,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\3_night_sun_empty.jpg,,,,,,,M_6_29_A_filler_3_night_sun_empty_ORIG.jpg,Ignore,2026-01-05T18:54:38.985,42.493324756622314,2550,5099,2026-01-05 18:54:40.101492,1.11582350730896,A,3,b,0,False Alarm,お手つき(スルー失敗)
S01_6_19,S01,6,19,J,filler,6,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\6_night_rain_empty.jpg,,,,,,,M_6_18_J_filler_6_night_rain_empty_ORIG.jpg,Ignore,2026-01-05T18:54:41.529,45.03675413131714,2702,5404,,,J,6,None,1,Correct Rejection,正解(スルー成功)
S01_6_20,S01,6,20,7,match,7,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\7_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_6_11_7_match_7_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Match,2026-01-05T18:54:44.007,47.515146255493164,2851,5702,,,7,7,None,0,Omission,無反応(不正解)
S01_6_21,S01,6,21,G,filler,7,original,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\7_night_rain_busy.jpg,,,,,,,M_6_21_G_filler_7_night_rain_busy_ORIG.jpg,Ignore,2026-01-05T18:54:46.488,49.99658393859863,3000,6000,2026-01-05 18:54:47.495891,1.0069639682769775,G,7,t,0,False Alarm,お手つき(スルー失敗)
S01_6_22,S01,6,22,U,filler,0,model,F:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\0_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_6_26_U_filler_0_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Ignore,2026-01-05T18:54:49.013,52.521010637283325,3151,6303,,,U,0,None,1,Correct Rejection,正解(スルー成功)
S01_6_23,S01,6,23,7,match,7,brightonly,F:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\7_night_sun_empty.jpg,brightness,46.88,,,,,M_6_8_7_match_7_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Match,2026-01-05T18:54:51.490,54.99846839904785,3300,6600,,,7,7,None,0,Omission,無反応(不正解)
