,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,300,181,3.221895043862511,0,pictures\transformed\roomBright_figureDark\3.JPG,sharpness,0.6579755037875248,gamma,1.043669223838731,equalization,11.39513669198154,2,1_3_sharpness0.66_gamma1.0_equalization11.0.jpg,1,3,0.0,1.0,0.66,0.0,11.0
1,900,1023,2.734843191069111,2,pictures\transformed\roomBright_figureDark\8.JPG,sharpness,0.2599546762992674,contrast,1.091184151853323,equalization,28.45649095858969,0,3_8_sharpness0.26_contrast1.1_equalization28.0.jpg,3,8,1.1,0.0,0.26,0.0,28.0
2,1200,1382,3.098047239966446,3,pictures\transformed\roomBright_figureDark\3.JPG,sharpness,0.0070142699678775,equalization,8.140976897911049,None,None,0,4_3_sharpness0.007_equalization8.1.jpg,4,3,0.0,0.0,0.007,0.0,8.1
3,3600,3749,3.7637489326903273,11,pictures\transformed\roomBright_figureDark\P.JPG,sharpness,0.5482960939051102,gamma,0.6947630229958328,equalization,7.639788030276905,1,12_P_sharpness0.55_gamma0.69_equalization7.6.jpg,12,P,0.0,0.69,0.55,0.0,7.6
4,5400,5613,3.392629128712362,17,pictures\transformed\roomBright_figureDark\3.JPG,gamma,0.8914879473517838,brightness,17.56276120043259,sharpness,0.1540003172570877,2,18_3_gamma0.89_brightness18.0_sharpness0.15.jpg,18,3,0.0,0.89,0.15,18.0,0.0
5,6300,6422,4.7063372862029995,20,pictures\transformed\roomBright_figureDark\B.JPG,gamma,1.091848262919814,sharpness,0.0319980255129104,brightness,19.22631916788252,2,21_B_gamma1.1_sharpness0.032_brightness19.0.jpg,21,B,0.0,1.1,0.032,19.0,0.0
6,9900,9930,4.358103105734753,32,pictures\transformed\roomBright_figureDark\9.JPG,sharpness,0.2950196591147511,equalization,26.47723374686353,None,None,0,33_9_sharpness0.3_equalization26.0.jpg,33,9,0.0,0.0,0.3,0.0,26.0
7,11100,11237,2.6720772778246578,36,pictures\transformed\roomBright_figureDark\P.JPG,contrast,1.067402947721832,equalization,6.38107448503686,None,None,2,37_P_contrast1.1_equalization6.4.jpg,37,P,1.1,0.0,0.0,0.0,6.4
8,12000,12228,2.5951955264717665,39,pictures\transformed\roomBright_figureDark\I.JPG,gamma,0.9301270841028508,brightness,22.39867202234311,contrast,1.028628185791243,2,40_I_gamma0.93_brightness22.0_contrast1.0.jpg,40,I,1.0,0.93,0.0,22.0,0.0
9,12300,12513,3.110889437532709,40,pictures\transformed\roomBright_figureDark\B.JPG,gamma,0.7978029303476422,brightness,15.04903863851716,None,None,1,41_B_gamma0.8_brightness15.0.jpg,41,B,0.0,0.8,0.0,15.0,0.0
