,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,2100.0,2297,2.047684591036946,6.0,pictures\transformed\roomBright_figureDark\E.JPG,gamma,0.6376718433862961,contrast,0.8429481235009089,sharpness,0.9511635188433986,1.0,7_E_gamma0.64_contrast0.84_sharpness0.95.jpg,7.0,E,0.84,0.64,0.95,0.0,0.0
1,2700.0,2889,2.6736730207840824,8.0,pictures\transformed\roomBright_figureDark\2.JPG,gamma,0.8747198872604209,contrast,0.8502355129457793,sharpness,0.925735126131916,2.0,9_2_gamma0.87_contrast0.85_sharpness0.93.jpg,9.0,2,0.85,0.87,0.93,0.0,0.0
2,3000.0,3201,1.9618547710832954,9.0,pictures\transformed\roomBright_figureDark\T.JPG,contrast,0.94567715851704,sharpness,1.314568218683476,equalization,22.34703539310635,1.0,10_T_contrast0.95_sharpness1.3_equalization22.0.jpg,10.0,T,0.95,0.0,1.3,0.0,22.0
3,5100.0,5281,2.420127638203204,16.0,pictures\transformed\roomBright_figureDark\S.JPG,gamma,0.5859066476456011,sharpness,0.3956286574518505,equalization,15.58772215792561,1.0,17_S_gamma0.59_sharpness0.4_equalization16.0.jpg,17.0,S,0.0,0.59,0.4,0.0,16.0
4,5400.0,5599,2.128958009782831,17.0,pictures\transformed\roomBright_figureDark\B.JPG,contrast,1.056546534013345,sharpness,0.5154528346912594,equalization,9.686212902264192,1.0,18_B_contrast1.1_sharpness0.52_equalization9.7.jpg,18.0,B,1.1,0.0,0.52,0.0,9.7
5,5700.0,5945,2.222921407093288,18.0,pictures\transformed\roomBright_figureDark\3.JPG,gamma,1.095864439938628,contrast,1.154028468436005,sharpness,0.4738169327655068,2.0,19_3_gamma1.1_contrast1.2_sharpness0.47.jpg,19.0,3,1.2,1.1,0.47,0.0,0.0
6,8700.0,8901,2.312807305083667,28.0,pictures\transformed\roomBright_figureDark\P.JPG,gamma,0.7575775023868833,contrast,0.8712886823545258,sharpness,0.7706588783982294,1.0,29_P_gamma0.76_contrast0.87_sharpness0.77.jpg,29.0,P,0.87,0.76,0.77,0.0,0.0
7,9000.0,9194,2.3947902499929627,29.0,pictures\transformed\roomBright_figureDark\3.JPG,contrast,0.9800110921692162,sharpness,0.4226738008803258,equalization,5.756967671285417,0.0,30_3_contrast0.98_sharpness0.42_equalization5.8.jpg,30.0,3,0.98,0.0,0.42,0.0,5.8
8,11400.0,11607,2.424627321339454,37.0,pictures\transformed\roomBright_figureDark\E.JPG,gamma,0.6674985048365611,contrast,0.8575092813559919,sharpness,0.78464210430269,1.0,38_E_gamma0.67_contrast0.86_sharpness0.78.jpg,38.0,E,0.86,0.67,0.78,0.0,0.0
9,11700.0,11918,2.295944144217876,38.0,pictures\transformed\roomBright_figureDark\S.JPG,gamma,1.286556750342911,contrast,1.285062773896649,sharpness,0.6330602586398348,1.0,39_S_gamma1.3_contrast1.3_sharpness0.63.jpg,39.0,S,1.3,1.3,0.63,0.0,0.0
10,12600.0,12798,2.220495660172638,41.0,pictures\transformed\roomBright_figureDark\C.JPG,gamma,0.750359965598545,contrast,0.7705224203773168,sharpness,0.8051768545698788,1.0,42_C_gamma0.75_contrast0.77_sharpness0.81.jpg,42.0,C,0.77,0.75,0.81,0.0,0.0
