day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-09-01,19:53:55.367437,f,9.251367807388306,1.6766119003295898,4_0_brightness2.2_sharpness0.061_gamma0.51.jpg,4,4,0,0,0.51,0.061,2.2,0
2023-09-01,19:54:03.066138,t,16.950068950653076,1.802577018737793,7_3_sharpness0.11_contrast1.0_brightness17.0.jpg,2,7,3,1.0,0,0.11,17.0,0
2023-09-01,19:54:05.305791,f,19.189722061157227,1.582273244857788,8_Q_contrast0.88_gamma0.88.jpg,4,8,Q,0.88,0.88,0,0,0
2023-09-01,19:54:10.328977,f,24.19726061820984,1.6031413078308103,10_0_gamma0.87_contrast1.1.jpg,4,10,0,1.1,0.87,0,0,0
2023-09-01,19:54:40.252838,f,54.13676929473877,1.474226474761963,22_7_sharpness0.22_brightness27.0.jpg,0,22,7,0,0,0.22,27.0,0
2023-09-01,19:54:42.817083,t,56.701013803482056,1.5936284065246582,23_1_sharpness0.97_contrast0.99_gamma0.94.jpg,0,23,1,0.99,0.94,0.97,0,0
2023-09-01,19:54:45.428212,t,59.312142848968506,1.6920714378356934,24_C_sharpness0.8_gamma0.73_equalization20.0.jpg,4,24,C,0,0.73,0.8,0,20.0
2023-09-01,19:54:55.349584,f,69.21782994270325,1.6050655841827393,28_T_gamma1.0_contrast0.82_sharpness0.13.jpg,1,28,T,0.82,1.0,0.13,0,0
2023-09-01,19:54:57.954849,f,71.83877992630005,1.7560837268829346,29_3_sharpness0.058_contrast1.1.jpg,2,29,3,1.1,0,0.058,0,0
2023-09-01,19:55:00.555899,f,74.43629217147827,1.8373069763183596,30_1_gamma0.64_sharpness0.53.jpg,4,30,1,0,0.64,0.53,0,0
2023-09-01,19:55:28.164308,f,102.032555103302,1.9373595714569087,41_T_sharpness0.9_contrast0.9_gamma0.59.jpg,4,41,T,0.9,0.59,0.9,0,0
2023-09-01,19:55:43.044540,t,116.92847084999084,1.7578363418579102,47_E_sharpness0.28_gamma1.1_brightness1.4.jpg,4,47,E,0,1.1,0.28,1.4,0
