trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S02_0_1,S02,0,1,E,filler,9,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\9_day_sun_empty.jpg,,,,,,,M_0_16_E_filler_9_day_sun_empty_MODEL.jpg,Ignore,2026-01-06T16:15:43.022,0.0,0,0,,,E,9,None,1,Correct Rejection,正解(スルー成功)
S02_0_2,S02,0,2,S,filler,8,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\8_day_sun_busy.jpg,,,,,,,M_0_46_S_filler_8_day_sun_busy_BRIGHTONLY.jpg,Ignore,2026-01-06T16:15:45.545,2.523017406463623,151,303,,,S,8,None,1,Correct Rejection,正解(スルー成功)
S02_0_3,S02,0,3,D,filler,8,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\8_day_rain_busy.jpg,,,,,,,M_0_37_D_filler_8_day_rain_busy_MODEL.jpg,Ignore,2026-01-06T16:15:48.044,5.021982908248901,301,603,,,D,8,None,1,Correct Rejection,正解(スルー成功)
S02_0_4,S02,0,4,6,unmatch,0,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\0_day_sun_empty.jpg,,,,,,,M_0_34_6_unmatch_0_day_sun_empty_BRIGHTONLY.jpg,Mismatch,2026-01-06T16:15:50.547,7.525055885314941,452,903,,,6,0,None,0,Omission,無反応(不正解)
S02_0_5,S02,0,5,I,filler,4,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\4_day_sun_empty.jpg,,,,,,,M_0_29_I_filler_4_day_sun_empty_ORIG.jpg,Ignore,2026-01-06T16:15:53.073,10.050987958908081,603,1206,2026-01-06 16:15:54.129420,1.056070327758789,I,4,b,0,False Alarm,お手つき(スルー失敗)
S02_0_6,S02,0,6,5,unmatch,0,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\0_day_sun_busy.jpg,,,,,,,M_0_11_5_unmatch_0_day_sun_busy_MODEL.jpg,Mismatch,2026-01-06T16:15:55.529,12.507581949234009,750,1501,,,5,0,None,0,Omission,無反応(不正解)
S02_0_7,S02,0,7,P,filler,7,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\7_day_sun_empty.jpg,,,,,,,M_0_3_P_filler_7_day_sun_empty_BRIGHTONLY.jpg,Ignore,2026-01-06T16:15:58.061,15.038671493530273,902,1805,2026-01-06 16:15:59.064491,1.0034575462341309,P,7,b,0,False Alarm,お手つき(スルー失敗)
S02_0_8,S02,0,8,R,filler,4,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\4_day_rain_empty.jpg,,,,,,,M_0_21_R_filler_4_day_rain_empty_ORIG.jpg,Ignore,2026-01-06T16:16:00.540,17.518275022506714,1051,2102,,,R,4,None,1,Correct Rejection,正解(スルー成功)
S02_0_9,S02,0,9,3,match,3,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\3_day_rain_busy.jpg,,,,,,,M_0_27_3_match_3_day_rain_busy_BRIGHTONLY.jpg,Match,2026-01-06T16:16:03.029,20.006895303726196,1200,2401,,,3,3,None,0,Omission,無反応(不正解)
S02_0_10,S02,0,10,P,filler,7,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\7_day_sun_busy.jpg,,,,,,,M_0_35_P_filler_7_day_sun_busy_ORIG.jpg,Ignore,2026-01-06T16:16:05.576,22.554500579833984,1353,2707,2026-01-06 16:16:06.623590,1.046726942062378,P,7,t,0,False Alarm,お手つき(スルー失敗)
