condition,metric,image_key,F,p,df1,df2,eta_sq,n_total,n_original,n_brightonly,n_model
dark,miosis_rate,sun_empty,110.0404053541542,1.1895612561878146e-36,2.0,303.0,0.4207395993179241,306,95,124,87
dark,miosis_rate,sun_busy,153.98790174901404,5.348550037941238e-47,2.0,306.0,0.5016090239116684,309,101,69,139
dark,miosis_rate,rain_empty,64.46865243317454,5.266361306920485e-24,2.0,299.0,0.30129952074783023,302,74,101,127
dark,miosis_rate,rain_busy,93.90589491743222,9.821176019255682e-33,2.0,316.0,0.37278164906864125,319,109,98,112
dark,miosis_rate,ALL,398.27254115996396,3.693486152450874e-134,2.0,1233.0,0.3924746926091511,1236,379,392,465
