,フレーム数,両眼.注視Z座標[mm]
0,176,2.8926647806492296
1,178,5.125550355969472
2,179,5.125550355969472
3,180,5.125550355969472
4,181,5.125550355969472
5,184,5.07774020250028
6,185,5.310561644999575
7,186,5.310561644999575
8,187,5.310561644999575
9,188,5.283401665328205
10,189,5.283401665328205
11,192,6.185171669439685
12,193,6.101430175233075
13,194,6.101430175233075
14,195,5.997648921622724
15,196,5.996426130026505
16,197,5.996426130026505
17,198,5.832060000233282
18,199,5.561797127887963
19,200,5.476481251266437
20,201,5.3892667363678495
21,202,5.3892667363678495
22,205,5.302845506899002
23,206,5.302845506899002
24,207,5.224851483596579
25,208,6.694112528031597
26,209,6.694112528031597
27,210,6.694112528031597
28,211,6.694112528031597
29,212,6.694112528031597
30,213,3.8025994569887973
31,729,8.904481625602166
32,730,8.904481625602166
33,731,8.904481625602166
34,732,8.904481625602166
35,733,8.904481625602166
36,734,8.904481625602166
37,735,8.630063689870031
38,736,8.442879697407191
39,737,8.442879697407191
40,738,8.33368057002375
41,739,5.514047034821207
42,740,5.514047034821207
43,741,5.608524957936062
44,742,5.608524957936062
45,743,5.339741022560406
46,744,5.150152702027615
47,745,5.1100187026684525
48,746,5.1100187026684525
49,748,4.752241870102221
50,749,5.121035678255571
51,750,5.121035678255571
52,751,5.121035678255571
53,752,5.1196985521492495
54,753,5.24499365355768
55,754,5.24499365355768
56,755,5.24499365355768
57,756,5.24499365355768
58,757,9.616031848297482
59,758,9.616031848297482
60,759,9.616031848297482
61,760,9.616031848297482
62,762,3.179741232658486
63,1021,2.3447483498833486
64,1022,2.3447483498833486
65,1023,2.3447483498833486
66,1024,0.0
67,1025,0.0
68,1058,3.1559579752636013
69,1059,3.1559579752636013
70,1060,3.1559579752636013
71,1062,3.7366275441762795
72,1063,3.7366275441762795
73,1064,3.256225903928311
74,1345,2.0786347526944304
75,1348,8.811193740527967
76,1349,8.811193740527967
77,1355,9.51339009656091
78,1356,9.51339009656091
79,1357,9.45572828019214
80,1358,9.343873222328119
81,1359,9.106224104175205
82,1360,3.0042931348897572
83,1361,2.8880783015789127
84,1362,2.8880783015789127
85,1363,2.883157172430098
86,1364,2.8751495077744043
87,1365,2.8751495077744043
88,1366,2.8751495077744043
89,1367,2.940865084873366
90,1368,2.940865084873366
91,1369,2.8794213514852056
92,1371,2.821184841209611
93,1372,2.875050313380484
94,1373,2.875050313380484
95,1374,2.875050313380484
96,1375,2.837620031327325
97,1376,2.816163652902197
98,1377,2.7872777494404537
99,1378,2.7872777494404537
100,1379,2.7329423403825026
101,1381,6.033546518643658
102,1926,1.7950968724027192
103,1928,4.061490973336312
104,1929,4.061490973336312
105,1930,4.061490973336312
106,1931,4.061490973336312
107,1933,4.180462191899936
108,1934,4.180462191899936
109,1935,4.180462191899936
110,1936,4.333262556711574
111,1937,4.333262556711574
112,1938,4.333262556711574
113,1939,4.333262556711574
114,1940,4.22879470893206
115,1941,4.091619544848242
116,1942,4.166857647642184
117,1943,4.166857647642184
118,1944,4.166857647642184
119,1945,4.166857647642184
120,1946,4.27619059836735
121,1947,4.27619059836735
122,1948,4.27619059836735
123,1949,4.27619059836735
124,1950,4.213116273582918
125,1951,4.514978440977944
126,1952,4.514978440977944
127,1953,4.514978440977944
128,1954,4.514978440977944
129,1955,4.514978440977944
130,1956,4.514978440977944
131,1957,4.462771559649405
132,1958,4.501321137753931
133,1959,4.501321137753931
134,1960,4.4778792763747095
135,1961,4.46941356824571
136,1962,0.0
137,1963,0.0
138,1964,0.0
139,2222,2.5182066339635565
140,2223,2.5182066339635565
141,2224,2.5182066339635565
142,2225,2.5182066339635565
143,2226,2.5182066339635565
144,2227,2.5182066339635565
145,2228,2.5182066339635565
146,2229,2.5182066339635565
147,2230,2.5182066339635565
148,2231,2.6642652755649574
149,2232,2.6642652755649574
150,2236,3.3156828483041942
151,2237,3.3156828483041942
152,2238,3.3156828483041942
153,2248,6.182380216383308
154,2249,3.3294933177069113
155,2251,2.3450287735030506
156,3124,2.2930205041893483
157,3125,2.2930205041893483
158,3126,2.2930205041893483
159,3131,2.402783384272341
160,3132,2.3678110297373385
161,3133,2.661159839904624
162,3134,2.661159839904624
163,3135,2.661159839904624
164,3136,2.6343241904721766
165,3137,2.6913408798531604
166,3138,2.6913408798531604
167,3139,2.6913408798531604
168,3140,2.791120886236704
169,3141,2.791120886236704
170,3142,2.791120886236704
171,3143,2.791120886236704
172,3144,2.9555106974709693
173,3145,2.9555106974709693
174,3146,2.9555106974709693
175,3147,3.0945668689481876
176,3148,3.0945668689481876
177,3149,3.0945668689481876
178,3150,3.0357029018284036
179,3159,6.058843487955019
180,3160,4.002241255102858
181,3161,3.4230163620182106
182,3746,2.0792009215018483
183,3747,2.183010502463527
184,3748,2.183010502463527
185,3749,2.183010502463527
186,3750,2.1760228395357237
187,3751,2.1760228395357237
188,3752,2.226933423598368
189,3753,2.226933423598368
190,3754,2.2970762813091494
191,3755,2.2970762813091494
192,3756,2.264595316816885
193,3757,2.234417174624171
194,3758,2.2861532271338953
195,3759,2.2861532271338953
196,3760,2.2861532271338953
197,3761,2.2861532271338953
198,3762,2.473722878720788
199,3763,2.473722878720788
200,3764,2.473722878720788
201,3765,2.1498672456975783
202,3777,4.081132922499286
203,3778,3.6210105516247473
204,3779,2.8586620318226257
205,3780,2.8586620318226257
206,3781,2.5506690404893204
207,3782,2.2950518681722207
208,3783,2.2950518681722207
209,4027,2.2644824978147744
210,4028,2.2644824978147744
211,4029,2.2644824978147744
212,4030,2.2644824978147744
213,4031,2.2644824978147744
214,4032,2.3780647309219756
215,4033,2.3780647309219756
216,4034,2.3780647309219756
217,4035,2.3411253789696707
218,4036,2.3411253789696707
219,4037,2.5983812085071
220,4038,2.5983812085071
221,4039,2.5983812085071
222,4040,2.5983812085071
223,4041,2.5983812085071
224,4042,2.5395406478876104
225,4043,2.991996409604308
226,4044,2.991996409604308
227,4045,2.991996409604308
228,4046,2.991996409604308
229,4047,2.8673917344565862
230,4048,2.857738899827678
231,4050,3.120231895634484
232,4052,3.4233679093492175
233,4053,3.5114332265857633
