,フレーム数,両眼.注視Z座標[mm]
0,204,4.992860209899844
1,205,4.992860209899844
2,206,4.992860209899844
3,207,3.8585754911001953
4,208,3.8585754911001953
5,209,3.8585754911001953
6,210,3.8585754911001953
7,214,4.059084027098445
8,215,4.059084027098445
9,216,4.121484888575656
10,217,4.121484888575656
11,218,4.121484888575656
12,219,4.121484888575656
13,220,4.121484888575656
14,221,4.165920272617822
15,222,4.165920272617822
16,223,3.934173410495588
17,224,4.039065844851403
18,225,4.039065844851403
19,226,4.039065844851403
20,231,4.116547698438182
21,232,4.149515336608684
22,233,4.149515336608684
23,234,4.030681547942941
24,235,3.9298289738430583
25,236,5.392637970642479
26,237,5.392637970642479
27,238,5.392637970642479
28,406,1.544079612744833
29,706,1.5208339036460472
30,707,1.5208339036460472
31,709,1.5326891951542498
32,822,2.6320360904788727
33,949,1.6666111129629013
34,950,1.5527010010263353
35,1040,1.7776260870183522
36,1529,1.7872813484680317
37,1656,2.134995783383328
38,1657,2.134995783383328
39,1658,2.0213617509844033
40,1659,2.0213617509844033
41,1661,1.8814392257501298
42,1671,1.7511141463756312
43,1672,1.5424315198965954
44,1674,1.6656450710231057
45,1676,1.670734906163174
46,1677,1.6443203530684662
47,1678,1.6343127224708192
48,1679,1.6343127224708192
49,1680,1.6706623340823468
50,1681,1.6706623340823468
51,1682,1.7865756704125202
52,1683,1.7865756704125202
53,1684,1.689574480667044
54,1685,1.6149662149067843
55,1686,1.6149662149067843
56,1687,1.546252271058023
57,1689,1.7620120768307745
58,1690,1.7613262081817125
59,1691,1.7613262081817125
60,1692,1.7613262081817125
61,1695,1.669415637750162
62,1697,1.5090991131024512
63,1699,1.8347378251384767
64,1700,1.791273631377382
65,1701,1.5975538255822685
66,1705,4.206098843322818
67,1828,1.513637877274241
68,1831,1.7872238515746335
69,1833,1.515636059406871
70,1895,1.5358387983597241
71,1901,1.548040335738988
72,1909,1.7215348516123037
73,1912,1.555422826141058
74,2142,1.8649896679572395
75,2144,2.034368623525846
76,2145,2.034368623525846
77,2146,2.034368623525846
78,2150,1.8833384811251819
79,2183,2.511641458158565
80,2217,2.669934666698706
81,2219,2.3811054520171533
82,2312,1.6429263804688914
83,2411,2.067439889185222
84,2426,1.706045029352505
85,2433,2.3685401029367528
86,2439,2.618561938154804
87,2442,2.5871146169388743
88,2443,2.5871146169388743
89,2460,2.2007284411140087
90,2461,1.7927572606669058
91,2480,2.30251342365326
92,2481,2.30251342365326
93,2483,2.4666934714023894
94,2485,2.2349365278026103
95,2486,2.1831248812925845
96,2487,2.0759765912879566
97,2488,2.016234721981394
98,2489,1.91249567297854
99,2494,1.6561281710714155
100,2498,1.8992522643835121
101,2499,1.8992522643835121
102,2500,1.8535956047541022
103,2501,1.8535956047541022
