,フレーム数,両眼.注視Z座標[mm]
0,188,2.7636295299342533
1,189,2.7636295299342533
2,190,2.7636295299342533
3,191,2.7636295299342533
4,192,2.613395218532108
5,193,2.613395218532108
6,194,2.613395218532108
7,195,2.613777745250766
8,196,2.613777745250766
9,197,2.613777745250766
10,198,2.6903489113503127
11,199,2.6903489113503127
12,200,2.6903489113503127
13,201,2.7164021796411086
14,202,2.7164021796411086
15,203,2.8350698135941594
16,204,2.8350698135941594
17,205,2.8027298588825516
18,206,2.8027298588825516
19,207,2.8027298588825516
20,208,2.8027298588825516
21,209,2.6772829861343515
22,210,2.600036400509607
23,219,2.6279758541578517
24,220,2.6279758541578517
25,221,2.6279758541578517
26,222,2.5360885399231057
27,223,2.633214312046429
28,224,2.633214312046429
29,225,2.832283500249241
30,226,2.832283500249241
31,227,3.555214254987077
32,228,3.555214254987077
33,229,3.555214254987077
34,230,3.555214254987077
35,232,3.490535413227035
36,233,2.977484263995665
37,234,2.977484263995665
38,256,1.599523981663057
39,300,1.5522695733431853
40,672,2.8881366897332517
41,762,1.5540522689940153
42,1237,3.0348921551072685
43,2837,2.1524401137349356
44,2868,4.0941825759777934
45,2869,4.0941825759777934
46,2870,4.646667410133452
47,2871,4.646667410133452
48,2872,4.646667410133452
49,2873,4.646667410133452
50,2874,4.646667410133452
51,2876,4.602462317339777
52,2877,4.602462317339777
53,2878,4.358191002078857
54,2879,4.358191002078857
55,2880,4.308859014133057
56,2881,6.046826625386997
57,2882,6.046826625386997
58,2883,6.046826625386997
59,2884,6.046826625386997
60,2885,6.046826625386997
61,2886,6.046826625386997
62,2887,4.319150682209851
63,2888,3.0363757818667643
64,3151,4.985989369870663
65,3152,4.712313274586494
66,3153,4.748157714806655
67,3154,4.748157714806655
68,3155,4.9072529198154875
69,3156,4.9072529198154875
70,3157,5.057043450117323
71,3158,5.057043450117323
72,3159,5.0515255607193374
73,3160,5.0515255607193374
74,3161,4.9481679408199115
75,3162,4.9481679408199115
76,3163,4.835098950300018
77,3164,4.801113858415152
78,3165,4.765967181549988
79,3166,4.636111600478446
80,3167,4.665593580143233
81,3168,4.665593580143233
82,3169,4.665593580143233
83,3170,4.677465375062561
84,3171,4.677465375062561
85,3173,5.2226957466365835
86,3174,5.2226957466365835
87,3175,5.2226957466365835
88,3461,2.4485798237022527
89,3462,2.4485798237022527
90,3717,1.6528761698231094
91,3724,3.2395064288005075
92,3725,3.2395064288005075
93,3734,4.629265289305934
94,3737,4.594300311034131
95,3738,4.778218966662367
96,3739,4.778218966662367
97,3740,4.583266494030295
98,3741,3.9666956235447186
99,3743,4.876550133373646
100,3744,4.6631133742754685
101,3745,4.614845033503775
102,3746,4.455712446141575
103,3747,4.2024929187994315
104,3748,4.2024929187994315
105,3749,4.154031487558676
106,3750,4.010941849365068
107,3751,4.010941849365068
108,3752,4.123609312759272
109,3753,4.123609312759272
110,3754,4.24632056323196
111,3755,4.24632056323196
112,3756,4.24632056323196
113,3757,4.190517696556233
114,3758,4.190517696556233
115,3760,3.955508441055013
116,3761,3.955508441055013
117,3762,3.52163516564011
118,3763,4.360110223586452
119,3764,4.360110223586452
120,3765,4.360110223586452
121,3766,3.9377985343513853
122,3767,3.9377985343513853
123,3768,3.6829156906940086
124,3769,3.6829156906940086
125,3770,3.6829156906940086
126,3771,3.6093786093786098
127,3772,3.600372998642659
128,3773,4.215158553188978
129,3774,4.215158553188978
130,3775,4.215158553188978
131,3776,4.215158553188978
132,3777,4.215158553188978
133,3778,4.246176318225438
134,3779,4.246176318225438
135,3783,5.1957768725579845
136,4038,3.3355014092493454
137,4039,3.3355014092493454
138,4040,3.3355014092493454
139,4041,3.3355014092493454
140,4042,3.3355014092493454
141,4043,3.3325113138759104
142,4044,3.2957616505174343
143,4045,3.416105571326576
144,4046,3.416105571326576
145,4047,3.416105571326576
146,4048,3.4456262942633766
147,4049,3.4456262942633766
148,4050,3.3630967394777107
149,4051,3.388050346428148
150,4052,3.388050346428148
151,4059,3.9744996104990378
152,4060,3.9744996104990378
153,4061,3.969451104301297
154,4062,3.9564004668552553
155,4063,3.9564004668552553
156,4064,4.409443263693526
157,4065,4.409443263693526
158,4066,4.409443263693526
159,4067,4.409443263693526
160,4068,3.9342043661800052
161,4069,3.950835799313345
162,4070,3.950835799313345
163,4071,3.6836211469322806
164,4089,2.1975510491108707
165,5333,1.8975980204257452
166,5338,1.8537914669978777
167,5357,2.34464939285304
168,5358,2.2852128447243576
169,5359,2.2716327587616876
170,5363,3.099151142502069
171,5364,3.099151142502069
172,5365,2.891443639980569
173,5550,3.0986133705166936
174,5551,3.0986133705166936
175,5552,3.0986133705166936
176,5553,2.548426474073583
177,5554,2.548426474073583
178,5555,2.548426474073583
179,5556,2.981736861721953
180,5557,2.981736861721953
181,5558,2.981736861721953
182,5568,3.075503613716746
183,5569,3.075503613716746
184,5570,3.074813281963453
185,5571,3.0723476422804197
186,5572,2.990135542844157
187,5573,3.0300826606549824
188,5574,3.0300826606549824
189,5575,3.0057831267358397
190,5576,2.987125489141799
191,5577,2.987125489141799
192,5578,3.0819015332460125
193,5579,3.0819015332460125
194,5580,3.0819015332460125
195,5581,3.109781506751336
196,5582,3.109781506751336
197,5583,3.161495513837866
198,5584,3.161495513837866
199,5585,3.0833744449926
200,5588,3.187291630809636
201,5590,2.866824533137625
202,6053,1.5346814998749234
203,6134,3.2068961093936403
204,6135,3.2068961093936403
205,6136,3.2068961093936403
206,6137,3.2068961093936403
207,6138,3.2068961093936403
208,6139,3.2068961093936403
209,6140,3.2068961093936403
210,6141,3.2068961093936403
211,6142,3.2068961093936403
212,6143,3.2068961093936403
213,6144,3.3523411074123617
214,6145,3.3523411074123617
215,6146,3.3523411074123617
216,6147,3.3523411074123617
217,6148,3.3523411074123617
218,6149,3.3523411074123617
219,6150,3.292592982825835
220,6151,3.292592982825835
221,6152,3.3190834019277236
222,6153,3.3190834019277236
223,6154,3.4630475511059244
224,6155,3.4630475511059244
225,6156,3.4630475511059244
226,6157,3.4630475511059244
227,6158,3.4058553465117227
228,6162,3.9814306076459394
229,6163,3.9814306076459394
230,6164,3.9814306076459394
231,6165,3.1035082056756957
232,6421,2.502966014727452
233,6422,2.9587812188403353
234,6423,2.9587812188403353
235,6424,2.9587812188403353
236,6425,2.9587812188403353
237,6426,3.0532579789264136
238,6427,3.0532579789264136
239,6428,3.110245771620874
240,6429,3.110245771620874
241,6430,3.110245771620874
242,6440,5.779044030536469
243,6441,5.4891972597927285
244,6442,5.4891972597927285
245,6443,5.024519655920894
246,6444,4.996577344519005
247,6445,4.783430197794838
248,6446,4.783430197794838
249,6447,4.883599408107751
250,6448,4.883599408107751
251,6449,4.883599408107751
252,6450,4.883599408107751
253,6453,4.860692551474735
254,6454,4.82322866927121
255,6455,4.82322866927121
256,6456,4.82322866927121
257,6457,4.989746071822405
258,6458,4.989746071822405
259,6459,4.989746071822405
260,6460,4.989746071822405
261,6461,4.898239083049644
262,6462,4.898239083049644
263,6463,5.0666004630872825
264,6464,5.0666004630872825
265,6465,5.0666004630872825
266,6466,5.0666004630872825
267,6467,5.0666004630872825
268,6468,5.094243504839531
269,6469,5.094243504839531
270,6470,4.9743571886922915
271,6471,5.031623755302074
272,6472,5.031623755302074
273,6473,4.924434551802589
274,6474,4.908264535825423
275,6475,4.908264535825423
276,6476,4.811833260353862
277,6477,4.696842312913029
278,6478,5.041161080219997
279,6479,5.041161080219997
280,6480,5.041161080219997
281,6481,5.041161080219997
282,6482,4.887657199274671
283,6484,4.554708885781565
284,6485,4.4296984704251186
285,6486,4.4296984704251186
286,6487,3.9185106524712086
287,6717,1.8526203462176905
288,6734,4.355040305898031
289,6735,4.355040305898031
290,6736,4.317080962536371
291,6740,4.390663692723792
292,7482,2.58637188924121
293,7537,2.3922758198329235
294,7561,2.1727605357158377
295,7948,2.347996571925005
296,7949,2.347996571925005
297,7950,2.2066384511163384
298,7951,2.169451519266899
299,7952,2.1767522855899
300,7953,2.1767522855899
301,7996,4.446381090430499
302,7997,4.446381090430499
303,7998,3.013209912255327
304,7999,2.940622941563941
305,8461,3.2849352867748505
306,8462,3.644819617877111
307,8463,3.644819617877111
308,8464,3.644819617877111
309,8465,3.726157251288319
310,8466,3.726157251288319
311,8467,3.6508075586319695
312,8468,3.907242073182644
313,8469,3.907242073182644
314,8470,3.7814760613657934
315,8471,3.747030478345911
316,8472,3.7302436968207133
317,8473,4.023675305497548
318,8474,4.023675305497548
319,8475,3.819797245162227
320,8476,3.697527463385234
321,8477,3.6646413415519024
322,8478,3.9593767940926097
323,8479,3.9593767940926097
324,8480,3.7130688885670895
325,8481,3.860795169373084
326,8482,3.860795169373084
327,8483,3.8169395778464827
328,8484,3.8169395778464827
329,8485,3.762496190472607
330,8486,3.785383875778843
331,8487,3.785383875778843
332,8488,3.739967537081778
333,8489,3.716698382492864
334,8490,3.862793572311496
335,8491,3.862793572311496
336,8492,3.862793572311496
337,8493,3.862793572311496
338,8494,5.523763229412935
339,8495,5.523763229412935
340,8496,2.9609100653176763
341,8497,2.6214106334900937
342,8498,2.3899431193537595
343,8500,1.9548507666924706
344,8501,1.7003997639845128
345,8582,4.744328155689873
346,8583,4.744328155689873
347,8584,4.744328155689873
348,8585,4.744328155689873
349,8586,4.744328155689873
350,8587,4.744328155689873
351,8588,4.744328155689873
352,8589,4.744328155689873
353,8590,4.744328155689873
354,8591,4.744328155689873
355,8592,4.652807504047942
356,8593,4.636799495516215
357,8594,4.510884764937795
358,8595,4.590440865940765
359,8596,4.590440865940765
360,8601,4.082965866405357
361,8611,4.735050262558537
362,8612,4.735050262558537
363,8613,4.735050262558537
364,8614,2.956664173213214
365,8986,1.557586301963026
366,9221,1.916593676390824
367,9223,2.372873312293857
368,9288,1.7403411068569439
369,9289,2.051269428085571
370,9290,2.051269428085571
371,9292,1.7537890612668672
372,9299,2.101211138100001
373,10409,3.0638944549638154
374,10410,2.865805778610772
375,11715,4.064098968938092
376,11717,3.7747671912334813
377,11721,3.95197559259874
378,11725,3.7441964954320803
379,11737,3.8029031362542165
380,11742,3.9664281521204523
381,11747,3.864525204433383
382,11753,4.0699378113502425
383,11761,4.013533635418631
384,11763,4.231460911879827
385,11777,3.972983710766786
386,11779,3.831138729364529
387,11783,3.714103192643104
388,11789,3.4847090964846252
389,11792,3.76696074073516
390,11796,3.9136951935909328
391,11797,3.898361908326122
392,11799,4.105410520525
393,11839,3.399152251428494
394,11840,3.399152251428494
395,11841,3.399152251428494
396,11842,3.399152251428494
397,11843,3.399152251428494
398,11844,3.399152251428494
399,11845,3.399152251428494
400,11846,3.399152251428494
401,11847,3.399152251428494
402,11848,3.399152251428494
403,11849,3.4637192724804042
404,11850,3.4637192724804042
405,11851,3.4987054789727803
406,11852,3.4987054789727803
407,11853,3.50098377644118
408,11854,3.50098377644118
409,11855,3.50004025046288
410,11856,3.50004025046288
411,11857,3.50004025046288
412,11858,3.511803170455902
413,11859,3.511803170455902
414,11860,3.511803170455902
415,11861,3.4998687549216903
416,11862,5.546065621048428
417,11863,5.546065621048428
418,11864,5.546065621048428
419,11865,5.546065621048428
420,11866,5.546065621048428
421,11867,5.546065621048428
422,11868,5.426613196437971
423,11869,5.426613196437971
424,11870,5.426613196437971
425,11871,5.402280842971903
426,11872,5.402280842971903
427,11873,5.402280842971903
428,11874,5.152381688435479
429,11875,3.4270987552777323
430,11876,3.3666973036121295
431,11877,3.2719622284680345
432,11878,3.5816618911174785
433,11879,3.5816618911174785
434,11880,3.5816618911174785
435,11881,3.069273502961849
436,11904,2.24700923071392
437,11905,1.535513352824116
438,12438,2.2520442932071587
439,12439,3.598831099658831
440,12440,3.598831099658831
441,12441,3.6998668047950276
442,12442,3.6998668047950276
443,12443,3.6998668047950276
444,12444,3.6740392387390695
445,12445,3.6740392387390695
446,12446,3.6555185535844186
447,12447,3.764620846211474
448,12448,3.764620846211474
449,12449,3.764620846211474
450,12450,3.764620846211474
451,12451,3.8741820633118826
452,12452,3.8741820633118826
453,12453,3.7987859080237953
454,12454,3.7726453034338623
455,12458,2.433208428633997
456,12459,2.733278485545057
457,12460,2.733278485545057
458,12461,2.733278485545057
459,12462,2.7283864049962214
460,12463,2.4556027031274557
461,12464,1.6023509693422189
462,12495,2.189525310912594
463,12496,2.189525310912594
464,12497,1.571514106696379
465,12720,2.202192061978493
466,12721,2.7506911111416743
467,12722,2.7506911111416743
468,12744,5.907791195028003
469,12747,4.053341980462892
470,12748,4.053341980462892
471,12831,2.0193779508160308
472,13076,2.9962726368397714
473,13109,1.9190800697777515
474,13110,1.9190800697777515
475,13112,1.649285941651562
