,フレーム数,両眼.注視Z座標[mm]
320,11241,2.392001148160551
321,11242,2.392001148160551
322,11243,2.392001148160551
323,11244,2.392001148160551
324,11245,2.392001148160551
325,11246,2.7539333052432133
326,11247,2.7539333052432133
327,11248,2.7539333052432133
328,11249,2.7539333052432133
329,11250,2.7539333052432133
330,11251,2.820818770856429
331,11252,2.820818770856429
332,11253,2.8117135988528212
333,11254,2.7614926420028554
334,11255,2.7614926420028554
335,11256,2.961102951627422
336,11257,2.961102951627422
337,11258,2.961102951627422
338,11259,2.961102951627422
339,11264,2.799387494016309
340,11265,3.02665270370886
341,11266,3.02665270370886
342,11267,3.02665270370886
343,11268,3.02665270370886
344,11269,2.9434966385268386
345,11270,3.144693643945207
346,11271,3.144693643945207
347,11272,3.344101339646997
348,11273,3.344101339646997
349,11274,3.344101339646997
350,11275,3.344101339646997
351,11276,3.344101339646997
352,11277,3.202008299605513
353,11278,3.3649526719406695
354,11279,3.3649526719406695
355,11280,3.3649526719406695
356,11281,2.912284891357212
357,11548,1.9045224790788204
358,11549,1.9045224790788204
359,11550,1.9045224790788204
360,11551,1.9045224790788204
361,11552,2.4295609540399954
362,11553,2.4295609540399954
363,11554,2.4295609540399954
364,11555,2.4295609540399954
365,11556,2.4295609540399954
366,11557,2.4295609540399954
367,11558,2.4295609540399954
368,11559,2.4295609540399954
369,11560,2.4295609540399954
370,11561,2.401542751063283
371,11562,2.2704413510942394
372,11563,2.388299244342119
373,11564,2.388299244342119
374,11565,2.3746482552271946
375,11566,2.3746482552271946
376,11567,2.358329265215351
377,11568,2.3802043167385487
378,11569,2.3802043167385487
379,11570,2.5611473940325267
380,11571,2.5611473940325267
381,11572,2.5611473940325267
