,フレーム数,両眼.注視Z座標[mm]
0,782,2.3840232299223523
1,1108,1.9375451690217529
2,1352,6.150099324104085
3,1626,4.394252317968098
4,1965,2.6878396757390215
5,2215,2.579034512639848
6,2513,4.374701973428061
7,2810,1.9991963230781225
8,3142,2.876894794834248
9,3418,2.6463707671299583
10,3723,0.0
11,4122,5.752647656083712
12,4622,0.0
13,4917,1.8455632659087553
14,5265,1.619810935667589
15,5525,0.0
16,5820,2.0352381126829933
17,6457,5.009417705285938
18,6720,2.388784180515643
19,7037,2.2413936088902635
20,7936,1.810544611819235
21,8525,1.9689031437476496
22,8819,2.967596810426948
23,9167,2.54397903761273
24,9439,3.1960522362777493
25,10030,3.1672029797045633
26,10346,3.0209563743689976
27,10933,1.6736765820846313
28,11266,2.641707811265827
29,11548,3.6802320018253956
30,11845,2.509939359865066
31,12720,2.0716715489059503
32,13031,2.124964938078522
33,13626,0.0
34,13945,3.7258518228730044
35,14216,2.0567117703557907
36,14562,1.8578175103015981
37,14873,1.5763273464420717
