Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,frame,times,figure,contrast,gamma,sharpness,brightness,equalization
2,pictures\transformed\roomDark_figureBright\1.JPG,contrast,0.9884633131885164,gamma,0.7380484109431673,sharpness,0.469056950498647,0,3_1_contrast0.988_gamma0.738_sharpness0.469.jpg,900,3,1,0.988,0.738,0.469,0,0
3,pictures\transformed\roomDark_figureBright\E.JPG,brightness,17.92267544714721,contrast,1.076727392065448,gamma,0.7101392436034986,2,4_E_brightness17.923_contrast1.077_gamma0.71.jpg,1200,4,E,1.077,0.71,0,17.923,0
9,pictures\transformed\roomDark_figureBright\E.JPG,brightness,3.988907072374079,contrast,0.8634882362244942,gamma,0.6707808287746186,2,10_E_brightness3.989_contrast0.863_gamma0.671.jpg,3000,10,E,0.863,0.671,0,3.989,0
13,pictures\transformed\roomDark_figureBright\7.JPG,brightness,27.16865236100507,gamma,0.9058051942540475,sharpness,0.9534914062484164,0,14_7_brightness27.169_gamma0.906_sharpness0.953.jpg,4200,14,7,0,0.906,0.953,27.169,0
15,pictures\transformed\roomDark_figureBright\0.JPG,contrast,1.055179309501507,sharpness,0.673800378701336,equalization,22.25866281924687,0,16_0_contrast1.055_sharpness0.674_equalization22.259.jpg,4800,16,0,1.055,0,0.674,0,22.259
19,pictures\transformed\roomDark_figureBright\3.JPG,brightness,14.4753797499947,contrast,0.9770334161325517,gamma,1.0685964579053,0,20_3_brightness14.475_contrast0.977_gamma1.069.jpg,6000,20,3,0.977,1.069,0,14.475,0
26,pictures\transformed\roomDark_figureBright\P.JPG,brightness,16.56235074912568,contrast,1.096450013576758,sharpness,0.01198382226352634,1,27_P_brightness16.562_contrast1.096_sharpness0.012.jpg,8100,27,P,1.096,0,0.012,16.562,0
36,pictures\transformed\roomDark_figureBright\2.JPG,contrast,0.9460233166814181,gamma,0.7480485531969002,sharpness,0.1313648837474273,0,37_2_contrast0.946_gamma0.748_sharpness0.131.jpg,11100,37,2,0.946,0.748,0.131,0,0
41,pictures\transformed\roomDark_figureBright\E.JPG,gamma,0.9496824592964899,sharpness,0.7494153940410487,equalization,14.2260100533836,2,42_E_gamma0.95_sharpness0.749_equalization14.226.jpg,12600,42,E,0,0.95,0.749,0,14.226
44,pictures\transformed\roomDark_figureBright\8.JPG,brightness,25.8891761368943,contrast,1.181766270707844,sharpness,0.5176622506566677,0,45_8_brightness25.889_contrast1.182_sharpness0.518.jpg,13500,45,8,1.182,0,0.518,25.889,0
