,フレーム数,両眼.注視Z座標[mm]
0,1068,3.8167886539731746
1,1679,3.274750284486314
2,2857,4.468341184081045
3,3166,4.11066975450365
4,4139,1.5466840365532757
5,4671,3.78466764013864
6,4970,3.2366956640479376
7,5856,3.9261445861061404
8,6470,4.015961454121698
9,6759,4.169347764617791
10,7060,3.1691598326565074
11,7361,3.321397273237139
12,7754,1.7705867249496
13,8631,3.4862109395611203
14,9354,1.3944688900438056
15,10654,4.260415729404552
16,11590,1.6661284946879955
17,11882,3.801430120767161
18,12753,3.478536488455106
19,13387,4.010247623335473
20,13669,3.6018588086116847
21,13954,3.335777076341474
22,14368,1.3017141644837726
