condition,metric,zcol,image_key,F,p,df1,df2,eta_p2,n_subjects_complete
bright,RT,z_RT,sun_empty,0.949471789331155,0.4382750177470529,2.0,6.0,0.2404047528320106,4
bright,RT,z_RT,sun_busy,2.0048421072400515,0.2153736763835412,2.0,6.0,0.4005804907091531,4
bright,RT,z_RT,rain_empty,0.03560132582084638,0.9652272241595014,2.0,6.0,0.011727931964590096,4
bright,RT,z_RT,rain_busy,0.9176587358890149,0.449038891769962,2.0,6.0,0.23423651669363058,4
bright,RT,z_RT,ALL,1.8531335050818731,0.23620933047997475,2.0,6.0,0.38184268022740303,4
