condition,metric,zcol,image_key,F,p,df1,df2,eta_p2,n_subjects_complete
bright,miosis_rate,z_miosis_rate,sun_empty,40.83122397289187,0.0003206365072910603,2.0,6.0,0.9315556416618573,4
bright,miosis_rate,z_miosis_rate,sun_busy,23.200081589761183,0.0015012597220495196,2.0,6.0,0.8854965397828234,4
bright,miosis_rate,z_miosis_rate,rain_empty,7.528274655368168,0.023136206189516353,2.0,6.0,0.7150530264262857,4
bright,miosis_rate,z_miosis_rate,rain_busy,16.820087379425292,0.003467744325730563,2.0,6.0,0.8486384069570642,4
bright,miosis_rate,z_miosis_rate,ALL,433.6372812795176,3.243406043142978e-07,2.0,6.0,0.9931293086307041,4
