,フレーム数,両眼.注視Z座標[mm]
0,192,3.2262472512014226
1,1997,2.5369450292006768
2,3907,2.3361660402685716
3,4659,2.888561846394289
4,5908,2.8269090292876196
5,6507,1.738880174519446
6,6751,2.8055604925010855
7,7003,1.4405496567808298
8,7734,2.2319886873454533
9,7858,1.725423772210714
10,8555,2.7496785851228265
11,8855,2.345027731312005
12,9158,2.4836255962897242
13,9842,1.997244849446618
14,10057,2.7941953977116287
15,10355,2.8441849892856155
16,11225,1.3487527880727121
17,11560,2.6569050433570522
18,11817,2.051530498261688
19,13474,1.448913566027348
20,14303,2.6293325492708783
