frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
2100.0,2304.0,2.69677890101558,6,pictures\transformed\roomBright_figureDark\B.JPG,gamma,0.5539065506233146,contrast,1.047603585132487,None,None,1,7_B_gamma0.55_contrast1.0.jpg,7,B,1.0,0.55,0.0,0.0,0.0
2700.0,2869.0,2.645847854517008,8,pictures\transformed\roomBright_figureDark\3.JPG,sharpness,0.9581487609248248,contrast,0.8298404474983984,brightness,24.87273018520682,0,9_3_sharpness0.96_contrast0.83_brightness25.0.jpg,9,3,0.83,0.0,0.96,25.0,0.0
3900.0,4056.0,2.4808367190979963,12,pictures\transformed\roomBright_figureDark\2.JPG,gamma,1.050179145037125,equalization,29.09291448615991,None,None,0,13_2_gamma1.1_equalization29.0.jpg,13,2,0.0,1.1,0.0,0.0,29.0
5400.0,5587.0,2.6627456831742715,17,pictures\transformed\roomBright_figureDark\9.JPG,sharpness,0.0829878621687539,brightness,11.37416772406304,None,None,0,18_9_sharpness0.083_brightness11.0.jpg,18,9,0.0,0.0,0.083,11.0,0.0
6000.0,6151.0,2.691988682044032,19,pictures\transformed\roomBright_figureDark\3.JPG,contrast,0.9603884740414544,gamma,0.705867123848541,equalization,10.94387810565317,0,20_3_contrast0.96_gamma0.71_equalization11.0.jpg,20,3,0.96,0.71,0.0,0.0,11.0
6900.0,7065.0,2.602069497629781,22,pictures\transformed\roomBright_figureDark\1.JPG,sharpness,0.3034603219469283,gamma,0.7430154647107089,None,None,2,23_1_sharpness0.3_gamma0.74.jpg,23,1,0.0,0.74,0.3,0.0,0.0
9000.0,9116.0,3.5272821545621027,29,pictures\transformed\roomBright_figureDark\P.JPG,contrast,1.084054418841685,brightness,5.531819141604877,sharpness,0.8628084421917246,2,30_P_contrast1.1_brightness5.5_sharpness0.86.jpg,30,P,1.1,0.0,0.86,5.5,0.0
10200.0,10394.0,2.6892635727926004,33,pictures\transformed\roomBright_figureDark\I.JPG,sharpness,0.7524803659937994,gamma,0.6455868645015299,contrast,1.016586302158572,1,34_I_sharpness0.75_gamma0.65_contrast1.0.jpg,34,I,1.0,0.65,0.75,0.0,0.0
11700.0,11877.0,2.766215596468076,38,pictures\transformed\roomBright_figureDark\7.JPG,sharpness,0.7478460379385165,contrast,0.9228046853399277,brightness,8.927770579508712,0,39_7_sharpness0.75_contrast0.92_brightness8.9.jpg,39,7,0.92,0.0,0.75,8.9,0.0
12600.0,12733.0,2.902911040597568,41,pictures\transformed\roomBright_figureDark\C.JPG,gamma,1.059463761635424,sharpness,0.988995501293808,equalization,24.97418038001991,2,42_C_gamma1.1_sharpness0.99_equalization25.0.jpg,42,C,0.0,1.1,0.99,0.0,25.0
12900.0,13026.0,3.187384038249858,42,pictures\transformed\roomBright_figureDark\T.JPG,brightness,2.426175600066131,gamma,0.6817654171976131,None,None,1,43_T_brightness2.4_gamma0.68.jpg,43,T,0.0,0.68,0.0,2.4,0.0
13800.0,13971.0,2.8008408006795493,45,pictures\transformed\roomBright_figureDark\J.JPG,contrast,1.132148160186953,gamma,1.032461288541697,sharpness,0.9611528297765086,2,46_J_contrast1.1_gamma1.0_sharpness0.96.jpg,46,J,1.1,1.0,0.96,0.0,0.0
14100.0,14258.0,2.682663734353505,46,pictures\transformed\roomBright_figureDark\1.JPG,gamma,1.026429028018861,equalization,20.84069528888255,None,None,2,47_1_gamma1.0_equalization21.0.jpg,47,1,0.0,1.0,0.0,0.0,21.0
