condition,metric,zcol,image_key,F,p,df1,df2,eta_p2,n_subjects_complete
dark,RT,z_RT,sun_empty,0.030281715049637163,0.9702276465324317,2.0,16.0,0.0037709405627558337,9
dark,RT,z_RT,sun_busy,0.20839667525706548,0.8140539905646599,2.0,16.0,0.025388231527022184,9
dark,RT,z_RT,rain_empty,0.05463928245124129,0.9470025083921728,2.0,16.0,0.006783579069802007,9
dark,RT,z_RT,rain_busy,2.0692802539689916,0.1587568479090283,2.0,16.0,0.20550428648098726,9
dark,RT,z_RT,ALL,0.21470912548137713,0.8090630642665178,2.0,16.0,0.026137154974284656,9
