Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,frame,times,figure,contrast,gamma,sharpness,brightness,equalization
8,pictures\transformed\roomDark_figureBright\I.JPG,gamma,1.052006799041499,sharpness,0.1552256282008393,equalization,12.0036676044734,1,9_I_gamma1.052_sharpness0.155_equalization12.004.jpg,2700,9,I,0,1.052,0.155,0,12.004
10,pictures\transformed\roomDark_figureBright\B.JPG,contrast,0.8566333310698502,gamma,1.099803452826097,equalization,8.656064174757887,2,11_B_contrast0.857_gamma1.1_equalization8.656.jpg,3300,11,B,0.857,1.1,0,0,8.656
11,pictures\transformed\roomDark_figureBright\E.JPG,brightness,0.369129844671926,contrast,0.8929890096168005,sharpness,0.09208772904269964,1,12_E_brightness0.369_contrast0.893_sharpness0.092.jpg,3600,12,E,0.893,0,0.092,0.369,0
12,pictures\transformed\roomDark_figureBright\I.JPG,gamma,0.5006258641263069,sharpness,0.6777403615675899,equalization,7.609809138314933,2,13_I_gamma0.501_sharpness0.678_equalization7.61.jpg,3900,13,I,0,0.501,0.678,0,7.61
16,pictures\transformed\roomDark_figureBright\7.JPG,contrast,0.8906211335632982,gamma,0.7702408339813631,equalization,13.11672349890841,0,17_7_contrast0.891_gamma0.77_equalization13.117.jpg,5100,17,7,0.891,0.77,0,0,13.117
17,pictures\transformed\roomDark_figureBright\8.JPG,brightness,24.26728417688616,gamma,0.9577754344273331,sharpness,0.4283616178618885,2,18_8_brightness24.267_gamma0.958_sharpness0.428.jpg,5400,18,8,0,0.958,0.428,24.267,0
31,pictures\transformed\roomDark_figureBright\S.JPG,contrast,0.8121270217156807,gamma,0.690036716079749,sharpness,0.8834571006082041,2,32_S_contrast0.812_gamma0.69_sharpness0.883.jpg,9600,32,S,0.812,0.69,0.883,0,0
33,pictures\transformed\roomDark_figureBright\B.JPG,brightness,15.64108985047917,gamma,1.049032944154897,sharpness,0.4873180872030793,1,34_B_brightness15.641_gamma1.049_sharpness0.487.jpg,10200,34,B,0,1.049,0.487,15.641,0
41,pictures\transformed\roomDark_figureBright\0.JPG,contrast,0.9879461822204917,gamma,0.6870788094698221,equalization,25.01614032911421,0,42_0_contrast0.988_gamma0.687_equalization25.016.jpg,12600,42,0,0.988,0.687,0,0,25.016
43,pictures\transformed\roomDark_figureBright\0.JPG,brightness,29.61874440790267,contrast,1.093050040462372,gamma,1.081755654069129,0,44_0_brightness29.619_contrast1.093_gamma1.082.jpg,13200,44,0,1.093,1.082,0,29.619,0
45,pictures\transformed\roomDark_figureBright\7.JPG,contrast,0.9246127854630884,gamma,0.8032992084302947,sharpness,0.4236830386293491,2,46_7_contrast0.925_gamma0.803_sharpness0.424.jpg,13800,46,7,0.925,0.803,0.424,0,0
46,pictures\transformed\roomDark_figureBright\I.JPG,contrast,0.9881968124419196,sharpness,0.4615015716266778,equalization,19.6385763159337,2,47_I_contrast0.988_sharpness0.462_equalization19.639.jpg,14100,47,I,0.988,0,0.462,0,19.639
