trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment,emr_frame_rel,emr_left_pupil_mm_raw,emr_right_pupil_mm_raw,emr_both_pupil_mm_raw,emr_both_Z_mm_raw,emr_diopter_raw,emr_left_pupil_mm,emr_right_pupil_mm,emr_both_pupil_mm,emr_both_Z_mm,emr_diopter_clipped0,emr_diopter_peak,emr_diopter_peak_frame_rel
S101_0_1,S101,0,1,E,filler,6,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\6_night_rain_empty.jpg,brightness,35.62,,,,,M_0_25_E_filler_6_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-08T12:08:33.128,1767841713.1280398,0.0,0,0,,,E,6,,1,Correct Rejection,正解(スルー成功),0,4.926,,,,,5.122,2.791,3.9565,,0.0,,
S101_0_2,S101,0,2,4,match,4,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\4_night_sun_busy.jpg,brightness,43.12,,,,,M_0_40_4_match_4_night_sun_busy_BRIGHTONLY_brightness43.120.jpg,Match,2026-01-08T12:08:35.757,1767841715.7577372,2.629697322845459,158,316,2026-01-08T12:08:37.423,1.6653127670288086,4,4,t,1,Hit,正解(一致),316,3.625,3.643,3.634,12209.091,0.08190617958372166,3.6452000000000004,3.6311999999999998,3.6382000000000003,,0.0,1.9183548518501368,386.0
S101_0_3,S101,0,3,R,filler,2,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\2_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_0_14_R_filler_2_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Ignore,2026-01-08T12:08:38.378,1767841718.3784904,5.250450611114502,315,630,,,R,2,,1,Correct Rejection,正解(スルー成功),630,3.177,3.073,3.125,10086.933,0.09913816221442136,3.1584,3.0662000000000003,3.1123000000000003,,0.0,,
S101_0_4,S101,0,4,F,filler,2,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\2_night_rain_empty.jpg,brightness,35.62,,,,,M_0_31_F_filler_2_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-08T12:08:40.967,1767841720.9672155,7.839175701141357,470,941,,,F,2,,1,Correct Rejection,正解(スルー成功),941,3.944,3.953,3.9485,19843.062,0.05039544804123476,3.9299999999999997,3.9874,3.9587,,0.0,,
S101_0_5,S101,0,5,T,filler,2,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\2_night_sun_empty.jpg,,,,,,,M_0_41_T_filler_2_night_sun_empty_ORIG.jpg,Ignore,2026-01-08T12:08:43.559,1767841723.559321,10.431281089782717,626,1252,,,T,2,,1,Correct Rejection,正解(スルー成功),1252,3.681,3.477,3.5789999999999997,17940.032,0.05574126066218834,3.6698,3.5168,3.5933,,0.0,,
S101_0_6,S101,0,6,2,unmatch,5,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\5_night_sun_busy.jpg,,,,,,,M_0_19_2_unmatch_5_night_sun_busy_ORIG.jpg,Mismatch,2026-01-08T12:08:46.149,1767841726.1491497,13.021109819412231,781,1563,2026-01-08T12:08:47.951,1.8022384643554688,2,5,b,1,Correct Rejection,正解(不一致),1563,4.032,4.071,4.0515,19848.085,0.050382694350613676,4.0616,4.103800000000001,4.082700000000001,,0.0,2.208092902702897,1627.0
S101_0_7,S101,0,7,I,filler,0,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\0_night_sun_empty.jpg,brightness,46.88,,,,,M_0_13_I_filler_0_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-08T12:08:48.736,1767841728.7368538,15.608814001083374,937,1873,,,I,0,,1,Correct Rejection,正解(スルー成功),1873,4.068,4.074,4.071,19844.565,0.05039163115946357,4.060799999999999,4.0653999999999995,4.063099999999999,,0.0,,
S101_0_8,S101,0,8,A,filler,4,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\4_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_0_43_A_filler_4_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-08T12:08:51.343,1767841731.3430326,18.21499276161194,1093,2186,,,A,4,,1,Correct Rejection,正解(スルー成功),2186,3.054,2.929,2.9915,3793.975,0.2635758011057005,3.0226,2.9362,2.9794,3573.6,0.0,,
S101_0_9,S101,0,9,P,filler,1,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\1_night_rain_empty.jpg,,,,,,,M_0_32_P_filler_1_night_rain_empty_ORIG.jpg,Ignore,2026-01-08T12:08:53.930,1767841733.9305892,20.802549362182617,1248,2496,,,P,1,,1,Correct Rejection,正解(スルー成功),2496,3.657,3.73,3.6935000000000002,12628.492,0.07918601840979905,3.6578000000000004,3.6201999999999996,3.6390000000000002,,0.0,,
S101_0_10,S101,0,10,F,filler,9,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\9_night_rain_busy.jpg,brightness,45.47,,,,,M_0_16_F_filler_9_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-08T12:08:56.535,1767841736.535718,23.40767812728882,1404,2809,,,F,9,,1,Correct Rejection,正解(スルー成功),2809,3.733,3.719,3.726,19842.216,0.05039759672004377,3.7847999999999997,3.7432000000000003,3.7640000000000002,,0.0,,
S101_0_11,S101,0,11,L,filler,8,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\8_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_0_17_L_filler_8_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Ignore,2026-01-08T12:08:59.140,1767841739.140112,26.01207208633423,1561,3121,,,L,8,,1,Correct Rejection,正解(スルー成功),3121,3.687,3.816,3.7515,19834.88,0.05041623644811564,3.723,3.7728,3.7479,,0.0,,
S101_0_12,S101,0,12,6,match,6,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\6_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_0_22_6_match_6_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Match,2026-01-08T12:09:01.761,1767841741.7613,28.633260250091556,1718,3436,2026-01-08T12:09:03.477,1.7159466743469238,6,6,t,1,Hit,正解(一致),3436,3.787,3.661,3.724,17293.727,0.057824435415223106,3.7674,3.6590000000000003,3.7132,,0.0,2.166653109231996,3487.0
