frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
1500.0,1713,3.117275150023569,4.0,pictures\transformed\roomDark_figureBright\P.JPG,contrast,1.09394145268648,sharpness,0.4301289803761175,equalization,17.90322827018144,1.0,5_P_contrast1.094_sharpness0.43_equalization17.903.jpg,5.0,P,1.094,0.0,0.43,0.0,17.903
4200.0,4317,2.128224233715281,13.0,pictures\transformed\roomDark_figureBright\C.JPG,brightness,18.3657699669543,contrast,0.9722872911568724,sharpness,0.4931610136209055,1.0,14_C_brightness18.366_contrast0.972_sharpness0.493.jpg,14.0,C,0.972,0.0,0.493,18.366,0.0
4500.0,4648,2.0407176213297844,14.0,pictures\transformed\roomDark_figureBright\8.JPG,brightness,14.42110526688516,contrast,0.8849322885743224,gamma,0.8192204604517588,0.0,15_8_brightness14.421_contrast0.885_gamma0.819.jpg,15.0,8,0.885,0.819,0.0,14.421,0.0
5100.0,5226,1.856164831718684,16.0,pictures\transformed\roomDark_figureBright\2.JPG,brightness,22.81244833949796,contrast,0.9048860808128424,sharpness,0.2276792924841438,0.0,17_2_brightness22.812_contrast0.905_sharpness0.228.jpg,17.0,2,0.905,0.0,0.228,22.812,0.0
5400.0,5618,2.18749265874402,17.0,pictures\transformed\roomDark_figureBright\1.JPG,brightness,6.695022199417155,contrast,0.9712707183675796,sharpness,0.9264364980185144,0.0,18_1_brightness6.695_contrast0.971_sharpness0.926.jpg,18.0,1,0.971,0.0,0.926,6.695,0.0
6900.0,7167,2.0032567995906025,22.0,pictures\transformed\roomDark_figureBright\2.JPG,contrast,0.8429799671108495,sharpness,0.7694127919402987,equalization,30.48386593040344,2.0,23_2_contrast0.843_sharpness0.769_equalization30.484.jpg,23.0,2,0.843,0.0,0.769,0.0,30.484
7200.0,7441,1.47099237992387,23.0,pictures\transformed\roomDark_figureBright\E.JPG,contrast,1.173392805152974,gamma,0.9369051616560752,equalization,21.00697359049485,2.0,24_E_contrast1.173_gamma0.937_equalization21.007.jpg,24.0,E,1.173,0.937,0.0,0.0,21.007
8400.0,8526,2.106045830197066,27.0,pictures\transformed\roomDark_figureBright\8.JPG,contrast,1.097977873620656,gamma,0.5111108303893055,equalization,9.479953949118071,0.0,28_8_contrast1.098_gamma0.511_equalization9.48.jpg,28.0,8,1.098,0.511,0.0,0.0,9.48
9000.0,9133,1.8079813873051065,29.0,pictures\transformed\roomDark_figureBright\T.JPG,brightness,1.668111166917183,contrast,1.014040657114338,sharpness,0.2422012851905146,2.0,30_T_brightness1.668_contrast1.014_sharpness0.242.jpg,30.0,T,1.014,0.0,0.242,1.668,0.0
9600.0,9756,2.362628203556849,31.0,pictures\transformed\roomDark_figureBright\1.JPG,contrast,0.8112248797291745,gamma,0.9194297030767388,equalization,23.15688689160715,0.0,32_1_contrast0.811_gamma0.919_equalization23.157.jpg,32.0,1,0.811,0.919,0.0,0.0,23.157
11700.0,11855,2.183293208091386,38.0,pictures\transformed\roomDark_figureBright\9.JPG,contrast,0.837101561041922,gamma,0.8010834635638556,sharpness,0.0024643201961685,2.0,39_9_contrast0.837_gamma0.801_sharpness0.002.jpg,39.0,9,0.837,0.801,0.002,0.0,0.0
12000.0,12229,2.1660757471629037,39.0,pictures\transformed\roomDark_figureBright\E.JPG,contrast,1.176682647130514,gamma,0.9040954862587952,equalization,6.193620780422036,1.0,40_E_contrast1.177_gamma0.904_equalization6.194.jpg,40.0,E,1.177,0.904,0.0,0.0,6.194
12300.0,12520,3.9743686204323296,40.0,pictures\transformed\roomDark_figureBright\8.JPG,gamma,0.6070845436192663,sharpness,0.671378835120201,equalization,22.84055164516949,0.0,41_8_gamma0.607_sharpness0.671_equalization22.841.jpg,41.0,8,0.0,0.607,0.671,0.0,22.841
12600.0,12891,2.844420354621896,41.0,pictures\transformed\roomDark_figureBright\P.JPG,brightness,28.91235444058393,contrast,0.8806109117699499,gamma,1.005246351078842,1.0,42_P_brightness28.912_contrast0.881_gamma1.005.jpg,42.0,P,0.881,1.005,0.0,28.912,0.0
12900.0,13173,2.533793309828368,42.0,pictures\transformed\roomDark_figureBright\2.JPG,brightness,23.2341472122105,contrast,1.199161998826065,gamma,0.6871238444492449,0.0,43_2_brightness23.234_contrast1.199_gamma0.687.jpg,43.0,2,1.199,0.687,0.0,23.234,0.0
13200.0,13476,2.609003346620637,43.0,pictures\transformed\roomDark_figureBright\I.JPG,brightness,22.74240260067549,contrast,1.131524154631938,gamma,0.8977316837587753,1.0,44_I_brightness22.742_contrast1.132_gamma0.898.jpg,44.0,I,1.132,0.898,0.0,22.742,0.0
