trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S02_2_1,S02,2,1,C,filler,3,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\3_day_sun_empty.jpg,,,,,,,M_2_43_C_filler_3_day_sun_empty_BRIGHTONLY.jpg,Ignore,2026-01-06T16:21:49.775,0.0,0,0,,,C,3,None,1,Correct Rejection,正解(スルー成功)
S02_2_2,S02,2,2,3,unmatch,7,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\7_day_rain_empty.jpg,,,,,,,M_2_20_3_unmatch_7_day_rain_empty_MODEL.jpg,Mismatch,2026-01-06T16:21:52.296,2.520362377166748,151,302,,,3,7,None,0,Omission,無反応(不正解)
S02_2_3,S02,2,3,D,filler,8,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\8_day_rain_busy.jpg,,,,,,,M_2_22_D_filler_8_day_rain_busy_ORIG.jpg,Ignore,2026-01-06T16:21:54.778,5.002465724945068,300,600,2026-01-06 16:21:56.014180,1.2358720302581787,D,8,b,0,False Alarm,お手つき(スルー失敗)
S02_2_4,S02,2,4,7,unmatch,9,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\9_day_sun_empty.jpg,,,,,,,M_2_5_7_unmatch_9_day_sun_empty_BRIGHTONLY.jpg,Mismatch,2026-01-06T16:21:57.296,7.520792484283447,451,902,,,7,9,None,0,Omission,無反応(不正解)
S02_2_5,S02,2,5,L,filler,2,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\2_day_rain_empty.jpg,,,,,,,M_2_36_L_filler_2_day_rain_empty_BRIGHTONLY.jpg,Ignore,2026-01-06T16:21:59.788,10.012240409851074,601,1201,2026-01-06 16:22:00.766356,0.9782729148864746,L,2,b,0,False Alarm,お手つき(スルー失敗)
S02_2_6,S02,2,6,T,filler,8,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\8_day_rain_busy.jpg,,,,,,,M_2_3_T_filler_8_day_rain_busy_MODEL.jpg,Ignore,2026-01-06T16:22:02.279,12.503234148025513,750,1500,,,T,8,None,1,Correct Rejection,正解(スルー成功)
S02_2_7,S02,2,7,S,filler,7,model,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\7_day_sun_busy.jpg,,,,,,,M_2_9_S_filler_7_day_sun_busy_MODEL.jpg,Ignore,2026-01-06T16:22:04.795,15.019208192825317,901,1802,,,S,7,None,1,Correct Rejection,正解(スルー成功)
S02_2_8,S02,2,8,7,match,7,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\7_day_rain_busy.jpg,,,,,,,M_2_10_7_match_7_day_rain_busy_ORIG.jpg,Match,2026-01-06T16:22:07.265,17.489214181900024,1049,2099,,,7,7,None,0,Omission,無反応(不正解)
S02_2_9,S02,2,9,T,filler,4,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\4_day_sun_empty.jpg,,,,,,,M_2_16_T_filler_4_day_sun_empty_ORIG.jpg,Ignore,2026-01-06T16:22:09.793,20.017665147781372,1201,2402,2026-01-06 16:22:10.857484,1.063976526260376,T,4,t,0,False Alarm,お手つき(スルー失敗)
S02_2_10,S02,2,10,9,match,9,brightonly,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\9_day_rain_empty.jpg,,,,,,,M_2_42_9_match_9_day_rain_empty_BRIGHTONLY.jpg,Match,2026-01-06T16:22:12.277,22.501688718795776,1350,2700,,,9,9,None,0,Omission,無反応(不正解)
S02_2_11,S02,2,11,J,filler,0,original,F:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\0_day_rain_busy.jpg,,,,,,,M_2_25_J_filler_0_day_rain_busy_ORIG.jpg,Ignore,2026-01-06T16:22:14.795,25.019880056381226,1501,3002,2026-01-06 16:22:16.046458,1.2507359981536865,J,0,t,0,False Alarm,お手つき(スルー失敗)
