特徴量,Pearson相関係数,Spearman相関係数,Spearman p値,サンプル数
periphery_c_glcm_energy,-0.17047090690564531,-0.1259730546132755,1.9025578555120773e-06,1421
periphery_c_local_rms_mean,0.14828176565978943,0.1447680358439204,4.22226452465786e-08,1421
periphery_c_bandpow_0.25-0.50cpd,-0.12905296333459196,-0.11563025706269132,1.2444910768868798e-05,1421
periphery_c_rms_contrast,0.12176813321359638,0.10738928471259497,4.984860539490793e-05,1421
periphery_c_bandpow_0.50-1.00cpd,-0.10833907126623883,-0.09374181170178157,0.0004025751120409893,1421
periphery_c_glcm_correlation,-0.10707131206310316,-0.10003032866825275,0.0001587818698848059,1421
periphery_c_glcm_homogeneity,-0.08364074630782699,-0.07083340168118071,0.007559125758028531,1421
periphery_c_glcm_dissimilarity,0.08265552045617434,0.05391476062901764,0.04214671010426132,1421
periphery_c_glcm_contrast,0.07587748677523615,0.041534898534629515,0.11758210925770149,1421
periphery_c_bandpow_4.00-8.00cpd,0.07330025498547876,0.038386748556977116,0.14809520370000726,1421
periphery_c_bandpow_2.00-4.00cpd,0.0592384038572477,0.015094278776270419,0.5696765585283737,1421
periphery_c_bandpow_1.00-2.00cpd,-0.04848862808690623,-0.047669340760843275,0.07243240261863086,1421
