Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,frame,times,figure,contrast,gamma,sharpness,brightness,equalization
0,pictures\transformed\roomDark_figureBright\I.JPG,brightness,4.555696852395758,gamma,0.9686453295111456,sharpness,0.1998071599249859,1,1_I_brightness4.556_gamma0.969_sharpness0.2.jpg,300,1,I,0,0.969,0.2,4.556,0
6,pictures\transformed\roomDark_figureBright\C.JPG,brightness,25.56279955124025,contrast,0.8025259800048842,gamma,0.8283718778555034,1,7_C_brightness25.563_contrast0.803_gamma0.828.jpg,2100,7,C,0.803,0.828,0,25.563,0
9,pictures\transformed\roomDark_figureBright\7.JPG,brightness,20.97979328151807,contrast,0.8726099383605073,sharpness,0.5603230860627945,0,10_7_brightness20.98_contrast0.873_sharpness0.56.jpg,3000,10,7,0.873,0,0.56,20.98,0
11,pictures\transformed\roomDark_figureBright\9.JPG,contrast,0.9304595648425085,sharpness,0.9209747626866107,equalization,31.04955786251278,0,12_9_contrast0.93_sharpness0.921_equalization31.05.jpg,3600,12,9,0.93,0,0.921,0,31.05
14,pictures\transformed\roomDark_figureBright\7.JPG,brightness,4.708885597940675,contrast,1.14051790077687,sharpness,0.3420090363066509,0,15_7_brightness4.709_contrast1.141_sharpness0.342.jpg,4500,15,7,1.141,0,0.342,4.709,0
23,pictures\transformed\roomDark_figureBright\9.JPG,brightness,3.808827468853631,contrast,1.08100597565546,gamma,0.5873170124513271,0,24_9_brightness3.809_contrast1.081_gamma0.587.jpg,7200,24,9,1.081,0.587,0,3.809,0
25,pictures\transformed\roomDark_figureBright\0.JPG,gamma,0.8077694586690264,sharpness,0.1668096305223547,equalization,15.4843946897805,2,26_0_gamma0.808_sharpness0.167_equalization15.484.jpg,7800,26,0,0,0.808,0.167,0,15.484
27,pictures\transformed\roomDark_figureBright\2.JPG,contrast,1.089413493202972,gamma,0.7336200643568278,equalization,12.74683859317748,0,28_2_contrast1.089_gamma0.734_equalization12.747.jpg,8400,28,2,1.089,0.734,0,0,12.747
32,pictures\transformed\roomDark_figureBright\B.JPG,gamma,1.012098407377518,sharpness,0.2394039273192173,equalization,14.11366156810379,1,33_B_gamma1.012_sharpness0.239_equalization14.114.jpg,9900,33,B,0,1.012,0.239,0,14.114
33,pictures\transformed\roomDark_figureBright\2.JPG,brightness,15.23525619014257,contrast,0.9823528197262044,gamma,0.6391603911633373,0,34_2_brightness15.235_contrast0.982_gamma0.639.jpg,10200,34,2,0.982,0.639,0,15.235,0
45,pictures\transformed\roomDark_figureBright\I.JPG,gamma,0.8504770488895547,sharpness,0.202143160848569,equalization,25.75644413706326,1,46_I_gamma0.85_sharpness0.202_equalization25.756.jpg,13800,46,I,0,0.85,0.202,0,25.756
