Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,frame,times,figure,contrast,gamma,sharpness,brightness,equalization
0,pictures\transformed\roomDark_figureBright\3.JPG,brightness,9.320451562135943,contrast,0.8284159520364841,gamma,0.6343708548904022,2,1_3_brightness9.32_contrast0.828_gamma0.634.jpg,300,1,3,0.828,0.634,0,9.32,0
2,pictures\transformed\roomDark_figureBright\S.JPG,brightness,21.08222249074396,gamma,0.9384588925386119,sharpness,0.999962211624591,2,3_S_brightness21.082_gamma0.938_sharpness1.0.jpg,900,3,S,0,0.938,1.0,21.082,0
6,pictures\transformed\roomDark_figureBright\P.JPG,contrast,1.00421000656208,sharpness,0.8078270315756048,equalization,20.57431017812032,2,7_P_contrast1.004_sharpness0.808_equalization20.574.jpg,2100,7,P,1.004,0,0.808,0,20.574
8,pictures\transformed\roomDark_figureBright\C.JPG,brightness,15.80601441768798,contrast,1.006307583143367,gamma,0.9494441542792529,1,9_C_brightness15.806_contrast1.006_gamma0.949.jpg,2700,9,C,1.006,0.949,0,15.806,0
9,pictures\transformed\roomDark_figureBright\I.JPG,brightness,15.06467503907716,contrast,1.097643424195844,sharpness,0.06013990946330607,1,10_I_brightness15.065_contrast1.098_sharpness0.06.jpg,3000,10,I,1.098,0,0.06,15.065,0
10,pictures\transformed\roomDark_figureBright\2.JPG,contrast,0.9426953576854104,gamma,0.8961436329764862,sharpness,0.2285267468830824,2,11_2_contrast0.943_gamma0.896_sharpness0.229.jpg,3300,11,2,0.943,0.896,0.229,0,0
12,pictures\transformed\roomDark_figureBright\B.JPG,gamma,1.021158695120872,sharpness,0.7600231530935834,equalization,15.70138100377385,1,13_B_gamma1.021_sharpness0.76_equalization15.701.jpg,3900,13,B,0,1.021,0.76,0,15.701
19,pictures\transformed\roomDark_figureBright\S.JPG,brightness,24.67421716072856,contrast,1.161079361674335,sharpness,0.627488987446992,1,20_S_brightness24.674_contrast1.161_sharpness0.627.jpg,6000,20,S,1.161,0,0.627,24.674,0
22,pictures\transformed\roomDark_figureBright\8.JPG,gamma,0.6686795001634431,sharpness,0.00849093973495169,equalization,29.39433180722783,0,23_8_gamma0.669_sharpness0.008_equalization29.394.jpg,6900,23,8,0,0.669,0.008,0,29.394
27,pictures\transformed\roomDark_figureBright\B.JPG,gamma,0.9129024553139536,sharpness,0.7045503346945153,equalization,7.598223958267642,1,28_B_gamma0.913_sharpness0.705_equalization7.598.jpg,8400,28,B,0,0.913,0.705,0,7.598
28,pictures\transformed\roomDark_figureBright\0.JPG,brightness,1.441773399487317,gamma,0.6166377164350786,sharpness,0.5937215716378292,2,29_0_brightness1.442_gamma0.617_sharpness0.594.jpg,8700,29,0,0,0.617,0.594,1.442,0
46,pictures\transformed\roomDark_figureBright\8.JPG,brightness,23.26550410379878,contrast,0.8293005158700059,sharpness,0.724229686347476,2,47_8_brightness23.266_contrast0.829_sharpness0.724.jpg,14100,47,8,0.829,0,0.724,23.266,0
47,pictures\transformed\roomDark_figureBright\8.JPG,contrast,0.8474094684501505,gamma,0.6436024445057235,equalization,12.67821991706001,2,48_8_contrast0.847_gamma0.644_equalization12.678.jpg,14400,48,8,0.847,0.644,0,0,12.678
