Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,frame,times,figure,contrast,gamma,sharpness,brightness,equalization
0,pictures\transformed\roomDark_figureBright\8.JPG,contrast,0.8092019396439105,sharpness,0.1186627675603426,equalization,17.18840645878336,0,1_8_contrast0.809_sharpness0.119_equalization17.188.jpg,300,1,8,0.809,0,0.119,0,17.188
3,pictures\transformed\roomDark_figureBright\8.JPG,contrast,0.9334961818922259,gamma,0.6784407820747652,sharpness,0.2199255909083142,0,4_8_contrast0.933_gamma0.678_sharpness0.22.jpg,1200,4,8,0.933,0.678,0.22,0,0
5,pictures\transformed\roomDark_figureBright\E.JPG,contrast,1.078896034429292,gamma,0.7155276688927974,sharpness,0.3029949951011549,2,6_E_contrast1.079_gamma0.716_sharpness0.303.jpg,1800,6,E,1.079,0.716,0.303,0,0
7,pictures\transformed\roomDark_figureBright\2.JPG,brightness,8.162402521179317,gamma,0.7653830690053797,sharpness,0.3701599911643598,0,8_2_brightness8.162_gamma0.765_sharpness0.37.jpg,2400,8,2,0,0.765,0.37,8.162,0
9,pictures\transformed\roomDark_figureBright\B.JPG,contrast,1.017494478023267,sharpness,0.5492876480325517,equalization,23.82105132212677,1,10_B_contrast1.017_sharpness0.549_equalization23.821.jpg,3000,10,B,1.017,0,0.549,0,23.821
15,pictures\transformed\roomDark_figureBright\B.JPG,contrast,0.9132576490887304,gamma,0.5498880516290278,equalization,19.85031000033799,1,16_B_contrast0.913_gamma0.55_equalization19.85.jpg,4800,16,B,0.913,0.55,0,0,19.85
19,pictures\transformed\roomDark_figureBright\2.JPG,contrast,1.067640932008502,gamma,0.6248049865042228,sharpness,0.9015463786792594,0,20_2_contrast1.068_gamma0.625_sharpness0.902.jpg,6000,20,2,1.068,0.625,0.902,0,0
30,pictures\transformed\roomDark_figureBright\E.JPG,brightness,2.582069276868757,gamma,0.7505586571777182,sharpness,0.8177242373873848,1,31_E_brightness2.582_gamma0.751_sharpness0.818.jpg,9300,31,E,0,0.751,0.818,2.582,0
33,pictures\transformed\roomDark_figureBright\9.JPG,contrast,0.8646630963380204,sharpness,0.7853312250771147,equalization,22.05301618909256,0,34_9_contrast0.865_sharpness0.785_equalization22.053.jpg,10200,34,9,0.865,0,0.785,0,22.053
35,pictures\transformed\roomDark_figureBright\B.JPG,contrast,1.05725622811016,gamma,0.6623468004587145,equalization,20.5938118113198,1,36_B_contrast1.057_gamma0.662_equalization20.594.jpg,10800,36,B,1.057,0.662,0,0,20.594
43,pictures\transformed\roomDark_figureBright\T.JPG,brightness,22.40440436515313,gamma,1.088672859218779,sharpness,0.04298450513761346,1,44_T_brightness22.404_gamma1.089_sharpness0.043.jpg,13200,44,T,0,1.089,0.043,22.404,0
47,pictures\transformed\roomDark_figureBright\9.JPG,contrast,1.160289105245372,gamma,0.5280383868741425,equalization,31.90736076635159,0,48_9_contrast1.16_gamma0.528_equalization31.907.jpg,14400,48,9,1.16,0.528,0,0,31.907
