Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,frame,times,figure,contrast,gamma,sharpness,brightness,equalization
0,pictures\transformed\roomDark_figureBright\9.JPG,brightness,16.30423738325376,contrast,1.010228942945563,gamma,0.9922425584594741,0,1_9_brightness16.304_contrast1.01_gamma0.992.jpg,300,1,9,1.01,0.992,0,16.304,0
4,pictures\transformed\roomDark_figureBright\3.JPG,brightness,18.3816453472932,contrast,1.112134878934086,sharpness,0.1551677998411595,2,5_3_brightness18.382_contrast1.112_sharpness0.155.jpg,1500,5,3,1.112,0,0.155,18.382,0
10,pictures\transformed\roomDark_figureBright\3.JPG,contrast,0.9680662526045787,gamma,0.7134629410562284,sharpness,0.3164455503671942,0,11_3_contrast0.968_gamma0.713_sharpness0.316.jpg,3300,11,3,0.968,0.713,0.316,0,0
14,pictures\transformed\roomDark_figureBright\S.JPG,gamma,0.9108618547805143,sharpness,0.7511354773181077,equalization,19.62654756450122,2,15_S_gamma0.911_sharpness0.751_equalization19.627.jpg,4500,15,S,0,0.911,0.751,0,19.627
15,pictures\transformed\roomDark_figureBright\2.JPG,brightness,27.34192293118522,contrast,1.084252035853726,sharpness,0.5906875829942557,2,16_2_brightness27.342_contrast1.084_sharpness0.591.jpg,4800,16,2,1.084,0,0.591,27.342,0
18,pictures\transformed\roomDark_figureBright\9.JPG,gamma,0.5774577554359075,sharpness,0.1527175841784942,equalization,25.78162349226344,0,19_9_gamma0.577_sharpness0.153_equalization25.782.jpg,5700,19,9,0,0.577,0.153,0,25.782
21,pictures\transformed\roomDark_figureBright\S.JPG,gamma,0.9303132035058663,sharpness,0.7274433464982691,equalization,6.731236534193137,1,22_S_gamma0.93_sharpness0.727_equalization6.731.jpg,6600,22,S,0,0.93,0.727,0,6.731
22,pictures\transformed\roomDark_figureBright\0.JPG,brightness,8.097834148924662,gamma,0.5807099536229466,sharpness,0.4957436439310066,2,23_0_brightness8.098_gamma0.581_sharpness0.496.jpg,6900,23,0,0,0.581,0.496,8.098,0
32,pictures\transformed\roomDark_figureBright\I.JPG,brightness,28.70814944342068,contrast,0.8840340230914263,sharpness,0.9012150265857637,1,33_I_brightness28.708_contrast0.884_sharpness0.901.jpg,9900,33,I,0.884,0,0.901,28.708,0
38,pictures\transformed\roomDark_figureBright\B.JPG,contrast,0.8567750155706165,gamma,0.5103432265169271,equalization,4.177094756562412,1,39_B_contrast0.857_gamma0.51_equalization4.177.jpg,11700,39,B,0.857,0.51,0,0,4.177
39,pictures\transformed\roomDark_figureBright\T.JPG,contrast,0.9444925654139082,sharpness,0.9350836672434795,equalization,4.099415145275572,2,40_T_contrast0.944_sharpness0.935_equalization4.099.jpg,12000,40,T,0.944,0,0.935,0,4.099
41,pictures\transformed\roomDark_figureBright\S.JPG,contrast,1.170927488162163,sharpness,0.2582027687885575,equalization,29.74001155268845,1,42_S_contrast1.171_sharpness0.258_equalization29.74.jpg,12600,42,S,1.171,0,0.258,0,29.74
44,pictures\transformed\roomDark_figureBright\2.JPG,brightness,22.37048075757958,gamma,0.5455107344503782,sharpness,0.7708613449924987,0,45_2_brightness22.37_gamma0.546_sharpness0.771.jpg,13500,45,2,0,0.546,0.771,22.37,0
