Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,frame,times,figure,contrast,gamma,sharpness,brightness,equalization
0,pictures\transformed\roomDark_figureBright\3.JPG,brightness,28.41193380877586,gamma,0.7141078558361994,sharpness,0.6255444730160118,2,1_3_brightness28.412_gamma0.714_sharpness0.626.jpg,300,1,3,0,0.714,0.626,28.412,0
7,pictures\transformed\roomDark_figureBright\0.JPG,contrast,0.8019564493608319,sharpness,0.491469255733667,equalization,18.97718543728132,0,8_0_contrast0.802_sharpness0.491_equalization18.977.jpg,2400,8,0,0.802,0,0.491,0,18.977
16,pictures\transformed\roomDark_figureBright\0.JPG,brightness,7.174294640255594,contrast,0.8489801596119931,gamma,1.067128499660487,0,17_0_brightness7.174_contrast0.849_gamma1.067.jpg,5100,17,0,0.849,1.067,0,7.174,0
17,pictures\transformed\roomDark_figureBright\T.JPG,contrast,0.9329998284270105,sharpness,0.1577101144483041,equalization,26.03806871921069,1,18_T_contrast0.933_sharpness0.158_equalization26.038.jpg,5400,18,T,0.933,0,0.158,0,26.038
18,pictures\transformed\roomDark_figureBright\B.JPG,brightness,17.42740623133555,contrast,1.137371637317746,sharpness,0.6215140654183059,2,19_B_brightness17.427_contrast1.137_sharpness0.622.jpg,5700,19,B,1.137,0,0.622,17.427,0
20,pictures\transformed\roomDark_figureBright\0.JPG,gamma,0.5865084213921288,sharpness,0.5950480851772715,equalization,23.42432617103629,0,21_0_gamma0.587_sharpness0.595_equalization23.424.jpg,6300,21,0,0,0.587,0.595,0,23.424
27,pictures\transformed\roomDark_figureBright\T.JPG,contrast,0.9461798291500105,gamma,1.061381450970748,sharpness,0.7812980863985763,1,28_T_contrast0.946_gamma1.061_sharpness0.781.jpg,8400,28,T,0.946,1.061,0.781,0,0
33,pictures\transformed\roomDark_figureBright\1.JPG,brightness,14.32084526704548,contrast,1.048879314349564,gamma,0.7855105716664738,0,34_1_brightness14.321_contrast1.049_gamma0.786.jpg,10200,34,1,1.049,0.786,0,14.321,0
34,pictures\transformed\roomDark_figureBright\E.JPG,contrast,0.8830992215506285,gamma,0.5524535722426578,sharpness,0.5627139770001013,1,35_E_contrast0.883_gamma0.552_sharpness0.563.jpg,10500,35,E,0.883,0.552,0.563,0,0
36,pictures\transformed\roomDark_figureBright\1.JPG,contrast,1.164017908815286,gamma,0.5268933892473159,equalization,18.57188739285737,0,37_1_contrast1.164_gamma0.527_equalization18.572.jpg,11100,37,1,1.164,0.527,0,0,18.572
39,pictures\transformed\roomDark_figureBright\T.JPG,contrast,0.8065532280190977,sharpness,0.5387715674979371,equalization,6.828829835642544,1,40_T_contrast0.807_sharpness0.539_equalization6.829.jpg,12000,40,T,0.807,0,0.539,0,6.829
